"subject_id","fcOrder","item","group","wave","1","2","3","4","5","form","resolution_31May2024","bin_number","unit","obscore","obscore_standardized","obscore_standardized_to_reg"
"UTbnbzpfIOZKctb8UqP1","fcAE","G181","reg",1,0.5,0.1,0.1,0.1,0.2,"E",99,1,"count",0.27,-0.493587254121382,NA
"UTbnbzpfIOZKctb8UqP1","fcAE","G2341","reg",1,0.5,0.1,0.1,0.1,0.2,"E",3459,1,"count",0.27,-0.607280451046297,NA
"UTbnbzpfIOZKctb8UqP1","fcAE","G2404","reg",1,0.8,0.05,0.05,0.05,0.05,"E",2.1,2,"percent",0.3375,0.131278509976978,NA
"UTbnbzpfIOZKctb8UqP1","fcAE","M3924","reg",1,0.6,0.1,0.1,0.1,0.1,"E",3690,3,"count",0.45,0.771388596324685,NA
"UTbnbzpfIOZKctb8UqP1","fcAE","M6107","reg",1,0.1,0.3,0.2,0.2,0.2,"E",93973,2,"count",0.285,-0.233215306716909,NA
"R6U0YqqdHfgqkWkuCagF","fcED","G1588","reg",1,0.09,0.27,0.45,0.16,0.03,"D",4,5,"percent",0.86735,0.680385154744132,NA
"R6U0YqqdHfgqkWkuCagF","fcED","G1799","reg",1,0.85,0.06,0.04,0.04,0.01,"D",1314,2,"thousands of units",0.3666,-0.0305045510817658,NA
"R6U0YqqdHfgqkWkuCagF","fcED","G2006","reg",1,0.77,0.14,0.07,0.02,0,"D",38.6,2,"percent",0.3007,0.140625681766457,NA
"R6U0YqqdHfgqkWkuCagF","fcED","G938","reg",1,0.04,0.1,0.19,0.3,0.37,"D",154,5,"count",0.2635,-0.625038869232294,NA
"R6U0YqqdHfgqkWkuCagF","fcED","M4663","reg",1,0.04,0.67,0.14,0.09,0.06,"D",1998.17,3,"minutes",0.2659,-0.188748917433058,NA
"R1sGzUZNWuEyAXcRhhWb","fcAE","G181","reg",1,0.16,0.26,0.38,0.16,0.04,"E",99,1,"count",0.5418,0.150375574947323,NA
"R1sGzUZNWuEyAXcRhhWb","fcAE","G2341","reg",1,0.36,0.41,0.15,0.07,0.01,"E",3459,1,"count",0.2345,-0.677417620753304,NA
"R1sGzUZNWuEyAXcRhhWb","fcAE","G2404","reg",1,0.13,0.45,0.34,0.07,0.01,"E",2.1,2,"percent",0.0999,-0.764095912606428,NA
"R1sGzUZNWuEyAXcRhhWb","fcAE","M3924","reg",1,0.01,0.08,0.25,0.56,0.1,"E",3690,3,"count",0.2269,-0.200369743890842,NA
"R1sGzUZNWuEyAXcRhhWb","fcAE","M6107","reg",1,0.16,0.32,0.37,0.11,0.04,"E",93973,2,"count",0.16005,-0.718538568497397,NA
"G1HTrSNlmhPaxLSlRHiT","fcBA","G1472","reg",1,0.05,0.4,0.2,0.2,0.15,"A",2.6,2,"percent",0.225,0.328885083177762,NA
"G1HTrSNlmhPaxLSlRHiT","fcBA","G2268","reg",1,0.3,0.3,0.25,0.1,0.05,"A",170715,1,"count",0.3375,-0.856959717715384,NA
"G1HTrSNlmhPaxLSlRHiT","fcBA","G2346","reg",1,0.4,0.25,0.15,0.1,0.1,"A",117,4,"Index",0.61625,0.484507923722314,NA
"G1HTrSNlmhPaxLSlRHiT","fcBA","M3453","reg",1,0.1,0.25,0.3,0.25,0.1,"A",7.9,2,"percent",0.2825,0.164312194858974,NA
"G1HTrSNlmhPaxLSlRHiT","fcBA","M9971","reg",1,0.3,0.15,0.15,0.15,0.25,"A",27.9,2,"µg/m³",0.3075,-0.749714348817765,NA
"2YA4KcXYzGRjkRBd5PL9","fcBA","G1472","reg",1,0.6,0.21,0.1,0.04,0.05,"A",2.6,2,"percent",0.20335,0.210433876457507,NA
"2YA4KcXYzGRjkRBd5PL9","fcBA","G2268","reg",1,0.05,0.7,0.17,0.05,0.03,"A",170715,1,"count",0.48615,-0.350421459908411,NA
"2YA4KcXYzGRjkRBd5PL9","fcBA","G2346","reg",1,0.9,0.05,0.03,0.02,0,"A",117,4,"Index",1.33645,2.58448911681721,NA
"2YA4KcXYzGRjkRBd5PL9","fcBA","M3453","reg",1,0.09,0.27,0.5,0.11,0.03,"A",7.9,2,"percent",0.2191,-0.119773331468901,NA
"2YA4KcXYzGRjkRBd5PL9","fcBA","M9971","reg",1,0.05,0.1,0.2,0.25,0.4,"A",27.9,2,"µg/m³",0.65375,0.256191782370327,NA
"LVOkVEUVB5INM1MjeBsr","fcAE","G181","reg",1,0.7,0.2,0.05,0.03,0.02,"E",99,1,"count",0.05145,-1.01138738764958,NA
"LVOkVEUVB5INM1MjeBsr","fcAE","G2341","reg",1,0.6,0.2,0.1,0.05,0.05,"E",3459,1,"count",0.10625,-0.930800494413125,NA
"LVOkVEUVB5INM1MjeBsr","fcAE","G2404","reg",1,0.7,0.15,0.07,0.06,0.02,"E",2.1,2,"percent",0.25965,-0.162092276210388,NA
"LVOkVEUVB5INM1MjeBsr","fcAE","M3924","reg",1,0.03,0.07,0.2,0.5,0.2,"E",3690,3,"count",0.27045,-0.0106786828581831,NA
"LVOkVEUVB5INM1MjeBsr","fcAE","M6107","reg",1,0.6,0.2,0.1,0.05,0.05,"E",93973,2,"count",0.20625,-0.539091312040746,NA
"GexzYjhJP1cjPlyIYmBj","fcBA","G1472","reg",1,0.8,0.2,0,0,0,"A",2.6,2,"percent",0.32,0.848647884028766,NA
"GexzYjhJP1cjPlyIYmBj","fcBA","G2268","reg",1,0,0,0.2,0.7,0.1,"A",170715,1,"count",1.325,2.50803543589636,NA
"GexzYjhJP1cjPlyIYmBj","fcBA","G2346","reg",1,1,0,0,0,0,"A",117,4,"Index",1.5,3.06137321030606,NA
"GexzYjhJP1cjPlyIYmBj","fcBA","M3453","reg",1,0,1,0,0,0,"A",7.9,2,"percent",0,-1.10152630967769,NA
"GexzYjhJP1cjPlyIYmBj","fcBA","M9971","reg",1,1,0,0,0,0,"A",27.9,2,"µg/m³",0.5,-0.190474117038103,NA
"xVa4sxiVQcwRAFeHBw6Q","fcAE","G181","reg",1,0,0,0,0.5,0.5,"E",99,1,"count",1.625,2.71674988122849,NA
"xVa4sxiVQcwRAFeHBw6Q","fcAE","G2341","reg",1,0,0.4,0.4,0.1,0.1,"E",3459,1,"count",0.705,0.252146839729703,NA
"xVa4sxiVQcwRAFeHBw6Q","fcAE","G2404","reg",1,0,0.2,0.6,0.1,0.1,"E",2.1,2,"percent",0.345,0.159541591497919,NA
"xVa4sxiVQcwRAFeHBw6Q","fcAE","M3924","reg",1,0,0.2,0.7,0.05,0.05,"E",3690,3,"count",0.02625,-1.07434245103672,NA
"xVa4sxiVQcwRAFeHBw6Q","fcAE","M6107","reg",1,0.8,0.05,0.05,0.05,0.05,"E",93973,2,"count",0.3375,-0.0292979698343504,NA
"jyeyCfCN3CfT45Vmut9E","fcAE","G181","reg",1,0.98,0.02,0,0,0,"E",99,1,"count",2e-04,-1.13281157819326,NA
"jyeyCfCN3CfT45Vmut9E","fcAE","G2341","reg",1,0,0,0,0,1,"E",3459,1,"count",2,2.81067176284446,NA
"jyeyCfCN3CfT45Vmut9E","fcAE","G2404","reg",1,0,0,0.65,0.25,0.1,"E",2.1,2,"percent",0.56625,0.993302496365674,NA
"jyeyCfCN3CfT45Vmut9E","fcAE","M3924","reg",1,0,0,0,0.2,0.8,"E",3690,3,"count",0.82,2.38300036629217,NA
"jyeyCfCN3CfT45Vmut9E","fcAE","M6107","reg",1,0,0,0,0.05,0.95,"E",93973,2,"count",1.45125,4.29666267688849,NA
"4LPIECoxgavG7Cw53W86","fcED","G1588","reg",1,0.05,0.3,0.65,0,0,"D",4,5,"percent",1.0625,1.24286719818361,NA
"4LPIECoxgavG7Cw53W86","fcED","G1799","reg",1,0,0.2,0.5,0.2,0.1,"D",1314,2,"thousands of units",0.37,-0.015519709184116,NA
"4LPIECoxgavG7Cw53W86","fcED","G2006","reg",1,0.8,0.15,0.05,0,0,"D",38.6,2,"percent",0.32125,0.21510515412922,NA
"4LPIECoxgavG7Cw53W86","fcED","G938","reg",1,0,0.05,0.1,0.25,0.6,"D",154,5,"count",0.0925,-0.970450673922947,NA
"4LPIECoxgavG7Cw53W86","fcED","M4663","reg",1,0,0.85,0.15,0,0,"D",1998.17,3,"minutes",0.36125,0.148842150779641,NA
"psLDhepHETw4nS6WsOGq","fcCB","C1039","reg",1,0.23,0.4,0.15,0.12,0.1,"B",4.23,1,"percent",0.3941,-0.518642628293866,NA
"psLDhepHETw4nS6WsOGq","fcCB","G1631","reg",1,0.05,0.3,0.45,0.15,0.05,"B",7284319,2,"millions of dollars",0.23375,-0.254934242366791,NA
"psLDhepHETw4nS6WsOGq","fcCB","G2063","reg",1,0.2,0.4,0.2,0.13,0.07,"B",8986,1,"count",0.42245,-0.269909968485262,NA
"psLDhepHETw4nS6WsOGq","fcCB","G410","reg",1,0.08,0.18,0.35,0.23,0.16,"B",10790,2,"count",0.36585,0.0725970925138642,NA
"psLDhepHETw4nS6WsOGq","fcCB","M5680","reg",1,0.26,0.35,0.19,0.12,0.08,"B",2,2,"MtCO2",0.13305,-0.679490982519497,NA
"8JPlYoclZmsdBMbSSwUV","fcBA","G1472","reg",1,0.44,0.41,0.09,0.04,0.02,"A",2.6,2,"percent",0.11005,-0.300027905851952,NA
"8JPlYoclZmsdBMbSSwUV","fcBA","G2268","reg",1,0.04,0.3,0.36,0.26,0.04,"A",170715,1,"count",0.7244,0.461436864494624,NA
"8JPlYoclZmsdBMbSSwUV","fcBA","G2346","reg",1,0.05,0.28,0.34,0.28,0.05,"A",117,4,"Index",0.2814,-0.491857950351311,NA
"8JPlYoclZmsdBMbSSwUV","fcBA","M3453","reg",1,0.23,0.38,0.33,0.05,0.01,"A",7.9,2,"percent",0.10435,-0.633950210745299,NA
"8JPlYoclZmsdBMbSSwUV","fcBA","M9971","reg",1,0.07,0.14,0.34,0.33,0.12,"A",27.9,2,"µg/m³",0.42295,-0.414315466953028,NA
"GF9IyDN8pbWvTMVTucHY","fcCB","C1039","reg",1,0.52,0.18,0.13,0.06,0.11,"B",4.23,1,"percent",0.1807,-0.961886838056737,NA
"GF9IyDN8pbWvTMVTucHY","fcCB","G1631","reg",1,0.2,0.29,0.24,0.13,0.14,"B",7284319,2,"millions of dollars",0.1963,-0.393409237836906,NA
"GF9IyDN8pbWvTMVTucHY","fcCB","G2063","reg",1,0.61,0.19,0.11,0.06,0.03,"B",8986,1,"count",0.10055,-0.958100216844914,NA
"GF9IyDN8pbWvTMVTucHY","fcCB","G410","reg",1,0.04,0.08,0.1,0.13,0.65,"B",10790,2,"count",0.90345,1.83528644810507,NA
"GF9IyDN8pbWvTMVTucHY","fcCB","M5680","reg",1,0.21,0.24,0.26,0.19,0.1,"B",2,2,"MtCO2",0.22035,-0.361785453648256,NA
"JYNcLggG6xeng7vhONOS","fcCB","C1039","reg",1,0.1,0.15,0.2,0.25,0.3,"B",4.23,1,"percent",0.8825,0.495792573431469,NA
"JYNcLggG6xeng7vhONOS","fcCB","G1631","reg",1,0.5,0.3,0.1,0.05,0.05,"B",7284319,2,"millions of dollars",0.15125,-0.559985968035268,NA
"JYNcLggG6xeng7vhONOS","fcCB","G2063","reg",1,0.3,0.25,0.2,0.2,0.05,"B",8986,1,"count",0.37875,-0.363336230844122,NA
"JYNcLggG6xeng7vhONOS","fcCB","G410","reg",1,0.1,0.2,0.25,0.3,0.15,"B",10790,2,"count",0.3625,0.0616130721618726,NA
"JYNcLggG6xeng7vhONOS","fcCB","M5680","reg",1,0.15,0.5,0.2,0.1,0.05,"B",2,2,"MtCO2",0.085,-0.854356396749315,NA
"gatwqilBIzbvfLuxsyf3","fcDC","C47","reg",1,0.03,0.04,0.05,0.1,0.78,"C",104,4,"count",0.3143,-0.124372797584252,NA
"gatwqilBIzbvfLuxsyf3","fcDC","G1210","reg",1,0.02,0.1,0.44,0.36,0.08,"C",89.57,3,"Ruble",0.1074,-0.766937885418775,NA
"gatwqilBIzbvfLuxsyf3","fcDC","G2352","reg",1,0.16,0.22,0.26,0.24,0.12,"C",80316215,5,"count",0.677,-0.105031441812967,NA
"gatwqilBIzbvfLuxsyf3","fcDC","M1571","reg",1,0.02,0.33,0.25,0.22,0.18,"C",595037548.678,4,"TH/s",0.25765,0.045456301448679,NA
"gatwqilBIzbvfLuxsyf3","fcDC","M811","reg",1,0.04,0.22,0.34,0.26,0.14,"C",135,2,"count",0.3644,0.233415094115276,NA
"6k3jgmlRSTqrodJ0jwAs","fcED","G1588","reg",1,0.06,0.4,0.41,0.09,0.04,"D",4,5,"percent",0.94685,0.909528492963136,NA
"6k3jgmlRSTqrodJ0jwAs","fcED","G1799","reg",1,0.06,0.05,0.2,0.46,0.23,"D",1314,2,"thousands of units",0.66235,1.27295632869172,NA
"6k3jgmlRSTqrodJ0jwAs","fcED","G2006","reg",1,0.38,0.39,0.07,0.08,0.08,"D",38.6,2,"percent",0.11465,-0.533676305245319,NA
"6k3jgmlRSTqrodJ0jwAs","fcED","G938","reg",1,0.02,0.18,0.3,0.2,0.3,"D",154,5,"count",0.3902,-0.369110941429336,NA
"6k3jgmlRSTqrodJ0jwAs","fcED","M4663","reg",1,0.04,0.05,0.27,0.3,0.34,"D",1998.17,3,"minutes",0.26745,-0.183261071017435,NA
"wvOpOK4esubuC1J3qRK9","fcCB","C1039","reg",1,0.02,0.13,0.34,0.34,0.17,"B",4.23,1,"percent",0.98595,0.710664239316985,NA
"wvOpOK4esubuC1J3qRK9","fcCB","G1631","reg",1,0.11,0.28,0.29,0.28,0.04,"B",7284319,2,"millions of dollars",0.2441,-0.216664116782928,NA
"wvOpOK4esubuC1J3qRK9","fcCB","G2063","reg",1,0.08,0.08,0.25,0.31,0.28,"B",8986,1,"count",0.98925,0.941852171217287,NA
"wvOpOK4esubuC1J3qRK9","fcCB","G410","reg",1,0.12,0.38,0.28,0.12,0.1,"B",10790,2,"count",0.1614,-0.597756030162144,NA
"wvOpOK4esubuC1J3qRK9","fcCB","M5680","reg",1,0.09,0.35,0.28,0.23,0.05,"B",2,2,"MtCO2",0.2013,-0.431112948779953,NA
"Omi5XdQydF17Y0ds4gmO","fcBA","G1472","reg",1,0.4,0.36,0.18,0.05,0.01,"A",2.6,2,"percent",0.11065,-0.296745193425525,NA
"Omi5XdQydF17Y0ds4gmO","fcBA","G2268","reg",1,0.1,0.4,0.27,0.17,0.06,"A",170715,1,"count",0.55825,-0.104734218819392,NA
"Omi5XdQydF17Y0ds4gmO","fcBA","G2346","reg",1,0.13,0.34,0.34,0.13,0.06,"A",117,4,"Index",0.44875,-0.00389370060897509,NA
"Omi5XdQydF17Y0ds4gmO","fcBA","M3453","reg",1,0.1,0.35,0.35,0.15,0.05,"A",7.9,2,"percent",0.1775,-0.30617645284492,NA
"Omi5XdQydF17Y0ds4gmO","fcBA","M9971","reg",1,0.01,0.01,0.02,0.09,0.87,"A",27.9,2,"µg/m³",1.3195,2.1902914411096,NA
"WLWN8Q08fR7kHvqx8cYI","fcDC","C47","reg",1,0,0,0.06,0.13,0.81,"C",104,4,"count",0.32985,-0.0698159860408604,NA
"WLWN8Q08fR7kHvqx8cYI","fcDC","G1210","reg",1,0.75,0.05,0.1,0.05,0.05,"C",89.57,3,"Ruble",0.6075,2.29648802141027,NA
"WLWN8Q08fR7kHvqx8cYI","fcDC","G2352","reg",1,0.05,0.13,0.7,0.1,0.02,"C",80316215,5,"count",0.88485,0.365088115594797,NA
"WLWN8Q08fR7kHvqx8cYI","fcDC","M1571","reg",1,0.1,0.2,0.5,0.2,0,"C",595037548.678,4,"TH/s",0.37,0.525080650047433,NA
"WLWN8Q08fR7kHvqx8cYI","fcDC","M811","reg",1,0.2,0.55,0.2,0.03,0.02,"C",135,2,"count",0.0527,-1.01421664366262,NA
"713sXb02mkrHAlE48iCz","fcED","G1588","reg",1,0,0.05,0.5,0.45,0,"D",4,5,"percent",0.6525,0.0611216803245953,NA
"713sXb02mkrHAlE48iCz","fcED","G1799","reg",1,0,0,0.05,0.7,0.25,"D",1314,2,"thousands of units",0.9825,2.68395548561304,NA
"713sXb02mkrHAlE48iCz","fcED","G2006","reg",1,0.34,0.61,0.05,0,0,"D",38.6,2,"percent",0.05905,-0.735187675725591,NA
"713sXb02mkrHAlE48iCz","fcED","G938","reg",1,0.05,0.05,0.05,0.06,0.79,"D",154,5,"count",0.03955,-1.0774071362526,NA
"713sXb02mkrHAlE48iCz","fcED","M4663","reg",1,0.3,0.7,0,0,0,"D",1998.17,3,"minutes",0.545,0.799417491986601,NA
"HNdc06PVz0oRaFxMPMDE","fcBA","G1472","reg",1,0.09,0.75,0.08,0.06,0.02,"A",2.6,2,"percent",0.02025,-0.791340532340585,NA
"HNdc06PVz0oRaFxMPMDE","fcBA","G2268","reg",1,0.01,0.22,0.63,0.1,0.04,"A",170715,1,"count",0.7971,0.709168659601028,NA
"HNdc06PVz0oRaFxMPMDE","fcBA","G2346","reg",1,0.4,0.25,0.2,0.1,0.05,"A",117,4,"Index",0.65375,0.593851570960662,NA
"HNdc06PVz0oRaFxMPMDE","fcBA","M3453","reg",1,0.07,0.78,0.07,0.06,0.02,"A",7.9,2,"percent",0.0171,-1.02490387276592,NA
"HNdc06PVz0oRaFxMPMDE","fcBA","M9971","reg",1,0.13,0.34,0.37,0.13,0.03,"A",27.9,2,"µg/m³",0.16215,-1.17197703811217,NA
"N6wowD1y5KF7dmrevwH4","fcED","G1588","reg",1,0,0,0.95,0.05,0,"D",4,5,"percent",0.95125,0.922210639984062,NA
"N6wowD1y5KF7dmrevwH4","fcED","G1799","reg",1,0.6,0.1,0.1,0.1,0.1,"D",1314,2,"thousands of units",0.25,-0.544396482042334,NA
"N6wowD1y5KF7dmrevwH4","fcED","G2006","reg",1,1,0,0,0,0,"D",38.6,2,"percent",0.5,0.862949713002399,NA
"N6wowD1y5KF7dmrevwH4","fcED","G938","reg",1,0,0,0,0,1,"D",154,5,"count",0,-1.15729624078777,NA
"N6wowD1y5KF7dmrevwH4","fcED","M4663","reg",1,0,0,0,0.05,0.95,"D",1998.17,3,"minutes",0.95125,2.2377643347911,NA
"hOdVHTzPBsd26UMRFL3Q","fcED","G1588","reg",1,0.1,0.2,0.4,0.2,0.1,"D",4,5,"percent",0.7,0.198031222027774,NA
"hOdVHTzPBsd26UMRFL3Q","fcED","G1799","reg",1,0.15,0.15,0.3,0.25,0.15,"D",1314,2,"thousands of units",0.3475,-0.114684104095032,NA
"hOdVHTzPBsd26UMRFL3Q","fcED","G2006","reg",1,0.05,0.11,0.37,0.27,0.2,"D",38.6,2,"percent",0.4845,0.806772982023186,NA
"hOdVHTzPBsd26UMRFL3Q","fcED","G938","reg",1,0,0.05,0.15,0.45,0.35,"D",154,5,"count",0.2325,-0.687657383532939,NA
"hOdVHTzPBsd26UMRFL3Q","fcED","M4663","reg",1,0.4,0.3,0.15,0.1,0.05,"D",1998.17,3,"minutes",0.3375,0.0647541815079937,NA
"IeElhKAlZlvb0pPCNyJQ","fcCB","C1039","reg",1,0,0.05,0.3,0.55,0.1,"B",4.23,1,"percent",1.1675,1.08775414691984,NA
"IeElhKAlZlvb0pPCNyJQ","fcCB","G1631","reg",1,0.05,0.1,0.4,0.4,0.05,"B",7284319,2,"millions of dollars",0.465,0.600134988673636,NA
"IeElhKAlZlvb0pPCNyJQ","fcCB","G2063","reg",1,0.05,0.1,0.3,0.45,0.1,"B",8986,1,"count",0.96875,0.898025206037501,NA
"IeElhKAlZlvb0pPCNyJQ","fcCB","G410","reg",1,0,0.6,0.4,0,0,"B",10790,2,"count",0.08,-0.864651330655307,NA
"IeElhKAlZlvb0pPCNyJQ","fcCB","M5680","reg",1,0,0.05,0.8,0.15,0,"B",2,2,"MtCO2",0.4625,0.519456170821056,NA
"UQJfChjDGbHBK9ydZuBL","fcBA","G1472","reg",1,0.14,0.42,0.18,0.15,0.11,"A",2.6,2,"percent",0.14645,-0.100876685315357,NA
"UQJfChjDGbHBK9ydZuBL","fcBA","G2268","reg",1,0.14,0.31,0.32,0.19,0.04,"A",170715,1,"count",0.5483,-0.138639739607682,NA
"UQJfChjDGbHBK9ydZuBL","fcBA","G2346","reg",1,0.3,0.18,0.22,0.22,0.08,"A",117,4,"Index",0.4084,-0.121547465037438,NA
"UQJfChjDGbHBK9ydZuBL","fcBA","M3453","reg",1,0.1,0.24,0.27,0.23,0.16,"A",7.9,2,"percent",0.31165,0.294928805150102,NA
"UQJfChjDGbHBK9ydZuBL","fcBA","M9971","reg",1,0.1,0.08,0.11,0.54,0.17,"A",27.9,2,"µg/m³",0.6077,0.122409898352387,NA
"NcZhGnniHSPaYFta1kv0","fcCB","C1039","reg",1,0.8,0.2,0,0,0,"B",4.23,1,"percent",0.02,-1.29567008317807,NA
"NcZhGnniHSPaYFta1kv0","fcCB","G1631","reg",1,0.1,0.1,0.35,0.35,0.1,"B",7284319,2,"millions of dollars",0.43125,0.475341100900169,NA
"NcZhGnniHSPaYFta1kv0","fcCB","G2063","reg",1,0.45,0.25,0.15,0.1,0.05,"B",8986,1,"count",0.20875,-0.726779356725267,NA
"NcZhGnniHSPaYFta1kv0","fcCB","G410","reg",1,0.05,0.3,0.4,0.15,0.1,"B",10790,2,"count",0.24875,-0.311351797999027,NA
"NcZhGnniHSPaYFta1kv0","fcCB","M5680","reg",1,0.05,0.2,0.5,0.2,0.05,"B",2,2,"MtCO2",0.315,-0.017331521143526,NA
"OcE6oQcbHzuzftyyrdB6","fcCB","C1039","reg",1,0.1,0.15,0.55,0.1,0.1,"B",4.23,1,"percent",0.71125,0.140096364800299,NA
"OcE6oQcbHzuzftyyrdB6","fcCB","G1631","reg",1,0.15,0.1,0.1,0.5,0.15,"B",7284319,2,"millions of dollars",0.515,0.785014822412107,NA
"OcE6oQcbHzuzftyyrdB6","fcCB","G2063","reg",1,0.1,0.2,0.3,0.3,0.1,"B",8986,1,"count",0.735,0.398290907950926,NA
"OcE6oQcbHzuzftyyrdB6","fcCB","G410","reg",1,0,0.1,0.5,0.3,0.1,"B",10790,2,"count",0.49,0.479661607946618,NA
"OcE6oQcbHzuzftyyrdB6","fcCB","M5680","reg",1,0.8,0.1,0.05,0.05,0,"B",2,2,"MtCO2",0.32625,0.023609912989366,NA
"KvbsDOTlLmazDnKf7jdj","fcAE","G181","reg",1,0.7,0.3,0,0,0,"E",99,1,"count",0.045,-1.02666906626435,NA
"KvbsDOTlLmazDnKf7jdj","fcAE","G2341","reg",1,0,0.05,0.4,0.45,0.1,"E",3459,1,"count",1.1075,1.04736404556267,NA
"KvbsDOTlLmazDnKf7jdj","fcAE","G2404","reg",1,0,0,0.8,0.2,0,"E",2.1,2,"percent",0.52,0.819013493653206,NA
"KvbsDOTlLmazDnKf7jdj","fcAE","M3924","reg",1,0,0.05,0.15,0.7,0.1,"E",3690,3,"count",0.32625,0.232369794882859,NA
"KvbsDOTlLmazDnKf7jdj","fcAE","M6107","reg",1,1,0,0,0,0,"E",93973,2,"count",0.5,0.601874739564044,NA
"1wKWKuWmqqmvNAmw1RqQ","fcAE","G181","reg",1,0.05,0.15,0.65,0.1,0.05,"E",99,1,"count",0.78375,0.723616216938394,NA
"1wKWKuWmqqmvNAmw1RqQ","fcAE","G2341","reg",1,0.1,0.25,0.25,0.25,0.15,"E",3459,1,"count",0.7075,0.257086077033014,NA
"1wKWKuWmqqmvNAmw1RqQ","fcAE","G2404","reg",1,0.05,0.6,0.1,0.15,0.1,"E",2.1,2,"percent",0.09875,-0.768429585106305,NA
"1wKWKuWmqqmvNAmw1RqQ","fcAE","M3924","reg",1,0.03,0.1,0.12,0.7,0.05,"E",3690,3,"count",0.2914,0.0805733889818677,NA
"1wKWKuWmqqmvNAmw1RqQ","fcAE","M6107","reg",1,0.9,0.05,0.02,0.02,0.01,"E",93973,2,"count",0.40675,0.239678707863119,NA
"rVcV4RQCRFG8K2N3i8g5","fcCB","C1039","reg",1,0.05,0.15,0.2,0.39,0.21,"B",4.23,1,"percent",0.9733,0.684389453686712,NA
"rVcV4RQCRFG8K2N3i8g5","fcCB","G1631","reg",1,0.38,0.32,0.15,0.1,0.05,"B",7284319,2,"millions of dollars",0.1297,-0.639669176376549,NA
"rVcV4RQCRFG8K2N3i8g5","fcCB","G2063","reg",1,0.37,0.25,0.18,0.1,0.1,"B",8986,1,"count",0.29565,-0.540995782377788,NA
"rVcV4RQCRFG8K2N3i8g5","fcCB","G410","reg",1,0.04,0.48,0.38,0.05,0.05,"B",10790,2,"count",0.12225,-0.726121521738401,NA
"rVcV4RQCRFG8K2N3i8g5","fcCB","M5680","reg",1,0.05,0.3,0.39,0.18,0.08,"B",2,2,"MtCO2",0.2495,-0.255701648761696,NA
"HcgfdvyC1AuNCwK2XnM1","fcBA","G1472","reg",1,0.21,0.39,0.28,0.1,0.02,"A",2.6,2,"percent",0.10945,-0.303310618278379,NA
"HcgfdvyC1AuNCwK2XnM1","fcBA","G2268","reg",1,0.05,0.21,0.38,0.28,0.08,"A",170715,1,"count",0.79305,0.695367919983683,NA
"HcgfdvyC1AuNCwK2XnM1","fcBA","G2346","reg",1,0.4,0.33,0.17,0.07,0.03,"A",117,4,"Index",0.7519,0.880040343665833,NA
"HcgfdvyC1AuNCwK2XnM1","fcBA","M3453","reg",1,0.17,0.32,0.41,0.09,0.01,"A",7.9,2,"percent",0.14955,-0.431416050019433,NA
"HcgfdvyC1AuNCwK2XnM1","fcBA","M9971","reg",1,0.17,0.31,0.26,0.2,0.06,"A",27.9,2,"µg/m³",0.18525,-1.10486821029861,NA
"Z0GzxSwCT4IquCK3XqV3","fcAE","G181","reg",1,0.09,0.25,0.32,0.27,0.07,"E",99,1,"count",0.6921,0.506474225458825,NA
"Z0GzxSwCT4IquCK3XqV3","fcAE","G2341","reg",1,0.64,0.33,0.02,0.01,0,"E",3459,1,"count",0.0653,-1.01170520144135,NA
"Z0GzxSwCT4IquCK3XqV3","fcAE","G2404","reg",1,0.12,0.2,0.26,0.26,0.16,"E",2.1,2,"percent",0.3394,0.13843849062895,NA
"Z0GzxSwCT4IquCK3XqV3","fcAE","M3924","reg",1,0.1,0.15,0.26,0.35,0.14,"E",3690,3,"count",0.1661,-0.465196759063877,NA
"Z0GzxSwCT4IquCK3XqV3","fcAE","M6107","reg",1,0.1,0.26,0.28,0.23,0.13,"E",93973,2,"count",0.28305,-0.240789379229689,NA
"AMdGiZCShW6RizBlKSmC","fcAE","G181","reg",1,0.5,0.2,0.12,0.12,0.06,"E",99,1,"count",0.188,-0.687865958991263,NA
"AMdGiZCShW6RizBlKSmC","fcAE","G2341","reg",1,0.5,0.22,0.16,0.07,0.05,"E",3459,1,"count",0.17265,-0.799614351637202,NA
"AMdGiZCShW6RizBlKSmC","fcAE","G2404","reg",1,0.2,0.12,0.13,0.25,0.3,"E",2.1,2,"percent",0.44745,0.545615285073971,NA
"AMdGiZCShW6RizBlKSmC","fcAE","M3924","reg",1,0.1,0.2,0.3,0.2,0.2,"E",3690,3,"count",0.15,-0.535323649594894,NA
"AMdGiZCShW6RizBlKSmC","fcAE","M6107","reg",1,0.2,0.08,0.5,0.02,0.2,"E",93973,2,"count",0.3234,-0.0840643403113805,NA
"okwvnmmp0HLMbZU5kk4e","fcAE","G181","reg",1,0.04,0.78,0.12,0.04,0.02,"E",99,1,"count",0.479,0.00158651804697457,NA
"okwvnmmp0HLMbZU5kk4e","fcAE","G2341","reg",1,0.94,0.06,0,0,0,"E",3459,1,"count",0.0018,-1.13716182894543,NA
"okwvnmmp0HLMbZU5kk4e","fcAE","G2404","reg",1,0.46,0.51,0.03,0,0,"E",2.1,2,"percent",0.10625,-0.740166503585364,NA
"okwvnmmp0HLMbZU5kk4e","fcAE","M3924","reg",1,0,0,0.03,0.06,0.91,"E",3690,3,"count",0.8845,2.66394349916488,NA
