"subject_id","wave","fcOrder","group","item","forecast","bscore","bscore_standardized","bscore_standardized_to_reg"
"KDppLvc9sRPP1RRTXUbx",1,"fcAE","reg","G2404",90,0.02,-1.08682859210521,NA
"VpHBzD0cNZ0G63Z3WZbn",1,"fcDC","reg","C47",13,0.0338,-0.884524398859947,NA
"VpHBzD0cNZ0G63Z3WZbn",1,"fcDC","reg","M7949",84,1.4112,0.779642651624822,NA
"VpHBzD0cNZ0G63Z3WZbn",1,"fcDC","reg","G1920",36,0.8192,-0.0468005912310551,NA
"VpHBzD0cNZ0G63Z3WZbn",1,"fcDC","reg","G2006",72,0.1568,-1.15418584204557,NA
"khYao3bQxAh4FNPIXDxa",1,"fcCB","sup","C1039",100,0,-1.41335448430155,-1.337298797169
"khYao3bQxAh4FNPIXDxa",1,"fcCB","sup","G2063",96,0.00320000000000001,-0.915253718326946,-0.528456539924041
"khYao3bQxAh4FNPIXDxa",1,"fcCB","sup","C47",27,0.1458,-0.836694262484279,-0.668415646779347
"khYao3bQxAh4FNPIXDxa",1,"fcCB","sup","M7949",100,2,1.97168736846033,1.74407226541171
"0WgPYP5L2MNMyFtsWEaG",1,"fcBA","reg","G1472",60,0.72,0.506450940327237,NA
"0WgPYP5L2MNMyFtsWEaG",1,"fcBA","reg","G1948",13,1.5138,1.1203362171407,NA
"0WgPYP5L2MNMyFtsWEaG",1,"fcBA","reg","C1039",5,1.805,1.02014154586573,NA
"0WgPYP5L2MNMyFtsWEaG",1,"fcBA","reg","G2063",82,0.0648,-0.223741070739831,NA
"hgZ7ff2tPIwqFV7t8lq0",1,"fcAE","reg","G1472",75,1.125,1.31808920103333,NA
"hgZ7ff2tPIwqFV7t8lq0",1,"fcAE","reg","G1948",90,0.02,-1.10788220894065,NA
"hgZ7ff2tPIwqFV7t8lq0",1,"fcAE","reg","G2404",80,0.08,-0.947004090682321,NA
"0GHoG2xHG1S8ObKb5WSx",1,"fcAE","reg","G1472",15,0.045,-0.846279494182924,NA
"0GHoG2xHG1S8ObKb5WSx",1,"fcAE","reg","G1948",90,0.02,-1.10788220894065,NA
"0GHoG2xHG1S8ObKb5WSx",1,"fcAE","reg","G2404",70,0.18,-0.71396325497751,NA
"QTIBd0LPhjpEAg2t8jUc",1,"fcCB","reg","C1039",5,1.805,1.02014154586573,NA
"QTIBd0LPhjpEAg2t8jUc",1,"fcCB","reg","G2063",83,0.0578,-0.258367828601673,NA
"QTIBd0LPhjpEAg2t8jUc",1,"fcCB","reg","C47",18,0.0648,-0.824708583551923,NA
"QTIBd0LPhjpEAg2t8jUc",1,"fcCB","reg","M7949",43,0.3698,-0.926126709444586,NA
"BYqREX1vfi5jE9VoBNnT",1,"fcAE","reg","G1472",68,0.9248,0.916879374383061,NA
"BYqREX1vfi5jE9VoBNnT",1,"fcAE","reg","G1948",31,0.9522,0.282628714069816,NA
"BYqREX1vfi5jE9VoBNnT",1,"fcAE","reg","G2404",32,0.9248,1.02172488935192,NA
"3uJI4pjYUgXyX1Hk2qIL",1,"fcBA","reg","G1472",29,0.1682,-0.599381139321218,NA
"3uJI4pjYUgXyX1Hk2qIL",1,"fcBA","reg","G1948",100,0,-1.13771509722665,NA
"3uJI4pjYUgXyX1Hk2qIL",1,"fcBA","reg","C1039",0,2,1.27482346658139,NA
"3uJI4pjYUgXyX1Hk2qIL",1,"fcBA","reg","G2063",100,0,-0.544285914946597,NA
"gHHwobImT2PGSNn0oJPf",1,"fcED","reg","G2404",14,1.4792,2.3137032824994,NA
"gHHwobImT2PGSNn0oJPf",1,"fcED","reg","G1920",15,1.445,1.0773893012692,NA
"gHHwobImT2PGSNn0oJPf",1,"fcED","reg","G2006",26,1.0952,0.805525513894867,NA
"SvGbcZdLIcMlcSVZv8wA",1,"fcDC","reg","C47",93,1.7298,2.38797956121771,NA
"SvGbcZdLIcMlcSVZv8wA",1,"fcDC","reg","M7949",87,1.5138,0.947697132559834,NA
"SvGbcZdLIcMlcSVZv8wA",1,"fcDC","reg","G1920",40,0.72,-0.22500391071975,NA
"SvGbcZdLIcMlcSVZv8wA",1,"fcDC","reg","G2006",67,0.2178,-1.02679625049361,NA
"KyeFByJ933id8W7P6j77",1,"fcBA","reg","G1472",75,1.125,1.31808920103333,NA
"KyeFByJ933id8W7P6j77",1,"fcBA","reg","G1948",8,1.6928,1.38734056730041,NA
"KyeFByJ933id8W7P6j77",1,"fcBA","reg","C1039",0,2,1.27482346658139,NA
"KyeFByJ933id8W7P6j77",1,"fcBA","reg","G2063",100,0,-0.544285914946597,NA
"kgAJm1lblz7JIf8qQqZd",1,"fcDC","reg","C47",27,0.1458,-0.668415646779347,NA
"kgAJm1lblz7JIf8qQqZd",1,"fcDC","reg","M7949",46,0.4232,-0.838659757378995,NA
"kgAJm1lblz7JIf8qQqZd",1,"fcDC","reg","G1920",70,0.18,-1.19506230309772,NA
"kgAJm1lblz7JIf8qQqZd",1,"fcDC","reg","G2006",64,0.2592,-0.940338396555056,NA
"E8PGGeBqKQAEAtDPGAEZ",1,"fcCB","reg","C1039",67,0.2178,-1.05283868264658,NA
"E8PGGeBqKQAEAtDPGAEZ",1,"fcCB","reg","G2063",90,0.02,-0.44535232105562,NA
"E8PGGeBqKQAEAtDPGAEZ",1,"fcCB","reg","C47",17,0.0578,-0.838215380556961,NA
"E8PGGeBqKQAEAtDPGAEZ",1,"fcCB","reg","M7949",15,0.045,-1.45813543661507,NA
"giDo1r2zlRWJhaOQtwjO",1,"fcBA","reg","G1472",100,2,3.07162865317613,NA
"giDo1r2zlRWJhaOQtwjO",1,"fcBA","reg","G1948",40,0.72,-0.0637311189306461,NA
"giDo1r2zlRWJhaOQtwjO",1,"fcBA","reg","C1039",0,2,1.27482346658139,NA
"giDo1r2zlRWJhaOQtwjO",1,"fcBA","reg","G2063",100,0,-0.544285914946597,NA
"lVf9yb3rd8R5jMUeXTP0",1,"fcDC","reg","C47",40,0.32,-0.332289355596842,NA
"lVf9yb3rd8R5jMUeXTP0",1,"fcDC","reg","M7949",90,1.62,1.12164826194871,NA
"lVf9yb3rd8R5jMUeXTP0",1,"fcDC","reg","G1920",30,0.98,0.242061241165941,NA
"lVf9yb3rd8R5jMUeXTP0",1,"fcDC","reg","G2006",10,1.62,1.90149367203377,NA
"SAQ9CRy6ozWjXwaHf0lN",1,"fcBA","reg","G1472",85,1.445,1.95938362924556,NA
"SAQ9CRy6ozWjXwaHf0lN",1,"fcBA","reg","G1948",7,1.7298,1.44253141062951,NA
"SAQ9CRy6ozWjXwaHf0lN",1,"fcBA","reg","C1039",3,1.8818,1.12044704079374,NA
"SAQ9CRy6ozWjXwaHf0lN",1,"fcBA","reg","G2063",75,0.125,0.0740490468720107,NA
"NxDOJ5WGiu7vMzc0jfg5",1,"fcAE","reg","G1472",40,0.32,-0.295167094938044,NA
"NxDOJ5WGiu7vMzc0jfg5",1,"fcAE","reg","G1948",10,1.62,1.27874885393936,NA
"NxDOJ5WGiu7vMzc0jfg5",1,"fcAE","reg","G2404",20,1.28,1.84948593777541,NA
"KofgQTwOEWPBY5YSx1Dy",1,"fcDC","reg","C47",82,1.3448,1.64510572594065,NA
"KofgQTwOEWPBY5YSx1Dy",1,"fcDC","reg","M7949",83,1.3778,0.724934857636232,NA
"KofgQTwOEWPBY5YSx1Dy",1,"fcDC","reg","G1920",6,1.7672,1.65619080872139,NA
"KofgQTwOEWPBY5YSx1Dy",1,"fcDC","reg","G2006",25,1.125,0.867758461898944,NA
"XvkcyeADdMidPbdn0tTb",1,"fcAE","reg","G1472",60,0.72,0.506450940327237,NA
"XvkcyeADdMidPbdn0tTb",1,"fcAE","reg","G1948",40,0.72,-0.0637311189306461,NA
"XvkcyeADdMidPbdn0tTb",1,"fcAE","reg","G2404",70,0.18,-0.71396325497751,NA
"OnWF9xAaNJRvOuX00KEc",1,"fcCB","reg","C1039",93,0.00979999999999999,-1.32449939807662,NA
"OnWF9xAaNJRvOuX00KEc",1,"fcCB","reg","G2063",95,0.00500000000000001,-0.519552516473853,NA
"OnWF9xAaNJRvOuX00KEc",1,"fcCB","reg","C47",57,0.6498,0.304073737583354,NA
"OnWF9xAaNJRvOuX00KEc",1,"fcCB","reg","M7949",84,1.4112,0.779642651624822,NA
"1h05DmzN29B6FZZR67pP",1,"fcAE","reg","G1472",13,0.0338,-0.868724799170352,NA
"1h05DmzN29B6FZZR67pP",1,"fcAE","reg","G1948",23,1.1858,0.631076849250299,NA
"1h05DmzN29B6FZZR67pP",1,"fcAE","reg","G2404",15,1.445,2.23400331668835,NA
"LGXgT64J11f1BZzL8rQf",1,"fcAE","reg","G1472",30,0.18,-0.575733407280892,NA
"LGXgT64J11f1BZzL8rQf",1,"fcAE","reg","G1948",75,0.125,-0.951259545439153,NA
"LGXgT64J11f1BZzL8rQf",1,"fcAE","reg","G2404",50,0.5,0.0317674192778857,NA
"t5fbyLOBsaQdFiNQyUea",1,"fcED","reg","G2404",54,0.4232,-0.147207942543409,NA
"t5fbyLOBsaQdFiNQyUea",1,"fcED","reg","G1920",10,1.62,1.39176007657687,NA
"t5fbyLOBsaQdFiNQyUea",1,"fcED","reg","G2006",38,0.7688,0.123886781393845,NA
"uQRpUbhzyEcG4FbBbFXW",1,"fcDC","reg","C47",10,0.02,-0.911152084384163,NA
"uQRpUbhzyEcG4FbBbFXW",1,"fcDC","reg","M7949",80,1.28,0.564742574639701,NA
"uQRpUbhzyEcG4FbBbFXW",1,"fcDC","reg","G1920",45,0.605,-0.431590420207652,NA
"uQRpUbhzyEcG4FbBbFXW",1,"fcDC","reg","G2006",40,0.72,0.0219751081522702,NA
"RFOrWXAQX1PO0HFZwlLL",1,"fcDC","reg","C47",61,0.7442,0.486222542908431,NA
"RFOrWXAQX1PO0HFZwlLL",1,"fcDC","reg","M7949",10,0.02,-1.49908438421132,NA
"RFOrWXAQX1PO0HFZwlLL",1,"fcDC","reg","G1920",29,1.0082,0.292719846101236,NA
"RFOrWXAQX1PO0HFZwlLL",1,"fcDC","reg","G2006",60,0.32,-0.813366475795061,NA
"l6WLNuf2HjJWGxOVFiYO",1,"fcBA","reg","G1472",7,0.0098,-0.916821881286269,NA
"l6WLNuf2HjJWGxOVFiYO",1,"fcBA","reg","G1948",58,0.3528,-0.61146294786161,NA
"l6WLNuf2HjJWGxOVFiYO",1,"fcBA","reg","C1039",93,0.00979999999999999,-1.32449939807662,NA
"l6WLNuf2HjJWGxOVFiYO",1,"fcBA","reg","G2063",91,0.0162,-0.464149703894906,NA
"DRrgI3jzHMjID8Q48PjB",1,"fcED","reg","G2404",37,0.7938,0.716441394578621,NA
"DRrgI3jzHMjID8Q48PjB",1,"fcED","reg","G1920",10,1.62,1.39176007657687,NA
"DRrgI3jzHMjID8Q48PjB",1,"fcED","reg","G2006",65,0.245,-0.969993022785186,NA
"2sNFytLCdDNZk8UnzLGD",1,"fcCB","reg","C1039",94,0.00720000000000001,-1.3278951570195,NA
"2sNFytLCdDNZk8UnzLGD",1,"fcCB","reg","G2063",76,0.1152,0.0255715858654318,NA
"2sNFytLCdDNZk8UnzLGD",1,"fcCB","reg","C47",69,0.9522,0.887567368200974,NA
"2sNFytLCdDNZk8UnzLGD",1,"fcCB","reg","M7949",74,1.0952,0.262047954008217,NA
"2iVCvt2uDG7ilHZmkqP2",1,"fcBA","reg","G1472",30,0.18,-0.575733407280892,NA
"2iVCvt2uDG7ilHZmkqP2",1,"fcBA","reg","G1948",5,1.805,1.55470307058487,NA
"2iVCvt2uDG7ilHZmkqP2",1,"fcBA","reg","C1039",60,0.32,-0.919359234968934,NA
"2iVCvt2uDG7ilHZmkqP2",1,"fcBA","reg","G2063",80,0.08,-0.148551539382688,NA
"naEx0junNZenxp3lgHld",1,"fcED","reg","G2404",84,0.0512,-1.01411985136531,NA
"naEx0junNZenxp3lgHld",1,"fcED","reg","G1920",31,0.9522,0.192121198002779,NA
"naEx0junNZenxp3lgHld",1,"fcED","reg","G2006",60,0.32,-0.813366475795061,NA
"Ij5If0n4tBMsNtacFvQq",1,"fcCB","reg","C1039",10,1.62,0.778520236468818,NA
"Ij5If0n4tBMsNtacFvQq",1,"fcCB","reg","G2063",90,0.02,-0.44535232105562,NA
"Ij5If0n4tBMsNtacFvQq",1,"fcCB","reg","C47",25,0.125,-0.708550129308601,NA
"Ij5If0n4tBMsNtacFvQq",1,"fcCB","reg","M7949",3,0.0018,-1.52889521806139,NA
"jRgId2AbQkaa6UHly2aN",1,"fcAE","reg","G1472",70,0.98,1.02750266324967,NA
"jRgId2AbQkaa6UHly2aN",1,"fcAE","reg","G1948",99,2e-04,-1.13741676834379,NA
"jRgId2AbQkaa6UHly2aN",1,"fcAE","reg","G2404",50,0.5,0.0317674192778857,NA
"Ckaj2seomfpQ0xDvDQR4",1,"fcDC","reg","C47",36,0.2592,-0.449605535297739,NA
"Ckaj2seomfpQ0xDvDQR4",1,"fcDC","reg","M7949",40,0.32,-1.00769701305632,NA
"Ckaj2seomfpQ0xDvDQR4",1,"fcDC","reg","G1920",5,1.805,1.72409489618785,NA
"Ckaj2seomfpQ0xDvDQR4",1,"fcDC","reg","G2006",41,0.6962,-0.0277277160925957,NA
"KrVNLVpt6Hl3efXpBh6Q",1,"fcCB","reg","C1039",80,0.08,-1.23281390661898,NA
"KrVNLVpt6Hl3efXpBh6Q",1,"fcCB","reg","G2063",84,0.0512,-0.291015914585695,NA
"KrVNLVpt6Hl3efXpBh6Q",1,"fcCB","reg","C47",55,0.605,0.217630236751114,NA
"KrVNLVpt6Hl3efXpBh6Q",1,"fcCB","reg","M7949",60,0.72,-0.35251385151631,NA
"l5k9jSqbnGbzXCMrdGhB",1,"fcAE","reg","G1472",35,0.245,-0.445470476550284,NA
"l5k9jSqbnGbzXCMrdGhB",1,"fcAE","reg","G1948",68,0.2048,-0.832226321178012,NA
"l5k9jSqbnGbzXCMrdGhB",1,"fcAE","reg","G2404",40,0.72,0.54445725782847,NA
"PE7n9OgQC7f5NlONaFnK",1,"fcCB","reg","C1039",10,1.62,0.778520236468818,NA
"PE7n9OgQC7f5NlONaFnK",1,"fcCB","reg","G2063",90,0.02,-0.44535232105562,NA
"PE7n9OgQC7f5NlONaFnK",1,"fcCB","reg","C47",30,0.18,-0.602425295697592,NA
"PE7n9OgQC7f5NlONaFnK",1,"fcCB","reg","M7949",85,1.445,0.835005628774953,NA
"SA6j8d7euDro6XzatjNQ",1,"fcCB","reg","C1039",40,0.72,-0.396934782218857,NA
"SA6j8d7euDro6XzatjNQ",1,"fcCB","reg","G2063",75,0.125,0.0740490468720107,NA
"SA6j8d7euDro6XzatjNQ",1,"fcCB","reg","C47",50,0.5,0.0150282816755513,NA
"SA6j8d7euDro6XzatjNQ",1,"fcCB","reg","M7949",75,1.125,0.310859099542948,NA
"s7mJzZjHp4ae1qDeD85E",1,"fcAE","sup","G1472",5,0.005,-0.685838706085498,-0.926441297709452
"s7mJzZjHp4ae1qDeD85E",1,"fcAE","sup","G1948",10,1.62,1.7194907581875,1.27874885393936
"s7mJzZjHp4ae1qDeD85E",1,"fcAE","sup","G2404",70,0.18,-1.25426233325184,-0.71396325497751
"ZusQXxCm3jbGtP0NYMhF",1,"fcCB","reg","C1039",65,0.245,-1.01731381985957,NA
"ZusQXxCm3jbGtP0NYMhF",1,"fcCB","reg","G2063",70,0.18,0.346116430072198,NA
"ZusQXxCm3jbGtP0NYMhF",1,"fcCB","reg","C47",20,0.08,-0.795379538626699,NA
"ZusQXxCm3jbGtP0NYMhF",1,"fcCB","reg","M7949",60,0.72,-0.35251385151631,NA
"iOXLQN4KD6oWnwM1cDAY",1,"fcDC","reg","C47",5,0.005,-0.940095220823529,NA
"iOXLQN4KD6oWnwM1cDAY",1,"fcDC","reg","M7949",65,0.845,-0.147769113535057,NA
"iOXLQN4KD6oWnwM1cDAY",1,"fcDC","reg","G1920",37,0.7938,-0.0924292637614265,NA
"iOXLQN4KD6oWnwM1cDAY",1,"fcDC","reg","G2006",30,0.98,0.564947137718036,NA
"8EecXzNhbAccCmHOBTFm",1,"fcCB","reg","C1039",58,0.3528,-0.876520429843428,NA
"8EecXzNhbAccCmHOBTFm",1,"fcCB","reg","G2063",84,0.0512,-0.291015914585695,NA
"8EecXzNhbAccCmHOBTFm",1,"fcCB","reg","C47",7,0.0098,-0.930833417162932,NA
"8EecXzNhbAccCmHOBTFm",1,"fcCB","reg","M7949",39,0.3042,-1.03357674793715,NA
"L7pmg8joYv1DAbta4GSy",1,"fcBA","reg","G1472",55,0.605,0.275985755188469,NA
"L7pmg8joYv1DAbta4GSy",1,"fcBA","reg","G1948",12,1.5488,1.1725437716412,NA
"L7pmg8joYv1DAbta4GSy",1,"fcBA","reg","C1039",5,1.805,1.02014154586573,NA
"L7pmg8joYv1DAbta4GSy",1,"fcBA","reg","G2063",90,0.02,-0.44535232105562,NA
"i8uVNjD6U5P2koFh3qw1",1,"fcAE","reg","G1472",30,0.18,-0.575733407280892,NA
"i8uVNjD6U5P2koFh3qw1",1,"fcAE","reg","G1948",48,0.5408,-0.331033797973208,NA
"i8uVNjD6U5P2koFh3qw1",1,"fcAE","reg","G2404",34,0.8712,0.896815001414144,NA
"P0st9aEQhaLhgmDZBdhz",1,"fcBA","reg","G1472",8,0.0128,-0.910809746021779,NA
"P0st9aEQhaLhgmDZBdhz",1,"fcBA","reg","G1948",82,0.0648,-1.04105653918001,NA
"P0st9aEQhaLhgmDZBdhz",1,"fcBA","reg","C1039",1,1.9602,1.22284223353276,NA
"P0st9aEQhaLhgmDZBdhz",1,"fcBA","reg","G2063",61,0.3042,0.960494048135167,NA
"5fPAvtKbs9M9BjcYmxU0",1,"fcDC","reg","C47",74,1.0952,1.1634919355896,NA
"5fPAvtKbs9M9BjcYmxU0",1,"fcDC","reg","M7949",74,1.0952,0.262047954008217,NA
"5fPAvtKbs9M9BjcYmxU0",1,"fcDC","reg","G1920",65,0.245,-1.0782960151263,NA
"5fPAvtKbs9M9BjcYmxU0",1,"fcDC","reg","G2006",70,0.18,-1.10573603017663,NA
"jwrZAchUJllqwC4lOtJw",1,"fcBA","reg","G1472",52,0.5408,0.147326060528391,NA
"jwrZAchUJllqwC4lOtJw",1,"fcBA","reg","G1948",35,0.845,0.122724432856855,NA
"jwrZAchUJllqwC4lOtJw",1,"fcBA","reg","C1039",5,1.805,1.02014154586573,NA
"jwrZAchUJllqwC4lOtJw",1,"fcBA","reg","G2063",60,0.32,1.03865158730904,NA
"RQ8RuN2t0DuLKxNoK9oM",1,"fcDC","reg","C47",100,2,2.90934192561216,NA
"RQ8RuN2t0DuLKxNoK9oM",1,"fcDC","reg","M7949",78,1.2168,0.461223635116379,NA
"RQ8RuN2t0DuLKxNoK9oM",1,"fcDC","reg","G1920",12,1.5488,1.26385608113741,NA
"RQ8RuN2t0DuLKxNoK9oM",1,"fcDC","reg","G2006",86,0.0392,-1.39977626772609,NA
"pg3CssQWWIcR6REE3TFo",1,"fcCB","reg","C1039",100,0,-1.337298797169,NA
"pg3CssQWWIcR6REE3TFo",1,"fcCB","reg","G2063",77,0.1058,-0.0209272032633276,NA
"pg3CssQWWIcR6REE3TFo",1,"fcCB","reg","C47",15,0.045,-0.862913523651887,NA
"pg3CssQWWIcR6REE3TFo",1,"fcCB","reg","M7949",71,1.0082,0.119545616373265,NA
"G2WGBZc9GyTIFNdsysZC",1,"fcDC","sup","C47",57,0.6498,1.45798881033542,0.304073737583354
"G2WGBZc9GyTIFNdsysZC",1,"fcDC","sup","M7949",40,0.32,-0.93332011148999,-1.00769701305632
"G2WGBZc9GyTIFNdsysZC",1,"fcDC","sup","G1920",60,0.32,-0.805414333965919,-0.943565682851583
"G2WGBZc9GyTIFNdsysZC",1,"fcDC","sup","G2006",40,0.72,-0.707536156008792,0.0219751081522702
"5PP2t16GSzChbtte5vVw",1,"fcDC","reg","C47",50,0.5,0.0150282816755513,NA
"5PP2t16GSzChbtte5vVw",1,"fcDC","reg","M7949",15,0.045,-1.45813543661507,NA
"5PP2t16GSzChbtte5vVw",1,"fcDC","reg","G1920",25,1.125,0.502539883563731,NA
"5PP2t16GSzChbtte5vVw",1,"fcDC","reg","G2006",37,0.7938,0.176095630390553,NA
"j5bxfVlajJwn5pZNQQsa",1,"fcDC","reg","C47",13,0.0338,-0.884524398859947,NA
"j5bxfVlajJwn5pZNQQsa",1,"fcDC","reg","M7949",92,1.6928,1.24089159734899,NA
"j5bxfVlajJwn5pZNQQsa",1,"fcDC","reg","G1920",46,0.5832,-0.470752036788837,NA
"j5bxfVlajJwn5pZNQQsa",1,"fcDC","reg","G2006",50,0.5,-0.437462763018762,NA
"wFaqLYEi8CtquigOCMqs",1,"fcED","reg","G2404",60,0.32,-0.387706084990774,NA
"wFaqLYEi8CtquigOCMqs",1,"fcED","reg","G1920",10,1.62,1.39176007657687,NA
"wFaqLYEi8CtquigOCMqs",1,"fcED","reg","G2006",35,0.845,0.283019353135812,NA
"59IvIpJNBTNdhP0pm9AL",1,"fcBA","reg","G1472",13,0.0338,-0.868724799170352,NA
"59IvIpJNBTNdhP0pm9AL",1,"fcBA","reg","G1948",44,0.6272,-0.202155720577687,NA
"59IvIpJNBTNdhP0pm9AL",1,"fcBA","reg","C1039",96,0.00320000000000001,-1.333119401547,NA
"59IvIpJNBTNdhP0pm9AL",1,"fcBA","reg","G2063",88,0.0288,-0.40182153974359,NA
"PtFhYXgexjXW1aaY1MjM",1,"fcBA","reg","G1472",35,0.245,-0.445470476550284,NA
"PtFhYXgexjXW1aaY1MjM",1,"fcBA","reg","G1948",70,0.18,-0.869219102652652,NA
"PtFhYXgexjXW1aaY1MjM",1,"fcBA","reg","C1039",24,1.1552,0.171463022373228,NA
"PtFhYXgexjXW1aaY1MjM",1,"fcBA","reg","G2063",84,0.0512,-0.291015914585695,NA
"TzFZOXZnhIQE8OWTcMXv",1,"fcED","reg","G2404",66,0.2312,-0.594646347096647,NA
"TzFZOXZnhIQE8OWTcMXv",1,"fcED","reg","G1920",20,1.28,0.780982570264817,NA
"TzFZOXZnhIQE8OWTcMXv",1,"fcED","reg","G2006",20,1.28,1.19145332567854,NA
"CZuw9O4lHO9lFgor3kFU",1,"fcAE","reg","G1472",35,0.245,-0.445470476550284,NA
"CZuw9O4lHO9lFgor3kFU",1,"fcAE","reg","G1948",80,0.08,-1.01838354408265,NA
"CZuw9O4lHO9lFgor3kFU",1,"fcAE","reg","G2404",50,0.5,0.0317674192778857,NA
"BdqfJfhiIt3nRvRm61xp",1,"fcBA","reg","G1472",30,0.18,-0.575733407280892,NA
"BdqfJfhiIt3nRvRm61xp",1,"fcBA","reg","G1948",70,0.18,-0.869219102652652,NA
"BdqfJfhiIt3nRvRm61xp",1,"fcBA","reg","C1039",50,0.5,-0.684268231231399,NA
"BdqfJfhiIt3nRvRm61xp",1,"fcBA","reg","G2063",60,0.32,1.03865158730904,NA
"tMR3y87RWvjTV5kdfi2h",1,"fcED","sup","G2404",35,0.845,0.985867794958382,0.835758302459484
"tMR3y87RWvjTV5kdfi2h",1,"fcED","sup","G1920",7,1.7298,1.49516336281897,1.58900528302706
"tMR3y87RWvjTV5kdfi2h",1,"fcED","sup","G2006",29,1.0082,-0.00146995046262198,0.623838719386323
"IwtSIMOyuZcrJJ2dSide",1,"fcAE","reg","G1472",20,0.08,-0.776137916097212,NA
"IwtSIMOyuZcrJJ2dSide",1,"fcAE","reg","G1948",80,0.08,-1.01838354408265,NA
"IwtSIMOyuZcrJJ2dSide",1,"fcAE","reg","G2404",40,0.72,0.54445725782847,NA
"AvX9Dhp3jgSThm1Kp5Tk",1,"fcBA","reg","G1472",60,0.72,0.506450940327237,NA
"AvX9Dhp3jgSThm1Kp5Tk",1,"fcBA","reg","G1948",5,1.805,1.55470307058487,NA
"AvX9Dhp3jgSThm1Kp5Tk",1,"fcBA","reg","C1039",100,0,-1.337298797169,NA
"AvX9Dhp3jgSThm1Kp5Tk",1,"fcBA","reg","G2063",80,0.08,-0.148551539382688,NA
"yN6gTDSObped8SBRQTX4",1,"fcBA","reg","G1472",36,0.2592,-0.417013036298367,NA
"yN6gTDSObped8SBRQTX4",1,"fcBA","reg","G1948",12,1.5488,1.1725437716412,NA
"yN6gTDSObped8SBRQTX4",1,"fcBA","reg","C1039",22,1.2168,0.25191638809674,NA
"yN6gTDSObped8SBRQTX4",1,"fcBA","reg","G2063",95,0.00500000000000001,-0.519552516473853,NA
"piTJXDJA6kamnbAqQVSc",1,"fcCB","reg","C1039",50,0.5,-0.684268231231399,NA
"piTJXDJA6kamnbAqQVSc",1,"fcCB","reg","G2063",81,0.0722,-0.18713564100017,NA
"piTJXDJA6kamnbAqQVSc",1,"fcCB","reg","C47",20,0.08,-0.795379538626699,NA
"piTJXDJA6kamnbAqQVSc",1,"fcCB","reg","M7949",75,1.125,0.310859099542948,NA
"roz2c3opqAFnyNPbzR3h",1,"fcAE","reg","G1472",14,0.0392,-0.857902955694271,NA
"roz2c3opqAFnyNPbzR3h",1,"fcAE","reg","G1948",30,0.98,0.324096428787357,NA
"roz2c3opqAFnyNPbzR3h",1,"fcAE","reg","G2404",49,0.5202,0.0788416680902576,NA
"ycyAacT3fNqaHh1KK9dT",1,"fcAE","reg","G1472",95,1.805,2.68083986098431,NA
"ycyAacT3fNqaHh1KK9dT",1,"fcAE","reg","G1948",80,0.08,-1.01838354408265,NA
"ycyAacT3fNqaHh1KK9dT",1,"fcAE","reg","G2404",70,0.18,-0.71396325497751,NA
"4oaDoopwxTfQsZjfqWCG",1,"fcDC","reg","C47",40,0.32,-0.332289355596842,NA
"4oaDoopwxTfQsZjfqWCG",1,"fcDC","reg","M7949",72,1.0368,0.166391212423376,NA
"4oaDoopwxTfQsZjfqWCG",1,"fcDC","reg","G1920",25,1.125,0.502539883563731,NA
"4oaDoopwxTfQsZjfqWCG",1,"fcDC","reg","G2006",82,0.0648,-1.34631440635346,NA
"Je7hQucSMLQWqrCCwqTD",1,"fcED","reg","G2404",89,0.0242,-1.07704087700561,NA
"Je7hQucSMLQWqrCCwqTD",1,"fcED","reg","G1920",40,0.72,-0.22500391071975,NA
"Je7hQucSMLQWqrCCwqTD",1,"fcED","reg","G2006",88,0.0288,-1.42149514890872,NA
"mz5gJk7Bysn1ctNZy9nb",1,"fcCB","reg","C1039",25,1.125,0.132019976190597,NA
"mz5gJk7Bysn1ctNZy9nb",1,"fcCB","reg","G2063",65,0.245,0.667650610217874,NA
"mz5gJk7Bysn1ctNZy9nb",1,"fcCB","reg","C47",50,0.5,0.0150282816755513,NA
"mz5gJk7Bysn1ctNZy9nb",1,"fcCB","reg","M7949",60,0.72,-0.35251385151631,NA
"imxFcTXtwyNUY9uOjkct",1,"fcBA","reg","G1472",75,1.125,1.31808920103333,NA
"imxFcTXtwyNUY9uOjkct",1,"fcBA","reg","G1948",49,0.5202,-0.361761672907788,NA
"imxFcTXtwyNUY9uOjkct",1,"fcBA","reg","C1039",18,1.3448,0.419092212976765,NA
"imxFcTXtwyNUY9uOjkct",1,"fcBA","reg","G2063",85,0.045,-0.321685328691898,NA
"RK3vEJLww3uOQxINBsw3",1,"fcBA","reg","G1472",60,0.72,0.506450940327237,NA
"RK3vEJLww3uOQxINBsw3",1,"fcBA","reg","G1948",10,1.62,1.27874885393936,NA
"RK3vEJLww3uOQxINBsw3",1,"fcBA","reg","C1039",40,0.72,-0.396934782218857,NA
"RK3vEJLww3uOQxINBsw3",1,"fcBA","reg","G2063",65,0.245,0.667650610217874,NA
"0vmPFl2IZJK1p5l9dGu5",1,"fcCB","reg","C1039",14,1.4792,0.594626829100791,NA
"0vmPFl2IZJK1p5l9dGu5",1,"fcCB","reg","G2063",81,0.0722,-0.18713564100017,NA
"0vmPFl2IZJK1p5l9dGu5",1,"fcCB","reg","C47",35,0.245,-0.477005037793672,NA
