trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,group,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,custom_timer_ended_trial,interval_id,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a2,task_time_series,task_shipley_vocab,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_admc_rp,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc1,stimulus,slider_start,response,slider_moved,admc_id,admc_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,question_order,shipley_vocabulary_score,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score,moved_sliders,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,996,3792188,0.0-25.0-7.0-0.0-2.36,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,997,3792490,0.0-25.0-7.0-0.0-0.37,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,998,3792803,0.0-25.0-7.0-0.0-1.37,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,311.0,False,1772.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.31,0.3,400.0,10.0,124.0,3.0,276.0,7.0,left,silver
html-keyboard-response,999,3793805,0.0-25.0-7.0-0.0-2.37,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1000,3794107,0.0-25.0-7.0-0.0-0.38,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1001,3794604,0.0-25.0-7.0-0.0-1.38,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,493.0,False,1775.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.27,0.3,400.0,10.0,108.0,3.0,292.0,7.0,left,silver
html-keyboard-response,1002,3795605,0.0-25.0-7.0-0.0-2.38,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1003,3795908,0.0-25.0-7.0-0.0-0.39,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1004,3796347,0.0-25.0-7.0-0.0-1.39,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,437.0,False,1778.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.1,0.04,10.0,400.0,1.0,16.0,9.0,384.0,left,silver
html-keyboard-response,1005,3797349,0.0-25.0-7.0-0.0-2.39,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1006,3797651,0.0-25.0-7.0-0.0-0.40,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1007,3798047,0.0-25.0-7.0-0.0-1.40,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,393.0,False,1781.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.19,0.2,400.0,10.0,76.0,2.0,324.0,8.0,left,silver
html-keyboard-response,1008,3799048,0.0-25.0-7.0-0.0-2.40,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1009,3799350,0.0-25.0-7.0-0.0-0.41,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1010,3799611,0.0-25.0-7.0-0.0-1.41,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,259.0,False,1784.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.1,0.08,10.0,400.0,1.0,32.0,9.0,368.0,left,silver
html-keyboard-response,1011,3800613,0.0-25.0-7.0-0.0-2.41,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1012,3800914,0.0-25.0-7.0-0.0-0.42,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1013,3801395,0.0-25.0-7.0-0.0-1.42,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,479.0,False,1787.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.3,0.33,10.0,400.0,3.0,132.0,7.0,268.0,left,gold
html-keyboard-response,1014,3802398,0.0-25.0-7.0-0.0-2.42,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1015,3802700,0.0-25.0-7.0-0.0-0.43,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1016,3802758,0.0-25.0-7.0-0.0-1.43,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,55.0,False,1791.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.26,0.3,400.0,10.0,104.0,3.0,296.0,7.0,left,gold
html-keyboard-response,1017,3803760,0.0-25.0-7.0-0.0-2.43,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1018,3804062,0.0-25.0-7.0-0.0-0.44,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1019,3804235,0.0-25.0-7.0-0.0-1.44,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,170.0,False,1795.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.05,0.1,400.0,10.0,20.0,1.0,380.0,9.0,left,silver
html-keyboard-response,1020,3805236,0.0-25.0-7.0-0.0-2.44,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1021,3805538,0.0-25.0-7.0-0.0-0.45,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1022,3805714,0.0-25.0-7.0-0.0-1.45,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,175.0,False,1798.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.34,0.3,400.0,10.0,136.0,3.0,264.0,7.0,left,gold
html-keyboard-response,1023,3806716,0.0-25.0-7.0-0.0-2.45,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1024,3807018,0.0-25.0-7.0-0.0-0.46,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1025,3807347,0.0-25.0-7.0-0.0-1.46,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,328.0,False,1802.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.06,0.1,400.0,10.0,24.0,1.0,376.0,9.0,left,silver
html-keyboard-response,1026,3808348,0.0-25.0-7.0-0.0-2.46,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1027,3808650,0.0-25.0-7.0-0.0-0.47,9XhFGFO6RL7MxxoxWLpe,223301,2,2.0,Kvx19sZrsxOKiBTw44hpejDRil,7zDUoAYbOOtw0NPuwkTu7M4qqT,1600.0,900.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
