"session_id","trinary_A","trinary_B","trinary_C","trinary_AB","trinary_BC","binary_statepop1","binary_statearea1","binary_gdp1","binary_statepop2","binary_statearea2","binary_gdp2","time1","time2","time3","time4","time5","time6","space1","space2","space3","space4","space5","space6","confidence_interval1","confidence_interval2","confidence_interval3","tri1_abc","tri1_ab","tri1_bc","bin1","bin2","bin3","t1","t2","s1","s2","ci1","score_mean"
"016SsHMbVS1ns2Qxcmk4hHRgSH",0.13,0.12,0.88,0.13,0.9,0.94,1,0.87,0.07,0.06,0.03,0.36,0.43,0.36,0.29,0.35,0.38,0.61,0.68,0.75,0.66,0.67,0.67,0.7,0.47,0.5,0.935,0.88,0.9,0.99,0.94,0.9,0.5,1,1,0.908248290463863,0.333333333333333,0.844234693072472
"02QWkclNXRGICktZzGbALKgOXn",0.06,0.09,0.91,0.09,0.94,0.49,0,0.78,1,0.66,0.2,0.82,0.95,1,0.3,0.41,0.52,0.3,0.39,1,0.38,0.57,0.89,0.29,0.64,0.89,0.97,0.94,0.94,0.51,0.66,0.98,1,1,1,1,1,0.909090909090909
"08JvGfUwcNXzbgM6Uw9OTeVzMT",0.38,0.29,0.12,0.11,0.08,0.67,0,0,0.51,0.29,0.18,0,0,0,0,0,0,0.09,0.22,0.69,0.35,0.58,0.98,1,1,1,0.895,0.44,0.67,0.82,0.29,0.18,0.5,0.5,1,1,0.5,0.617727272727273
"09Sw3t0YLj302lra5gkQlLEMwE",0.02,0.06,0.9,0.09,0.94,0.7,0.68,0.59,0.29,0.31,0.41,0.02,0.06,0.1,0.19,0.36,0.49,0.69,0.9,0.99,0.14,0.49,0.99,0.9,0.92,0.94,0.99,0.99,0.98,0.99,0.99,1,1,1,1,1,1,0.994545454545455
"0bjDzRkHTDdAUc8E3JPJxkyVYK",0.37,0.43,0.54,0.47,0.54,0.66,0.67,0.84,0.33,0.35,0.2,0.09,0.14,0.16,0.69,0.81,0.89,0.74,1,1,0.6,0.91,1,0.74,0.85,0.95,0.83,0.67,0.57,0.99,0.98,0.96,1,1,0.908248290463863,1,1,0.900749844587624
"0d3KNfQfPK5yzhZRUP0U1M47yp",0,0,1,0,1,0.53,1,0.82,0.35,0,0,0.27,0.31,0.37,0.9,1,1,0.91,1,1,0.58,0.92,1,0.88,0.9,0.92,1,1,1,0.88,1,0.82,1,0.908248290463863,0.908248290463863,1,1,0.956045143720702
"0DbPC3sk9u2UC1A1OXELSFZqk4",0.04,0.04,0.9,0.09,0.95,0.45,0.65,0.9,0.55,0.35,0.1,0.03,0.12,0.25,0.03,0.07,0.15,0.98,0.99,1,0.03,0.19,0.49,0.96,0.98,0.99,0.99,0.99,0.99,1,1,1,1,1,1,1,1,0.997272727272727
"0f9yzMMlcjFihBIVm43sUQOq5N",0.2,0.39,0.7,0.19,0.88,1,0.5,0.63,0,0.5,0.36,0.29,0.52,0.63,0.3,0.4,0.5,0.9,1,1,0.4,0.54,0.89,0.28,0.47,0.6,0.855,0.6,0.79,1,1,0.99,1,1,0.908248290463863,1,1,0.92211348095126
"0G6inFq7heMyKnrLpeL72Oc0x2",0.74,0.76,0.45,0.64,0.55,0.67,0.42,0.83,0.32,0.64,0.24,0.63,0.72,0.83,0.24,0.33,0.44,0.45,0.72,0.87,0.71,0.83,0.86,0.67,0.78,0.9,0.525,0.14,0.34,0.99,0.94,0.93,1,1,1,1,1,0.805909090909091
"0iWhbvxyvGhSXx6Vwq7cOzsX5P",0.5,0.2,0.5,0.49,0.69,0.94,0.41,0.79,0.03,0.59,0.1,0.01,0.04,0.08,0.15,0.26,0.35,0.7,0.88,0.99,0.01,0.14,0.72,0.44,0.57,0.79,0.9,0.79,0.99,0.97,1,0.89,1,1,1,1,1,0.958181818181818
"0jtfnPUyl2KfOkrH6EawIfcZrU",0.1,0.21,0.69,0.32,0.49,0.59,0.6,0.79,0.04,0.15,0.3,0.59,0.8,0.7,0.7,0.89,0.79,0.91,1,1,0.59,0.79,0.8,0.7,0.49,0.6,1,0.99,0.59,0.63,0.75,0.91,0.666666666666667,0.666666666666667,0.908248290463863,1,0.333333333333333,0.767719541557321
"0lONQy80IYyb7sgqnX55uzWGpk",0.4,0.5,0.9,0.11,0.94,0.7,0.19,0.74,0.1,0.39,0.2,0.15,0.21,0.35,0.1,0.12,0.15,0.54,0.71,0.95,0.13,0.31,0.7,0.3,0.43,0.7,0.6,0.21,0.54,0.8,0.58,0.94,1,1,1,1,1,0.788181818181818
"0MRkDC9OIj6neflPX1YCGTovn9",0.11,0.19,0.89,0,1,0.8,0.49,0.81,0.01,0.49,0.02,0.5,0.74,0.94,0.1,0.29,0.49,0.7,0.71,1,0.5,0.9,1,0.1,0.2,0.49,0.905,0.7,0.92,0.81,0.98,0.83,1,1,1,1,1,0.922272727272727
"0muiSaKLm83R3IxO8bShtR5IvR",0,0,1,0,1,0.71,0.6,0.9,0.19,0.3,0.4,0.3,0.2,0.3,0.8,0.7,0.79,0.1,0.1,0.1,0.04,0.7,0.9,0.7,0.6,0,1,1,1,0.9,0.9,0.7,0.5,0.333333333333333,0.5,1,0,0.712121212121212
"0nvFj8VxK1Hq2p7OWf9G7eoPjS",0.09,0.29,0.69,0.29,0.8,0.75,1,0.2,0.1,0,0.79,0.3,0.49,0.59,0.39,0.55,0.75,0.67,0.8,1,0.45,0.65,0.8,1,0.79,0.89,0.965,0.91,0.82,0.85,1,0.99,1,1,1,1,0.333333333333333,0.897121212121212
"0o9HmsRAeWW6hOa4qWA3aiYgGk",0.02,0.06,0.67,0.34,0.87,0.71,0.63,0.54,0.66,0.38,0.32,0.08,0.12,0.18,0.5,0.66,0.81,0.59,0.76,1,0.34,0.49,0.75,0.35,0.55,0.67,0.875,0.74,0.86,0.63,0.99,0.86,1,1,1,1,1,0.905
"0oOc4trw2RuVUTJzHPoOiPutvD",0,1,1,0.02,1,1,0.99,0.99,0.88,0.16,0.71,0.95,0.84,0.92,0.73,0.84,0.93,0.83,0.9,0.98,0.77,0.83,0.94,0.41,0.35,0.19,0.5,0.02,0,0.12,0.85,0.3,0.333333333333333,1,1,1,0,0.465757575757576
"0PGSj6vBGEWDIv52s0FmG8v3dC",0.3,0.24,0.66,0.11,0.67,0.65,0.85,0.59,0.31,0.3,0.6,0.75,0.9,1,0.59,0.73,0.89,0.9,0.95,1,0.75,0.86,0.98,0.77,0.89,0.96,0.9,0.57,0.77,0.96,0.85,0.81,1,1,1,1,1,0.896363636363636
"0qhwNPBkRLnN5VgpoCWSHQbZNZ",0.09,0.25,0.86,0.1,0.64,0.2,0.49,0.64,0.46,0.51,0.67,0.15,0.17,0.21,0.1,0.14,0.19,0.65,0.75,0.82,0.08,0.14,0.22,0.43,0.48,0.57,0.9,0.76,0.53,0.66,1,0.69,1,1,1,1,1,0.867272727272727
"0wxHPgNbpBWYb8kVt0LHMMWnKG",0.03,0.05,1,0,1,0.98,0.05,0.39,0.24,0.96,0.62,0.02,0.06,0.09,0.29,0.4,0.55,0.89,1,1,0.39,0.51,1,0.5,0.7,0.61,0.96,0.92,0.95,0.78,0.99,0.99,1,1,0.908248290463863,1,0.666666666666667,0.924083177920957
"0ZtepTI67Bd7sjifgxAlqs79Ne",0,0.03,1,0,1,0.68,0.78,0.35,0.53,0.31,0.7,0.1,0.11,0.18,0.56,0.63,0.8,0.84,0.9,0.98,0.57,0.63,0.72,0.86,0.92,1,0.985,0.97,0.97,0.79,0.91,0.95,1,1,1,1,1,0.961363636363636
"1aCQXzMxvKGN7rhH120pTns7ly",0,0.15,0.92,0.3,1,0.91,0.49,0.77,0.11,0.5,0.1,0.11,0.1,0.06,0.64,0.71,0.78,0.81,0.88,0.91,0.5,0.45,0.4,0.5,0.55,0.61,0.965,0.85,0.93,0.98,0.99,0.87,0,1,1,0,1,0.780454545454545
"1ALaeVQQ86lCBbzEY0ygIqiVPO",0.04,0.09,0.89,0.1,0.96,0.84,0.5,0.2,0.19,0.49,0.74,0.25,0.39,0.5,0.65,0.78,0.87,0.81,0.94,1,0.15,0.19,0.29,0.49,0.55,0.59,0.99,0.97,0.98,0.97,0.99,0.94,1,1,1,1,1,0.985454545454545
"1brBjF9gjcWQS6VPzrzn9fg0Zt",0.3,0.5,0.7,0.29,0.9,0.05,0.79,0.6,0.9,0.1,0.19,0.39,0.49,0.6,0.1,0.1,0.16,0.79,0.9,1,0.6,0.69,1,0.83,0.89,0.94,0.75,0.49,0.7,0.95,0.89,0.79,1,0.908248290463863,1,1,1,0.861658935496715
"1ceGfBKQFjbWwypDqcxWsFk6uK",0.3,0.36,0.85,0.2,0.86,1,0.4,0.65,0.5,0.44,0.27,0.29,0.6,0.9,0.2,0.36,0.52,0.82,0.95,1,0.67,0.8,1,1,0.87,0.74,0.745,0.54,0.65,0.5,0.84,0.92,1,1,1,1,0,0.745
"1GOJzZnrmuKpj5ARHg3lnbX8VY",0.12,0.31,0.51,0.32,0.8,0.3,0.82,0.49,0.4,0.4,0.6,0.08,0.01,0,0.07,0.08,0.18,0.53,0.65,0.8,0.48,0.5,0.28,0.65,0.64,0.71,0.97,0.89,0.98,0.7,0.78,0.91,0,1,1,0.333333333333333,0.666666666666667,0.748181818181818
"1HOK6QspxGl8qgK7ewjz5BK80U",0.09,0.24,0.9,0.2,1,0.86,0,0.94,0.06,1,0.04,0.21,0.46,0.41,0.9,0.93,0.92,0.96,1,1,0.61,0.94,1,0.95,0.95,0.97,0.885,0.87,0.86,0.92,1,0.98,0.666666666666667,0.666666666666667,0.908248290463863,1,0.908248290463863,0.87862090129646
"1hz9aEcPKuUVxzeWXU0DKHJOTo",0.09,0.21,0.7,0.29,0.89,0.6,0.69,0.39,0.4,0.39,0.6,0.49,0.69,0.79,0.7,0.9,1,1,1,1,0.9,1,1,1,1,1,1,0.99,0.98,1,0.92,0.99,1,1,0.5,0.908248290463863,0.5,0.889840753678533
"1JdcraYIvlFTeFgt9LeNqWf2GH",0.1,0.3,0.7,0.2,0.79,0.6,0.89,0.6,0,0,0.12,0.19,0.3,0.4,0.2,0.34,0.42,0.91,0.88,1,0.59,0.69,0.86,0.9,0.86,0.84,0.95,0.8,0.79,0.6,0.89,0.72,1,1,0.666666666666667,1,0,0.765151515151515
"1Mj9fbNoVRFtG3zHNlw3cAngFs",0.04,0.05,0.75,0.17,0.92,0.7,0.7,0.86,0.14,0.14,0.14,0.13,0.2,0.23,0.05,0.09,0.09,0.4,0.7,0.8,0.16,0.18,0.07,0.11,0.09,0.07,0.92,0.92,0.88,0.84,0.84,1,1,0.908248290463863,1,0.333333333333333,0,0.785598329436109
"1OzveigfU1iFItrM6WmJ1HkUNY",0.1,0.5,0.7,0.5,0.89,0.79,0.59,0.89,0.2,0.2,0.1,0.5,0.56,0.6,0.8,0.89,1,0.89,1,1,0.6,0.7,1,1,1,1,0.85,0.9,0.69,0.99,0.79,0.99,1,1,0.908248290463863,1,0.5,0.874386208223988
"1TuvpkmKs8aFElCAUlBddz9xEb",0,0,1,0,1,0.49,0.5,0.49,0.5,0.5,0.5,0.49,0.5,0.5,1,1,1,0.5,0.49,0.5,0.5,0.51,0.5,0.5,0.5,0.5,1,1,1,0.99,1,0.99,0.908248290463863,0.5,0.5,0.5,0.5,0.808022571860351
"1uZPCXhrAQUz9u3bnwbSu2f9OW",0,0,1,0,0,0.89,0.89,0.79,0.03,0.02,0.3,0.7,0.5,0.8,0.9,0.98,1,1,1,1,0.19,0.09,0.09,0.71,0.9,0.8,1,1,0,0.92,0.91,0.91,0.666666666666667,1,0.5,0.0917517095361369,0.666666666666667,0.696825912988134
"1yyTDdpAKpAAydh7Rncn6Zvxhs",0,0,1,0,0,0.59,1,1,0.09,0,0,0.63,0.68,0.81,0.12,0.22,0.3,0.71,0.8,0.89,0.22,0.31,0.44,1,0.8,0.69,1,1,0,0.68,1,1,1,1,1,1,0,0.789090909090909
"1ZFtLAHgL9wLhdzIYquWED4PQ8",0.2,0.33,0.7,0,0.98,1,0.59,0.76,0,0.45,0.31,0.09,0.15,0.19,0.19,0.25,0.29,0.59,0.75,0.9,0.19,0.25,0.39,0.8,0.89,1,0.885,0.47,0.95,1,0.96,0.93,1,1,1,1,1,0.926818181818182
"25bD8vGu2cCVsPkfhZmCy6xK4t",0.3,0.39,0.8,0.64,0.55,0.8,0.69,0.69,0.5,0.34,0.69,0.59,0.49,0.39,0.24,0.35,0.26,0.49,0.41,0.6,0.3,0.42,0.65,0.44,0.46,0.53,0.755,0.95,0.36,0.7,0.97,0.62,0,0.666666666666667,0.666666666666667,1,1,0.698939393939394
"26KL9Q0Jbtt6iGSpAKazbt3JhO",0.11,0.15,0.8,0.29,1,1,0.61,0.49,0,0.35,0.1,0.69,0.7,0.69,0.61,0.59,0.6,1,1,1,0.8,0.8,1,0.5,0.63,0.8,0.97,0.97,0.95,1,0.96,0.59,0.5,0.333333333333333,0.5,0.908248290463863,1,0.789234693072472
"27YwGn0TiDrlXCLxWsUMAcIt45",0.1,0.29,1,0.31,0.06,0.8,0.5,0.89,0.31,0.19,0.32,0.3,0.51,0.62,0.03,0.05,0.07,0.79,1,1,0.9,0.96,1,0.09,0.2,0.31,0.805,0.92,-0.23,0.89,0.69,0.79,1,1,0.908248290463863,1,1,0.797568026405806
"2AA93UwCDg76IqO8nWIGe29q3f",0,0,1,0,1,1,1,1,0,0,0,0.09,0.3,0.5,0.09,0.29,0.5,0.6,1,1,0.5,0.7,1,0.29,0.6,1,1,1,1,1,1,1,1,1,0.908248290463863,1,1,0.991658935496715
"2B8aRYS8XLGxLWy0alFAxZOteH",0.2,0.29,0.7,0.19,0.79,0.9,0.9,0.9,0.09,0.04,0.06,0.09,0.16,0.25,0.19,0.4,0.59,0.8,0.98,1,0.25,0.44,0.54,0.95,1,1,0.905,0.7,0.8,0.99,0.94,0.96,1,1,1,1,0.908248290463863,0.927568026405806
"2c4yipde1kQFIRgdbcH0lZrkDB",0.19,0.2,0.8,0.2,0.9,0.7,0.29,0.5,0.39,0.59,0.5,0.59,0.61,0.63,0.5,0.52,0.57,0.59,1,1,0.5,0.54,0.94,0.56,0.65,0.76,0.905,0.81,0.9,0.91,0.88,1,1,1,0.908248290463863,1,1,0.937568026405806
"2d8DQPFYsBDFeDwNnYbm1WMThN",0.15,0.39,0.39,0.29,0.8,0.45,0.59,0.49,0.49,0.31,0.49,0.16,0.16,0.16,0.25,0.25,0.25,0.69,0.7,0.8,0.6,0.6,0.76,0.49,0.5,0.49,0.965,0.75,0.98,0.94,0.9,0.98,0.5,0.5,1,0.908248290463863,0.5,0.811204390042169
"2EgIpyLmeCAoeePQ81fpFLNhi9",0.1,0.2,0.9,0.14,0.9,0.69,0.49,0.6,0.49,0.5,0.5,0.79,0.85,0.91,0.25,0.31,0.36,0.8,0.9,1,0.7,0.77,0.87,0.6,0.78,0.87,0.9,0.84,0.8,0.82,0.99,0.9,1,1,1,1,1,0.931818181818182
"2HTOse3Z1zDR7tTs6hmh4LJDZU",0.3,0.39,0.6,0.4,0.8,0.89,0.59,0.5,0.09,0.3,0.49,0.49,0.5,0.55,0.48,0.5,0.5,0.59,0.6,0.8,0.38,0.39,0.49,1,1,1,0.855,0.71,0.81,0.98,0.89,0.99,1,0.908248290463863,1,1,0.5,0.876658935496715
"2i7132kcPcxEmc2hecMr2CbwsY",0.29,0.39,0.29,0.7,0.3,0.55,0.72,0.7,0.5,0.39,0.21,0.01,0.08,0.13,0.9,0.96,0.99,0.69,0.95,1,0.06,0.12,0.75,0.4,0.49,0.59,0.985,0.98,0.62,0.95,0.89,0.91,1,1,1,1,1,0.939545454545455
"2IAPahTER2q65V8labGmLd9VyB",0.29,0.39,0.89,0.09,1,0.69,0.49,0.49,0.09,0.49,0.49,0.19,0.39,0.49,0.74,0.9,1,1,1,1,0.59,0.7,1,0.69,0.9,1,0.715,0.41,0.72,0.78,0.98,0.98,1,1,0.5,1,1,0.825909090909091
"2Ibpve15BFt7T07Lh0Cs6sMquO",0.3,0.3,0.4,0.59,0.7,0.7,0.59,0.79,0.3,0.39,0.19,0.1,0.29,0.39,0.09,0.29,0.39,0.89,0.95,1,0.2,0.26,0.33,0.59,0.69,0.79,1,0.99,1,1,0.98,0.98,1,1,1,1,1,0.995454545454545
"2kFcDYk61xgzZHmkFH8bb2RKup",0.6,0.7,0.85,0.65,0.9,0.8,0.6,0.5,0.5,0.4,0.5,0.7,0.8,0.9,0.6,0.7,0.8,0.7,0.9,0.99,0.6,0.7,0.9,0.8,0.85,0.94,0.425,0.35,0.35,0.7,1,1,1,1,1,1,1,0.802272727272727
"2KRWlhry8hXugjECoOimhKHyu5",0.17,0.66,0.53,0.44,0.88,0.96,0.99,1,0.04,0.04,0.02,0.04,0.08,0.12,0.14,0.19,0.26,0.65,0.79,1,0.49,0.61,0.76,0.6,0.74,0.9,0.82,0.61,0.69,1,0.97,0.98,1,1,1,1,1,0.915454545454545
"2NCG8KpHpVcw40nODxbJ3TWyM0",0.24,0.43,0.46,0.38,0.75,0.87,0.34,0.78,0.11,0.82,0.21,0.36,0.64,0.8,0.69,0.85,0.93,0.5,0.9,0.99,0.19,0.36,0.51,0.43,0.47,0.6,0.935,0.71,0.86,0.98,0.84,0.99,1,1,1,1,1,0.937727272727273
"2oVIiZjinndSKhVOAfMCb8PUJv",0.2,0.39,0.6,0.14,0.8,0.75,0.28,0.73,0.21,0.82,0.2,0.6,0.69,0.79,0.6,0.67,0.75,0.85,0.81,1,0.45,0.65,1,0.38,0.43,0.51,0.905,0.55,0.81,0.96,0.9,0.93,1,1,0.666666666666667,1,1,0.883787878787879
"2p2RkuvbMlDmcQO7ALZNcy7BVB",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.409090909090909
"2pImB3BA3YLxVN9QOEhOPSR55b",0.29,0.49,0.89,0.09,0.9,1,0.5,1,0.09,0.4,0,0.1,0.09,0.1,0.09,0.1,0.09,1,1,1,1,1,1,0.5,0.39,0.59,0.665,0.31,0.52,0.91,0.9,1,0.5,0.5,0.5,0.5,0.666666666666667,0.633787878787879
"2RtPMbFJ5EI1NUfXYKVCpd70Tv",0.27,0.29,0.84,0.23,0.89,0.9,0.59,0.6,0.2,0.2,0.3,0.45,0.42,0.4,0.7,0.77,0.82,0.74,0.82,0.93,0.3,0.32,0.33,0.9,0.93,1,0.8,0.67,0.76,0.9,0.79,0.9,0,1,1,1,1,0.801818181818182
"2s7L6hjw0aVfIiOHqEf92R92CI",0.03,0.1,0.1,0.3,0.59,0.7,1,0.89,0.19,0.1,0.2,0.29,0.5,0.7,0.5,0.7,1,0.8,0.79,1,0.7,0.85,0.95,0.06,0.25,0.88,0.615,0.83,0.61,0.89,0.9,0.91,1,1,0.666666666666667,1,1,0.856515151515152
"2tMJcwUb0jCy9PamYQNgCCBCdA",0.09,0.22,0.69,0.29,0.87,0.7,0.59,0.59,0.5,0.59,0.28,0.7,0.6,0.49,0.79,0.85,0.9,0.69,0.79,0.98,0.5,0.69,0.82,0.72,0.49,0.68,1,0.98,0.96,0.8,0.82,0.87,0,1,1,1,0.333333333333333,0.796666666666667
"2UxadonClxNGbWsfVWxyUFWlXD",0.09,0.14,0.7,0.12,0.9,0.59,0.59,0.49,0.49,0.5,0.5,0.2,0.29,0.37,0.24,0.31,0.37,0.33,0.47,0.64,0.24,0.34,0.46,0.44,0.54,0.65,0.965,0.89,0.94,0.92,0.91,0.99,1,1,1,1,1,0.965
"2v7UmJHwr1oTn6hdKFwkrsAxE8",0.1,0.3,0.5,0.5,0.8,0.6,0.8,0.71,0.29,0.18,0.3,0.09,0.2,0.29,0.3,0.5,0.73,0.8,0.93,0.99,0.4,0.67,0.96,0.07,0.19,0.29,0.95,0.9,1,0.89,0.98,0.99,1,1,1,1,1,0.973636363636364
"2wH3MZsxiO7fVJUpn4o7wiiqMP",0.48,0.85,0.19,1,0.82,0.79,0.68,1,0.2,0.18,0.21,0.59,0.72,0.87,0.67,0.79,0.9,0.39,0.51,0.68,0.68,0.85,1,0.98,0.86,0.89,0.74,0.67,0.78,0.99,0.86,0.79,1,1,1,1,0.333333333333333,0.833030303030303
"2X64KhtgQiPec1qIy7DrVmmYiZ",0.5,0.59,0.69,0.3,0.6,0.89,0.9,0.5,0.12,0.9,0.51,0.1,0.3,0.5,0.59,0.7,0.8,0.89,1,1,0.39,0.3,1,0.5,0.39,0.2,0.61,0.21,0.32,0.99,0.2,0.99,1,1,0.908248290463863,0.666666666666667,0,0.62681045064823
"2zZ4xnXCGxtAkFktuCMrgE3cYR",0.91,0.93,1,0.89,1,0.9,0.7,0.79,0.1,0.2,0.1,0.3,0.4,0.65,0.4,0.54,0.75,0.7,0.97,1,0.4,0.6,0.99,0.2,0.66,0.97,0.08,0.0499999999999999,0.0699999999999998,1,0.9,0.89,1,1,1,1,1,0.726363636363636
"31Bnid4HBnnPxo4LhagKetLugi",0.1,0.19,0.9,0.06,0,0.8,0.59,0.5,0.1,0.39,0.09,0.75,0.8,0.9,0.09,0.15,0.19,0.64,0.75,1,0.4,0.6,0.89,0.69,0.8,0.92,0.905,0.77,-0.0900000000000001,0.9,0.98,0.59,1,1,1,1,1,0.823181818181818
"34XyeAHTvluzgZMDEBfnsjLcFO",0.6,0.66,0.3,0.3,0.26,0.69,0.59,0.85,0.26,0.29,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.96,1,0.02,0.05,0.19,0.3,0.37,0.42,0.72,0.04,0.3,0.95,0.88,0.95,0.5,0.5,1,1,1,0.712727272727273
"3bgOaJAJh5EkiEQMcsw5BHgiTH",0,0,1,0,1,0.79,0.4,0.89,0.1,0.59,0.1,0.5,0.7,0.8,0.2,0.39,0.5,0.7,0.79,0.9,0.5,0.7,0.9,0.94,0.94,0.95,1,1,1,0.89,0.99,0.99,1,1,1,1,0.908248290463863,0.979840753678533
"3cfwf1AC3xWQunoJYhcfQwZqFH",0.09,0.16,1,0.04,1,1,0.86,1,0.2,0.26,0.18,0.5,0.5,0.59,0.19,0.32,0.51,0.2,0.91,1,0.49,0.92,1,0.88,0.75,0.7,0.875,0.79,0.84,0.8,0.88,0.82,0.908248290463863,1,1,1,0,0.810295299133079
"3Dd19KRBYgJfCukymF2AKtuBXi",0.5,0.19,0.73,0.28,0.39,0.8,0.8,0.89,0.1,0.1,0.1,0.1,0.2,0.29,0.01,0.05,0.09,0.7,0.69,0.89,0.79,0.79,0.99,0.5,0.6,0.69,0.79,0.59,0.47,0.9,0.9,0.99,1,1,0.666666666666667,0.908248290463863,1,0.837719541557321
"3DkYm4TofR4RvQQmb7OLo9CNbF",0.01,0.01,1,0,1,1,1,0.81,0.11,0.1,0.11,0.64,0.79,0.81,0.5,0.6,0.71,0.75,0.81,0.85,0.69,0.8,0.84,1,1,1,0.99,0.98,0.99,0.89,0.9,0.92,1,1,1,1,0.5,0.924545454545455
"3e1AHUBhyTi6cvBHTNGVFxR0Wf",0.2,0.39,0.4,0.25,0.75,0.6,0.4,0.7,0.29,0.6,0.3,0.09,0.2,0.3,0.04,0.1,0.15,0.7,0.78,0.99,0.4,0.49,0.6,0.59,0.7,0.81,0.995,0.66,0.96,0.89,1,1,1,1,1,1,1,0.955
"3fy3gRAl3eiE2HMI7PmdDZy8CG",0.09,0.16,1,0.04,1,1,1,0.9,0.16,0.97,0.1,0.19,0.12,0.04,0.22,0.39,0.61,0.92,0.99,1,0.21,0.39,0.29,1,1,1,0.875,0.79,0.84,0.84,0.03,1,0,1,1,0.666666666666667,0.5,0.685606060606061
"3juz0LEONWYnmNZOFxavjkW1ht",0.29,0.54,0.81,0.09,0.73,0.49,0.38,0.6,0.03,0.05,0.59,0.59,0.52,0.43,0.44,0.58,0.73,0.38,0.49,0.72,0.65,0.76,0.68,0.69,0.68,0.61,0.68,0.26,0.38,0.52,0.43,0.81,0,1,1,0.666666666666667,0,0.522424242424242
"3kJJzZtol0RQo4ede16dZrzoS3",0.39,0.5,0.7,0.19,0.4,0.4,0.5,0.6,0.5,0.49,0.4,0.4,0.45,0.54,0.55,0.6,0.66,0.59,0.65,0.8,0.55,0.65,0.74,0.64,0.7,0.75,0.705,0.3,0.2,0.9,0.99,1,1,1,1,1,1,0.826818181818182
"3OGQvgMnwdnpelDPA0ENep78qH",0.03,0.24,1,0.39,1,0.92,0.49,0.48,0.02,0.5,0.45,0.1,0.1,0.12,0.4,0.51,0.58,0.48,0.94,1,0.2,0.37,0.78,1,1,0.7,0.865,0.88,0.76,0.94,0.99,0.93,0.908248290463863,1,1,1,0.0917517095361369,0.851363636363636
"3p6IFCYbicUYdDQ4T7ee4eJiyc",0.1,0.4,0.7,0,0.49,0.9,0.51,0.8,0,0.5,0.5,0.7,0.5,0.9,0,0.1,0.21,0.5,0.61,0.28,0.4,0.5,0.5,0.6,0.29,0.5,0.9,0.5,0.39,0.9,0.99,0.7,0.666666666666667,1,0.333333333333333,0.908248290463863,0.333333333333333,0.692871056708836
"3pzalxp9KcZX7CGnBMdr6DmvlP",0.29,0.29,0.3,0.61,0.29,0.9,0.3,0.6,0.29,0.79,0.3,0.79,0.79,0.79,0.8,0.8,0.8,1,0.99,0.99,0.7,0.7,0.9,0.6,0.31,0.3,0.94,0.97,0.7,0.81,0.91,0.9,0.5,0.5,0.0917517095361369,0.908248290463863,0,0.657272727272727
"3rr1cStimAPqFnd8LcXKZVVO6f",0.8,0.9,0.96,0.04,0.19,0.59,0.49,0.6,0.39,0.4,0.36,0.09,0.09,0.1,0.1,0.1,0.1,0.7,0.8,0.59,0.34,0.24,0.15,0.6,0.7,0.79,0.17,-0.66,-0.67,0.98,0.89,0.96,0.908248290463863,0.5,0.333333333333333,0,1,0.401052874890654
"3StxTMifV67bsimI06lGXeTcKV",0.32,0.69,0.58,0.16,0.61,0.49,0.63,0.38,0.4,0.44,0.61,0.25,0.36,0.42,0.19,0.34,0.5,0.34,0.51,0.7,0.29,0.39,0.5,0.5,0.58,0.77,0.705,0.15,0.34,0.89,0.93,0.99,1,1,1,1,1,0.818636363636364
"3V9uIE7do09SYtI6Z7NRfGGabM",0.04,0.2,0.76,0.19,1,0.79,0.62,0.75,0.35,0.44,0.22,0.14,0.25,0.29,0.03,0.05,0.08,0.87,0.96,1,0.86,0.85,0.94,1,1,1,1,0.95,0.96,0.86,0.94,0.97,1,1,1,0.666666666666667,0.5,0.895151515151515
"3z3XA3JViOlw6HQRLB7B3ySu5K",0.25,0.09,0.74,0,1,0.75,0.49,0.49,0.19,0.5,0.19,0.19,0.2,0.2,0.1,0.1,0.09,0.19,0.2,0.2,0.2,0.19,0.19,0.2,0.29,0.4,0.96,0.66,0.83,0.94,0.99,0.68,0.908248290463863,0.0917517095361369,0.908248290463863,0.0917517095361369,1,0.732727272727273
"42ajvjIRMPNBOwSqlRBHfNrnUP",0.1,0.2,0.91,0.2,0.96,0.6,0.39,0.79,0.4,0.29,0.19,0.58,0.7,0.8,0.9,0.93,0.99,0.7,0.95,1,0.6,0.89,1,0.49,0.6,0.71,0.895,0.9,0.85,1,0.68,0.98,1,1,1,1,1,0.936818181818182
"46j5CHteYEut0nqwQKTAasWUI2",0,0,1,0,1,0.4,0.89,0.94,0.69,0.3,0.09,0.3,0.3,0.3,0.55,0.64,0.75,0.79,0.9,1,0.5,0.59,0.7,0.7,0.79,1,1,1,1,0.91,0.81,0.97,0.5,1,1,1,1,0.926363636363636
"47VX9XocCOvQneVreGOHXxevSX",0.79,0.91,0.93,0.52,0.96,0.99,0.98,0.96,1,0.97,0.96,0.51,0.68,0.71,0.58,0.68,0.76,0.78,0.85,0.93,0.8,0.92,0.91,0.69,0.66,0.6,0.185,-0.18,0.12,0.01,0.05,0.0800000000000001,1,1,1,0.666666666666667,0,0.357424242424242
