"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","trial_name","rt","ns_id","ns_response","correct_answer","correct"
"aqtO3XS5iSgp7ZTfVXHu3vjGrc","oc6CSQpSJGLoKhGOP7IIsHH05c",2032192,1089,FALSE,"number_series_test_trial",19642,"NS_4","30","29",0
"aqtO3XS5iSgp7ZTfVXHu3vjGrc","oc6CSQpSJGLoKhGOP7IIsHH05c",2063200,1090,TRUE,"number_series_test_trial",31003,"NS_5","8/","8/16",0
"aqtO3XS5iSgp7ZTfVXHu3vjGrc","oc6CSQpSJGLoKhGOP7IIsHH05c",2083054,1091,FALSE,"number_series_test_trial",19848,"NS_6","152","165",0
"aqtO3XS5iSgp7ZTfVXHu3vjGrc","oc6CSQpSJGLoKhGOP7IIsHH05c",2107837,1092,FALSE,"number_series_test_trial",24779,"NS_7","43","43",1
"aqtO3XS5iSgp7ZTfVXHu3vjGrc","oc6CSQpSJGLoKhGOP7IIsHH05c",2124362,1093,FALSE,"number_series_test_trial",16521,"NS_8","8900","8900",1
"aqtO3XS5iSgp7ZTfVXHu3vjGrc","oc6CSQpSJGLoKhGOP7IIsHH05c",2155369,1094,TRUE,"number_series_test_trial",31002,"NS_9",NA,"12/16",NA
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4056521,1271,FALSE,"number_series_test_trial",9788,"NS_1","-2","-2",1
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4063448,1272,FALSE,"number_series_test_trial",6921,"NS_2","28","28",1
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4073608,1273,FALSE,"number_series_test_trial",10155,"NS_3","64","64",1
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4082272,1274,FALSE,"number_series_test_trial",8659,"NS_4","29","29",1
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4113279,1275,TRUE,"number_series_test_trial",31001,"NS_5","8/","8/16",0
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4144285,1276,TRUE,"number_series_test_trial",31000,"NS_6",NA,"165",NA
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4172624,1277,FALSE,"number_series_test_trial",28333,"NS_7","43","43",1
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4203630,1278,TRUE,"number_series_test_trial",31001,"NS_8","8888.9","8900",0
"ar8q2VgjwEcF63jatjsjXbq5GD","fI7I7ehHA5fB5hYmNxodUVttrb",4234638,1279,TRUE,"number_series_test_trial",31003,"NS_9",NA,"12/16",NA
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",609769,379,FALSE,"number_series_test_trial",10659,"NS_1","-2","-2",1
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",623901,380,FALSE,"number_series_test_trial",14125,"NS_2","28","28",1
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",639420,381,FALSE,"number_series_test_trial",15510,"NS_3","63","64",0
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",661430,382,FALSE,"number_series_test_trial",22002,"NS_4","29","29",1
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",682762,383,FALSE,"number_series_test_trial",21324,"NS_5","10/16","8/16",0
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",703365,384,FALSE,"number_series_test_trial",20596,"NS_6","124","165",0
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",733220,385,FALSE,"number_series_test_trial",29848,"NS_7","2","43",0
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",742696,386,FALSE,"number_series_test_trial",9468,"NS_8","8900","8900",1
"atdnkM91bv86yIanFsWPAAJFZE","h2IQkiejkheCEgsDcXjHFHUZwC",761096,387,FALSE,"number_series_test_trial",18393,"NS_9","10/16","12/16",0
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",466900,29,FALSE,"number_series_test_trial",26370,"NS_1","-2","-2",1
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",479001,30,FALSE,"number_series_test_trial",12097,"NS_2","28","28",1
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",506581,31,FALSE,"number_series_test_trial",27578,"NS_3","70","64",0
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",532322,32,FALSE,"number_series_test_trial",25738,"NS_4","29","29",1
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",559667,33,FALSE,"number_series_test_trial",27342,"NS_5","8/16","8/16",1
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",590670,34,TRUE,"number_series_test_trial",30998,"NS_6",NA,"165",NA
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",621673,35,TRUE,"number_series_test_trial",31000,"NS_7",NA,"43",NA
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",645220,36,FALSE,"number_series_test_trial",23543,"NS_8","9990","8900",0
"aTf1C0gGRr8y4QtibfM53KLcLB","3cTMYTxEz268eESjpJnCBHM4H3",676222,37,TRUE,"number_series_test_trial",30999,"NS_9","10","12/16",0
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",2989083,347,TRUE,"number_series_test_trial",30999,"NS_1","-","-2",0
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3013157,348,FALSE,"number_series_test_trial",24069,"NS_2","28","28",1
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3031690,349,FALSE,"number_series_test_trial",18528,"NS_3","61","64",0
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3048996,350,FALSE,"number_series_test_trial",17302,"NS_4","29","29",1
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3079999,351,TRUE,"number_series_test_trial",31000,"NS_5",NA,"8/16",NA
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3101956,352,FALSE,"number_series_test_trial",21953,"NS_6","154","165",0
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3132962,353,TRUE,"number_series_test_trial",31000,"NS_7",NA,"43",NA
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3148749,354,FALSE,"number_series_test_trial",15784,"NS_8","9900","8900",0
"aTQP8PBLhTjNlKD8zlYDRbuKt1","KlWygPGhjeALw83a7xpyJialQq",3175999,355,FALSE,"number_series_test_trial",27243,"NS_9","10/16","12/16",0
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114548070,1298,FALSE,"number_series_test_trial",10049,"NS_1","-2","-2",1
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114563991,1299,FALSE,"number_series_test_trial",15917,"NS_2","28","28",1
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114594995,1300,TRUE,"number_series_test_trial",31002,"NS_3",NA,"64",NA
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114597786,1301,FALSE,"number_series_test_trial",2788,"NS_4","63","29",0
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114628788,1302,TRUE,"number_series_test_trial",31000,"NS_5",NA,"8/16",NA
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114659792,1303,TRUE,"number_series_test_trial",31000,"NS_6",NA,"165",NA
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114690796,1304,TRUE,"number_series_test_trial",31000,"NS_7",NA,"43",NA
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114721799,1305,TRUE,"number_series_test_trial",31000,"NS_8",NA,"8900",NA
"auEzppLce316fMuLQefeLQaDxp","Es3h8K7z8EmH8nNTraIFMnN3OB",114752801,1306,TRUE,"number_series_test_trial",31001,"NS_9","12/14","12/16",0
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",775009,72,FALSE,"number_series_test_trial",8913,"NS_1","-2","-2",1
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",790169,73,FALSE,"number_series_test_trial",15155,"NS_2","28","28",1
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",820709,74,FALSE,"number_series_test_trial",30531,"NS_3","76","64",0
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",842555,75,FALSE,"number_series_test_trial",21833,"NS_4","29","29",1
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",868053,76,FALSE,"number_series_test_trial",25493,"NS_5","21/3","8/16",0
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",897750,77,FALSE,"number_series_test_trial",29686,"NS_6","12","165",0
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",907523,78,FALSE,"number_series_test_trial",9763,"NS_7","21","43",0
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",937057,79,FALSE,"number_series_test_trial",29528,"NS_8","8900","8900",1
"AUUvlDXr3twdw0eCkym8l9GkXt","XD7rJumfkJUFF8LfT4436FG9CE",957229,80,FALSE,"number_series_test_trial",20161,"NS_9","12/16","12/16",1
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",160737,12,FALSE,"number_series_test_trial",16190,"NS_1","-2","-2",1
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",177562,13,FALSE,"number_series_test_trial",16821,"NS_2","28","28",1
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",189771,14,FALSE,"number_series_test_trial",12207,"NS_3","64","64",1
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",220777,15,TRUE,"number_series_test_trial",31003,"NS_4","28","29",0
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",251779,16,TRUE,"number_series_test_trial",30996,"NS_5","/16","8/16",0
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",282783,17,TRUE,"number_series_test_trial",31002,"NS_6",NA,"165",NA
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",313785,18,TRUE,"number_series_test_trial",30996,"NS_7",NA,"43",NA
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",327315,19,FALSE,"number_series_test_trial",13527,"NS_8","8900","8900",1
"aWeKWV81f9ZnZpL568AgDNa0Tr","UhJNiO0I82JReL0tTlKN4Nuw5E",358319,20,TRUE,"number_series_test_trial",31001,"NS_9",NA,"12/16",NA
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1580228,706,FALSE,"number_series_test_trial",13082,"NS_1","-2","-2",1
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1586667,707,FALSE,"number_series_test_trial",6435,"NS_2","28","28",1
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1591124,708,FALSE,"number_series_test_trial",4454,"NS_3","64","64",1
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1599475,709,FALSE,"number_series_test_trial",8349,"NS_4","29","29",1
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1616804,710,FALSE,"number_series_test_trial",17325,"NS_5","8/16","8/16",1
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1637985,711,FALSE,"number_series_test_trial",21177,"NS_6","120","165",0
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1669007,712,TRUE,"number_series_test_trial",31019,"NS_7",NA,"43",NA
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1684854,713,FALSE,"number_series_test_trial",15840,"NS_8","8900","8900",1
"AXKxWxO60B6UdfmKHxV0jum7la","ksR7QQ2eip7gfXXfw0P3pUNNwv",1715870,714,TRUE,"number_series_test_trial",31013,"NS_9",NA,"12/16",NA
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1785585,694,FALSE,"number_series_test_trial",9500,"NS_1","12","-2",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1789006,695,FALSE,"number_series_test_trial",3410,"NS_2","5","28",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1798122,696,FALSE,"number_series_test_trial",9110,"NS_3","22","64",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1803086,697,FALSE,"number_series_test_trial",4954,"NS_4","15","29",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1820207,698,FALSE,"number_series_test_trial",17110,"NS_5","11/2","8/16",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1825173,699,FALSE,"number_series_test_trial",4956,"NS_6","34","165",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1831194,700,FALSE,"number_series_test_trial",6013,"NS_7","10","43",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1836257,701,FALSE,"number_series_test_trial",5051,"NS_8","7687","8900",0
"B1m7QZ3Qdcs4fTLEMUhq0cQsAg","f2d4GTUfX6UPA7RHm678modgPc",1845812,702,FALSE,"number_series_test_trial",9547,"NS_9","3/5","12/16",0
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",373200,26,FALSE,"number_series_test_trial",15391,"NS_1","-2","-2",1
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",392561,27,FALSE,"number_series_test_trial",19359,"NS_2","28","28",1
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",405329,28,FALSE,"number_series_test_trial",12765,"NS_3","64","64",1
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",425429,29,FALSE,"number_series_test_trial",20099,"NS_4","29","29",1
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",454022,30,FALSE,"number_series_test_trial",28590,"NS_5","8/16","8/16",1
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",485028,31,TRUE,"number_series_test_trial",31004,"NS_6",NA,"165",NA
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",516031,32,TRUE,"number_series_test_trial",31000,"NS_7",NA,"43",NA
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",542399,33,FALSE,"number_series_test_trial",26365,"NS_8","8900","8900",1
"B4K0XwNDwCvgFhG48FayIzrudO","lWTQye0TQ2OTCglqdrlWZeBssb",573402,34,TRUE,"number_series_test_trial",31000,"NS_9",NA,"12/16",NA
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",101965,12,TRUE,"number_series_test_trial",30994,"NS_1",NA,"-2",NA
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",117583,13,FALSE,"number_series_test_trial",15615,"NS_2","28","28",1
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",140824,14,FALSE,"number_series_test_trial",23239,"NS_3","63","64",0
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",153358,15,FALSE,"number_series_test_trial",12531,"NS_4","29","29",1
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",184360,16,TRUE,"number_series_test_trial",30999,"NS_5","33/","8/16",0
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",209992,17,FALSE,"number_series_test_trial",25629,"NS_6","141","165",0
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",240995,18,TRUE,"number_series_test_trial",31000,"NS_7",NA,"43",NA
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",271997,19,TRUE,"number_series_test_trial",31000,"NS_8","9","8900",0
"b9UVnZ3FVz9fse6I1CyhzKKdER","rnXaauKqPoZWQ62z2BqG3bNV0E",302999,20,TRUE,"number_series_test_trial",31000,"NS_9","10/14","12/16",0
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",820472,44,FALSE,"number_series_test_trial",18685,"NS_1","-2","-2",1
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",832800,45,FALSE,"number_series_test_trial",12315,"NS_2","28","28",1
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",857959,46,FALSE,"number_series_test_trial",25142,"NS_3","65","64",0
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",888976,47,TRUE,"number_series_test_trial",31005,"NS_4",NA,"29",NA
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",919985,48,TRUE,"number_series_test_trial",30995,"NS_5",NA,"8/16",NA
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",949254,49,FALSE,"number_series_test_trial",29258,"NS_6","130","165",0
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",980264,50,TRUE,"number_series_test_trial",30993,"NS_7",NA,"43",NA
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",1006374,51,FALSE,"number_series_test_trial",26094,"NS_8","8900","8900",1
"bA5RqalUzPEgAdeFZ13Anqzrhz","zp85YjwoUzgxx0aHcxPlihFyAX",1037384,52,TRUE,"number_series_test_trial",30996,"NS_9","12/16","12/16",1
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",556855,588,FALSE,"number_series_test_trial",7181,"NS_1","-2","-2",1
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",563702,589,FALSE,"number_series_test_trial",6841,"NS_2","28","28",1
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",570957,590,FALSE,"number_series_test_trial",7250,"NS_3","64","64",1
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",582043,591,FALSE,"number_series_test_trial",11081,"NS_4","27","29",0
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",604356,592,FALSE,"number_series_test_trial",22308,"NS_5","15/20","8/16",0
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",614994,593,FALSE,"number_series_test_trial",10633,"NS_6","160","165",0
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",642768,594,FALSE,"number_series_test_trial",27769,"NS_7","25","43",0
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",663996,595,FALSE,"number_series_test_trial",21224,"NS_8","8900","8900",1
"BAgMyl4iiAbzpUnlwvh5ncLvwo","JerTIZIm3xSMFhykM4qaIy6PGf",682834,596,FALSE,"number_series_test_trial",18834,"NS_9","12/14","12/16",0
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1177577,373,FALSE,"number_series_test_trial",11901,"NS_1","-2","-2",1
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1186790,374,FALSE,"number_series_test_trial",9212,"NS_2","28","28",1
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1216666,375,FALSE,"number_series_test_trial",29874,"NS_3","67","64",0
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1245320,376,FALSE,"number_series_test_trial",28653,"NS_4","29","29",1
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1276323,377,TRUE,"number_series_test_trial",31001,"NS_5","2/27","8/16",0
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1307324,378,TRUE,"number_series_test_trial",31000,"NS_6","126","165",0
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1335807,379,FALSE,"number_series_test_trial",28482,"NS_7","40","43",0
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1348717,380,FALSE,"number_series_test_trial",12909,"NS_8","8900","8900",1
"bAtsxXiQWI1g8ZlsxnHA9J92iS","TID77aJOaArZqAlAge3wTihZft",1370442,381,FALSE,"number_series_test_trial",21724,"NS_9","9/12","12/16",0
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2487709,426,FALSE,"number_series_test_trial",24130,"NS_1","-2","-2",1
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2503625,427,FALSE,"number_series_test_trial",15913,"NS_2","28","28",1
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2517931,428,FALSE,"number_series_test_trial",14305,"NS_3","64","64",1
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2548934,429,TRUE,"number_series_test_trial",31001,"NS_4","3","29",0
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2579935,430,TRUE,"number_series_test_trial",30999,"NS_5",NA,"8/16",NA
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2608249,431,FALSE,"number_series_test_trial",28313,"NS_6","149","165",0
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2636527,432,FALSE,"number_series_test_trial",28276,"NS_7","2","43",0
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2648378,433,FALSE,"number_series_test_trial",11850,"NS_8","8900","8900",1
"bB5wiJwoloHVZZcvGRltpYTYPp","TU3HrEvgZ03Jq3wjIVoPQCU1FG",2678294,434,FALSE,"number_series_test_trial",29914,"NS_9","10/18","12/16",0
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",894558,152,FALSE,"number_series_test_trial",11154,"NS_1","-2","-2",1
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",913839,153,FALSE,"number_series_test_trial",19271,"NS_2","28","28",1
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",941379,154,FALSE,"number_series_test_trial",27531,"NS_3","64","64",1
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",967113,155,FALSE,"number_series_test_trial",25725,"NS_4","29","29",1
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",998209,156,TRUE,"number_series_test_trial",31084,"NS_5",NA,"8/16",NA
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",1014088,157,FALSE,"number_series_test_trial",15871,"NS_6","160","165",0
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",1039293,158,FALSE,"number_series_test_trial",25196,"NS_7","45","43",0
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",1057955,159,FALSE,"number_series_test_trial",18653,"NS_8","9900","8900",0
"BBMuFm85kf3m5ygVSjeSBXkF32","fNVksiqjioUaxpvHjDlope92ld",1088969,160,TRUE,"number_series_test_trial",31004,"NS_9","1","12/16",0
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2653352,1124,FALSE,"number_series_test_trial",18614,"NS_1","-2","-2",1
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2675800,1125,FALSE,"number_series_test_trial",22417,"NS_2","28","28",1
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2703668,1126,FALSE,"number_series_test_trial",27849,"NS_3","64","64",1
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2730858,1127,FALSE,"number_series_test_trial",27162,"NS_4","29","29",1
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2761885,1128,TRUE,"number_series_test_trial",30981,"NS_5",NA,"8/16",NA
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2777438,1129,FALSE,"number_series_test_trial",15528,"NS_6","158","165",0
"bcq3q8QaDjtHciVAv5aUHr4kUQ","mDk9AF1RAYvaZv3xo59cBXvZKY",2808448,1130,TRUE,"number_series_test_trial",30991,"NS_7",NA,"43",NA
