trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc2,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_time_series,task_admc_dr,task_cognitive_reflection,task_number_series,task_admc_a1,task_raven_matrix,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,slider_start,slider_moved,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,list_id
html-keyboard-response,675,524758,0.0-9.0-7.0-0.0-1.20,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1415.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1418.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,20.0,,,,,,,A,conflict,array,array,large,small,0.02,0.1,400.0,10.0,8.0,1.0,392.0,9.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,676,525764,0.0-9.0-7.0-0.0-2.20,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,677,526066,0.0-9.0-7.0-0.0-0.21,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,678,526908,0.0-9.0-7.0-0.0-1.21,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,840.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1422.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,21.0,,,,,,,A,conflict,array,text,large,small,0.16,0.2,400.0,10.0,64.0,2.0,336.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,679,527916,0.0-9.0-7.0-0.0-2.21,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,680,528218,0.0-9.0-7.0-0.0-0.22,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,681,529393,0.0-9.0-7.0-0.0-1.22,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1171.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1425.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,22.0,,,,,,,A,conflict,array,array,small,large,0.2,0.19,10.0,400.0,2.0,76.0,8.0,324.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,682,530395,0.0-9.0-7.0-0.0-2.22,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,683,530703,0.0-9.0-7.0-0.0-0.23,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,684,532317,0.0-9.0-7.0-0.0-1.23,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1611.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1428.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,23.0,,,,,,,A,harmony,array,array,small,large,0.1,0.11,10.0,400.0,1.0,44.0,9.0,356.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,685,533320,0.0-9.0-7.0-0.0-2.23,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,686,533623,0.0-9.0-7.0-0.0-0.24,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,687,534638,0.0-9.0-7.0-0.0-1.24,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1013.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1431.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,24.0,,,,,,,A,conflict,text,array,large,small,0.2199999999999999,0.3,400.0,10.0,88.0,3.0,312.0,7.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,688,535640,0.0-9.0-7.0-0.0-2.24,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,689,535942,0.0-9.0-7.0-0.0-0.25,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,690,537222,0.0-9.0-7.0-0.0-1.25,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1277.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1435.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,25.0,,,,,,,A,harmony,text,array,small,large,0.2,0.26,10.0,400.0,2.0,104.0,8.0,296.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,691,538224,0.0-9.0-7.0-0.0-2.25,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,692,538526,0.0-9.0-7.0-0.0-0.26,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,693,539382,0.0-9.0-7.0-0.0-1.26,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,852.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1438.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,26.0,,,,,,,A,conflict,array,array,large,small,0.04,0.1,400.0,10.0,16.0,1.0,384.0,9.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,694,540389,0.0-9.0-7.0-0.0-2.26,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,695,540691,0.0-9.0-7.0-0.0-0.27,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,696,541319,0.0-9.0-7.0-0.0-1.27,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,623.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1442.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,27.0,,,,,,,A,conflict,array,text,small,large,0.3,0.29,10.0,400.0,3.0,116.0,7.0,284.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,697,542321,0.0-9.0-7.0-0.0-2.27,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,698,542623,0.0-9.0-7.0-0.0-0.28,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,699,544053,0.0-9.0-7.0-0.0-1.28,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1426.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1445.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,28.0,,,,,,,A,harmony,array,text,large,small,0.18,0.1,400.0,10.0,72.0,1.0,328.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,700,545055,0.0-9.0-7.0-0.0-2.28,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,701,545358,0.0-9.0-7.0-0.0-0.29,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,702,546492,0.0-9.0-7.0-0.0-1.29,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1132.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1448.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,29.0,,,,,,,A,conflict,text,text,small,large,0.3,0.2299999999999999,10.0,400.0,3.0,92.0,7.0,308.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,703,547495,0.0-9.0-7.0-0.0-2.29,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,704,547797,0.0-9.0-7.0-0.0-0.30,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,705,548822,0.0-9.0-7.0-0.0-1.30,SAQ9CRy6ozWjXwaHf0lN,33ff78,5,gTaHuHvKJwSbnH7aXE4gWuYZGM,T2XfU1ZqdW5XLCetAmfxuHL6hG,1280.0,720.0,,1021.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1452.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,30.0,,,,,,,A,conflict,array,text,small,large,0.1,0.09,10.0,400.0,1.0,36.0,9.0,364.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
