trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_impossible_question,task_leapfrog,task_admc_a2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc1,task_graph_literacy,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rp,task_shipley_vocab,task_coherence_forecasting,task_shipley_abstraction,custom_timer_ended_trial,interval_id,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,stimulus,response,response_choice,response_slider,slider_moved,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,moved_sliders,question_order,shipley_vocabulary_score,cfs_id,cfs_response,shipley_abstraction_score
html-keyboard-response,2,2,0.0-2.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,BijVJXCHETJjP8LQLEv4ALrjME,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,7,10719,0.0-7.0-0.0-0.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,8,10883,0.0-7.0-1.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,9,81771,0.0-7.0-2.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,"[{'page_index': 0, 'viewing_time': 41108}, {'page_index': 1, 'viewing_time': 29778}]",70886.0,,,,,,,,,,,,time_series_general_instructions,,,,,,,,,,,,,,,,,,,False,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,10,81772,0.0-7.0-3.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,11,88254,0.0-7.0-4.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,"[{'page_index': 0, 'viewing_time': 6481}]",6481.0,,,,,,,,,,,,time_series_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,12,109257,0.0-7.0-5.0-0.0-0.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,111.0,"[697.6982605902172, 530.7566441667783, 578.86621536465, 678.8928841204543, 624.5730631270673, 593.1275320949942, 528.4062582096643, 578.9386297529156, 570.3924311790795, 594.2067347758173, 572.2572817788766, 626.3427246409685, 579.8115135099107, 460.8112746174749, 548.0611876433245, 472.92991122779847, 485.5104249195779, 453.7528991286339, 414.3696519217998, 533.4440289032088, 392.1577480667494, 454.7607271471607, 335.3688523664013, 449.77526917076483, 371.02789136393943, 446.989328729881, 546.1813317729117, 457.72879776105293, 321.32167648293955, 411.35246530921825, '368.48', '355.41', '334.31', '316.21', '301.14', '292.09']",979.6,True,0.0,0.0,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,13,123643,0.0-7.0-5.0-0.0-0.1,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,14381.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,146.0,"[480.5521979229273, 360.60053551015363, 305.7373858111976, 294.76563254284497, 457.6216713895213, 364.0064871607208, 361.6879005864114, 414.8854187297999, 513.3933158118459, 329.73202869513125, 407.2731836608364, 440.58314475950516, 517.7383042889114, 527.1949424876523, 403.85100194429435, 431.48243818396156, 488.4054189789865, 622.3967563482673, 492.3976505295051, 551.2782063978915, 560.9088608275866, 523.885240758076, 520.3102733225655, 483.27375098799376, 580.499478130347, 640.5783398437874, 552.9174030299454, 613.0126598252957, 545.2096683421883, 600.0117927504773, '617.75', '633.84', '648.91', '661.98', '680.07', '709.22']",979.6,True,0.0,1.0,linear,positive,high,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,14,139681,0.0-7.0-5.0-0.0-0.2,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,16036.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,169.0,"[326.6083262751099, 389.88182490989215, 390.16210602774345, 404.73261873687966, 450.5580319203747, 476.72892680663773, 463.97125576234333, 490.9318253571782, 513.3712449603083, 554.6858603617783, '598.66', '643.89', '696.15', '748.42', '812.75', '848.93']",979.6,True,0.0,2.0,linear,positive,low,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,15,154508,0.0-7.0-5.0-0.0-0.3,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,14826.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,194.0,"[114.00839963949149, 253.29453133088856, 174.0972484430692, 240.20587030325396, 185.23687964382756, 144.42078532573973, 271.91944719535303, 159.85627663338997, 167.23112262154518, 184.97238703483683, '199.62', '190.57', '204.64', '199.62', '198.61', '208.67']",979.6,True,0.0,3.0,exponential,positive,high,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,16,168095,0.0-7.0-6.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,"[{'page_index': 0, 'viewing_time': 13587}]",13587.0,,,,,,,,,,,,time_series_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,17,188816,0.0-7.0-7.0-0.0-0.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,20720.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,233.0,"[383.08746875939727, 489.96997599483024, 364.4452196470294, 413.32903025284924, 426.5163387435254, 509.4464415034854, 408.59064045465584, 396.77274555336254, 544.7993765567559, 485.9093132134886, '509.20', '530.31', '555.44', '574.53', '600.67', '611.72']",979.6,False,0.0,0.0,linear,positive,high,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,18,207805,0.0-7.0-7.0-0.0-0.1,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,18987.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,262.0,"[617.289001841878, 647.8195481458832, 649.606874421266, 575.3008140840367, 543.428004650433, 557.9514829886182, 455.37558454924, 405.122632033212, 399.1585114900898, 452.64619258502097, '445.88', '414.72', '386.57', '351.39', '314.20', '275.00']",979.6,False,0.0,1.0,linear,negative,high,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,19,223231,0.0-7.0-7.0-0.0-0.2,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,15424.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,290.0,"[720.9118545074814, 622.1779861932937, 595.2142963029977, 761.5254035400087, 497.916734494249, 647.9342438439113, 598.8931052473976, 466.30677672772396, 585.76479197356, 511.2540559399032, 488.6942177847296, 597.9073634034436, 498.42180063271974, 428.79228282335515, 552.4080315162979, 499.5235680584901, 495.6189252724036, 449.1432903247848, 484.6595341744626, 499.95083382026303, 382.39823148517473, 457.70274240549224, 385.4326457506385, 431.45030583446794, 408.993561174654, 377.5307338409489, 456.44706131059576, 363.4494104393383, 349.70692186721226, 387.61767613152364, '363.46', '347.37', '335.31', '311.19', '300.13', '280.03']",979.6,False,0.0,2.0,linear,negative,high,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,20,242117,0.0-7.0-7.0-0.0-0.3,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,18885.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,314.0,"[706.659496297751, 787.2783200948352, 793.8515211737936, 840.5961663421295, 779.3558385204533, 827.6288469057995, 794.7544835755756, 799.0338144550211, 825.0069254275974, 674.9080365838397, '826.82', '847.93', '862.00', '870.04', '892.15', '915.27']",979.6,False,0.0,3.0,exponential,negative,high,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,21,258802,0.0-7.0-7.0-0.0-0.4,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,16684.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,341.0,"[407.76883447278647, 245.54900049092387, 373.3809032348818, 342.4314570658502, 499.74651631880056, 332.7326868493609, 393.7926622830613, 355.0425899710542, 368.8808655883851, 450.00997353763495, 509.2311337499251, 397.7471384692897, 458.88906004377316, 577.7129774194203, 441.1841628465358, 505.29209710277263, 522.7275162877761, 438.77295678246645, 441.6829530765986, 579.6762639388593, 480.17391286093005, 536.4872269779218, 617.9195222152338, 580.9138459906304, 524.3092432017407, 586.6096336443503, 641.3635652899203, 504.0570556262576, 517.0427454043913, 729.7894731561654, '655.95', '664.99', '684.09', '700.17', '719.27', '738.37']",979.6,False,0.0,4.0,linear,positive,high,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,22,272370,0.0-7.0-7.0-0.0-0.5,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,13565.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,366.0,"[331.15547627767484, 326.23207078191336, 342.76834845326255, 389.7981482941122, 348.43321361339287, 341.0641439147579, 395.82388936561165, 378.0372139945518, 410.6684560440574, 466.85182512395244, 419.67771864700364, 427.3977242305525, 462.6820013892255, 443.56321297121065, 440.45425769331, 485.9608532474276, 483.132360581158, 501.33859233828554, 505.12745770268384, 547.1624743256318, 524.8938027724445, 530.8696202213767, 543.0253741808474, 552.0976860329769, 556.5406030349301, 549.9674893994207, 578.4400517268964, 552.7844300496338, 580.1363413784303, 626.7851874652633, '629.81', '636.85', '642.88', '657.96', '669.01', '685.10']",979.6,False,0.0,5.0,linear,positive,low,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,23,283246,0.0-7.0-7.0-0.0-0.6,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,10874.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,388.0,"[674.5352154930247, 637.01799682522, 623.7579921595577, 624.7643912442855, 628.6609847664103, 616.7636369422278, 594.2064030789899, 568.7272785479807, 565.6845033946596, 541.9313277813219, 531.745390493921, 545.7555668497342, 535.0117390965745, 533.7812074512309, 517.9773964928698, 553.5188639142623, 487.8918900335981, 493.09106724098103, 478.8434309553958, 471.04998120101214, 493.5483692984226, 442.9259282722164, 452.49874531964116, 438.9755101740482, 431.23287046646954, 389.3134968580715, 392.6750542288968, 390.259148914145, 373.31517046276537, 368.96047340246827, '364.46', '355.41', '353.40', '341.34', '324.26', '306.16']",979.6,False,0.0,6.0,linear,negative,low,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,24,304249,0.0-7.0-7.0-0.0-0.7,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,407.0,"[122.86265538814979, 223.99744886110383, 255.83826453728895, 167.53213214725636, 228.44677910840477, 92.40249507408248, 233.31221575647416, 145.39434792233703, 150.4557216044255, 177.61346363044706, 153.69786736748193, 252.51779963449113, 281.19057362603894, 130.5353936068401, 205.4815977506445, 156.22701444507163, 160.66500253046047, 109.9898927234967, 260.477097621148, 275.6262716318498, 78.7909721932955, 208.3202926106487, 220.13423641192898, 137.12590292799544, 249.30569184372303, 236.6349385588484, 363.92181660793153, 262.8739560223488, 439.7764713009679, 398.829699113193]",979.6,False,0.0,7.0,exponential,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,25,314879,0.0-7.0-7.0-0.0-0.8,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,10627.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,429.0,"[823.1060395035258, 798.8044500902838, 824.0392940465669, 860.3887151139446, 805.9106548892413, 830.6369919139786, 791.2321123287297, 787.695132089513, 760.6520717468102, 733.7068568690522, '711.23', '691.13', '642.88', '636.85', '604.69', '561.47']",979.6,False,0.0,8.0,exponential,negative,low,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,26,335880,0.0-7.0-7.0-0.0-0.9,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,True,448.0,"[172.87796232821532, 157.11687713699303, 144.77289504049446, 173.8872107282678, 169.71467738993528, 169.48333196504302, 159.6288080189641, 171.4787339130463, 194.08813546612956, 185.2090477139035, 169.01000653776705, 213.8668036546917, 196.52348035685722, 211.2902679125013, 198.0893721391835, 196.85172642692834, 215.50562660031414, 173.46974988990553, 201.14824720412165, 211.96477794085598, 223.020809307394, 215.57098831530476, 249.5457803589966, 262.0169728925015, 264.90143148792447, 303.99116594481234, 327.67367940638724, 331.603409299622, 354.2757041124345, 395.8602791165263, '396.62', '398.63', '393.61', '404.67', '403.66', '399.64']",979.6,False,0.0,9.0,exponential,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,27,346339,0.0-7.0-7.0-0.0-0.10,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,10456.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,474.0,"[334.19687065047583, 368.8581886122159, 403.0895974471596, 403.3082588040855, 415.86793404784805, 465.63428026529124, 465.24487245661584, 487.9193215869796, 503.8810746573196, 517.8277610299767, '535.33', '565.49', '576.54', '612.73', '627.80', '645.90']",979.6,False,0.0,10.0,linear,positive,low,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,28,360899,0.0-7.0-7.0-0.0-0.11,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,14558.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,493.0,"[835.3232274939464, 689.29572417677, 847.5248361520713, 809.4297476505345, 774.8697734025699, 765.8246037329224, 913.2978321743542, 847.1311238728471, 799.5136497730817, 766.8568730967435, 850.110673809937, 796.3665531943137, 726.7505870293071, 790.0834709455992, 804.8785927779626, 860.085286602083, 757.6655464972843, 876.5781319996446, 786.884513077455, 697.3564747897049, 782.1201725545225, 749.5637849336248, 743.5837544320302, 671.2698881326373, 759.2800522873382, 591.6065304809905, 683.0707068611275, 650.9717411591092, 696.0960846979276, 517.0820153357528, '538.35', '557.45', '562.47', '566.49', '587.60', '608.71']",979.6,False,0.0,11.0,exponential,negative,high,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,29,373236,0.0-7.0-7.0-0.0-0.12,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,12336.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,516.0,"[596.3595239422065, 608.0542292274523, 618.1042013048609, 582.042491931848, 551.2335672136138, 536.0399211765758, 493.5136282263937, 458.02938545972603, 471.3367752499282, 430.6172245358773, '396.62', '363.46', '336.32', '303.15', '262.94', '225.75']",979.6,False,0.0,12.0,linear,negative,low,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,30,385546,0.0-7.0-7.0-0.0-0.13,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,12309.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,537.0,"[59.42084779893703, 216.21633556807612, 163.47700997872545, 277.5488608040828, 33.57696116349852, 83.99419345078877, 263.7358508238329, 170.1002678424372, 282.0893213559475, 255.535165781377, '274.00', '311.19', '315.21', '333.30', '355.41', '384.56']",979.6,False,0.0,13.0,exponential,positive,high,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,31,401876,0.0-7.0-7.0-0.0-0.14,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,16328.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,558.0,"[834.7292952708947, 789.1897142421988, 792.8787042460795, 805.2844924616442, 836.2527613570173, 835.1093235630603, 771.6585195008998, 807.11798645922, 824.1188523505771, 814.0366455208533, 794.4542859112004, 776.7824066433585, 802.19590310331, 814.3918806407495, 797.8290397548965, 798.1113014659268, 780.0207418598592, 786.9454573586366, 756.6876479106277, 800.5897779041447, 759.1150597261807, 752.510126901833, 707.0813947733428, 749.8997195185761, 705.9207537767414, 692.4524656550991, 676.4140442095428, 683.1623599080683, 628.1665810286216, 563.6836593917049, '640.87', '628.81', '621.77', '609.71', '594.64', '578.55']",979.6,False,0.0,14.0,exponential,negative,low,datapoints_30,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,32,411104,0.0-7.0-7.0-0.0-0.15,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,9227.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,582.0,"[159.9479184855617, 175.54073313384097, 196.768857979778, 162.56086032820625, 151.64335701874992, 222.65903865418207, 202.10884221760796, 239.10015087093166, 217.86216808724413, 202.52691384508515, '225.75', '232.79', '232.79', '241.83', '258.92', '274.00']",979.6,False,0.0,15.0,exponential,positive,low,datapoints_10,"<canvas id=""myChart""></canvas>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,33,411105,0.0-7.0-8.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,34,411105,0.0-7.0-9.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,35,411106,0.0-7.0-11.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,async_data_save,,Time series__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,36,411257,0.0-9.0-1.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,37,438119,0.0-9.0-2.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,"[{'page_index': 0, 'viewing_time': 26861}]",26861.0,,,,,,,,,,,,iqc_general_instructions,,,,,,,,,,,,,,,,,,,False,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,38,438119,0.0-9.0-3.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,39,451634,0.0-9.0-4.0-0.0-0.0,64RVc86LLeI6qccFOAs0,223301,3,GqJPAjh3eLBJqyfmx0yz9arIot,NuZ7laLShJNU4qA0NXvrum2Rpd,3440.0,1440.0,,13514.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,641.0,,,False,0.0,0.0,,,,,,"{'GK_69': '2', 'GK_69_slider': '60'}",2.0,60.0,True,GK_69,Which is the smallest independent country?,Monaco,Vatican City,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
