trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_time_series,task_admc_rc1,task_coherence_forecasting,task_impossible_question,task_leapfrog,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_a2,task_shipley_vocab,task_shipley_abstraction,task_admc_rp,task_denominator_neglect_version_A,task_denominator_neglect_version_B,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,stimulus,slider_start,slider_moved,admc_id,admc_response,moved_sliders,cfs_id,cfs_response,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,question_order,shipley_vocabulary_score,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-button-response,40,1719372,0.0-9.0-7.0-0.0-0.15,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,11162.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,0,False,1274.0,,,,,,,,,,,,,,"[379.0945932095486, 397.84426313246564, 398.9419106286582, 353.3084623856232, 333.73447080206256, 342.6537486381714, 279.6589951662135, 248.79723910900404, 245.1345044022438, 277.9827985495596, '297.07', '325.30', '366.65', '425.13', '381.77', '459.42']",601.6,False,0.0,15.0,linear,negative,high,datapoints_10,"<canvas id=""myChart""></canvas>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,41,1719373,0.0-9.0-8.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,42,1719374,0.0-9.0-9.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,43,1719376,0.0-9.0-11.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,async_data_save,,Time series__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,44,1719529,0.0-11.0-1.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,45,1727052,0.0-11.0-2.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,"[{'page_index': 0, 'viewing_time': 7521}]",7522.0,,,,,,,,,,,,admc_rc1_instructions,,,,,,,,,,,,,,,,,,,,False,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,46,1727054,0.0-11.0-3.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,47,1762046,0.0-11.0-4.0-0.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,34991.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,2,False,1333.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be saved for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 800 animals will be saved, and a 25% chance that no animals will be saved.</p>
                                <p>Which option do you recommend to use?</p>",1.0,True,rc1_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,48,1793770,0.0-11.0-4.0-0.1,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,31722.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,4,False,1410.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will get back $400 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of getting back all $1200, and a 67% chance of getting back no money.</p>
                                <p>Which plan would you use?</p>",1.0,True,rc1_2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,49,1814088,0.0-11.0-4.0-0.2,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,20317.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,4,False,1479.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 of the 1000 students will stay in school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that all 1000 students will stay in school and 60% chance that none of the 1000 students will stay in school.</p>
                                <p>Which program would you favor for implementation?</p>",1.0,True,rc1_3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,50,1834292,0.0-11.0-4.0-0.3,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,20203.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,3,False,1527.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",1.0,True,rc1_4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,51,1848507,0.0-11.0-4.0-0.4,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,14213.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,4,False,1580.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1.0,True,rc1_5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,52,1857573,0.0-11.0-4.0-0.5,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,9064.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,4,False,1616.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",1.0,True,rc1_6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,53,1884462,0.0-11.0-4.0-0.6,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,26888.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,5,False,1641.0,,,,,,,,,,,,,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",1.0,True,rc1_7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,54,1884462,0.0-11.0-5.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,55,1884463,0.0-11.0-6.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,1884464,0.0-11.0-8.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,57,1884615,0.0-13.0-1.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,58,1897244,0.0-13.0-2.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,"[{'page_index': 0, 'viewing_time': 12628}]",12628.0,,,,,,,,,,,,cfs_general_instructions,,,,,,,,,,,,,,,,,,,,False,1706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,59,1897246,0.0-13.0-3.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,60,1943294,0.0-13.0-4.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,46046.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'trinary_A': '9', 'trinary_B': '14', 'trinary_C': '61', 'trinary_AB': '27', 'trinary_BC': '77'}",False,1738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"trinary_A_slider,trinary_B_slider,trinary_C_slider,trinary_AB_slider,trinary_BC_slider,","['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['9', '14', '61', '27', '77']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,61,2000012,0.0-13.0-5.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,56717.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'binary_statepop1': '100', 'binary_statearea1': '100', 'binary_gdp1': '100'}",False,1848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"binary_statepop1_slider,binary_statearea1_slider,binary_gdp1_slider,","['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['100', '100', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,62,2015659,0.0-13.0-6.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,15645.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'binary_statepop2': '0', 'binary_statearea2': '0', 'binary_gdp2': '0'}",False,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"binary_statepop2_slider,binary_statearea2_slider,binary_gdp2_slider,","['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['0', '0', '0']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,63,2034290,0.0-13.0-7.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,18630.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'time1': '50', 'time2': '70', 'time3': '90'}",False,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"time1_slider,time2_slider,time3_slider,","['time1', 'time2', 'time3']","['50', '70', '90']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,64,2066855,0.0-13.0-8.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,32564.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'time4': '90', 'time5': '95', 'time6': '100'}",False,2061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"time4_slider,time5_slider,time6_slider,","['time4', 'time5', 'time6']","['90', '95', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,65,2080787,0.0-13.0-9.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,13929.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'space1': '89', 'space2': '89', 'space3': '93'}",False,2137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"space1_slider,space2_slider,space3_slider,","['space1', 'space2', 'space3']","['89', '89', '93']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,66,2092301,0.0-13.0-10.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,11512.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'space4': '50', 'space5': '50', 'space6': '70'}",False,2173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"space4_slider,space5_slider,space6_slider,","['space4', 'space5', 'space6']","['50', '50', '70']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,67,2113398,0.0-13.0-11.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,21096.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,"{'confidence_interval1': '100', 'confidence_interval2': '100', 'confidence_interval3': '100'}",False,2204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"confidence_interval1_slider,confidence_interval2_slider,confidence_interval3_slider,","['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['100', '100', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,68,2113399,0.0-13.0-12.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,69,2113400,0.0-13.0-13.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,70,2113402,0.0-13.0-15.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,async_data_save,,Coherence Forecasting__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,71,2113555,0.0-15.0-1.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,72,2123360,0.0-15.0-2.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,"[{'page_index': 0, 'viewing_time': 9803}]",9804.0,,,,,,,,,,,,iqc_general_instructions,,,,,,,,,,,,,,,,,,,,False,2261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,73,2123362,0.0-15.0-3.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,74,2144366,0.0-15.0-4.0-0.0-0.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,21003.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,{},True,2288.0,,,,,,,,,,,,,,,,False,0.0,0.0,,,,,,,False,,,,,,,,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,75,2148895,0.0-15.0-4.0-0.0-1.0,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,4526.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,2335.0,,,,,,,,,,,,,,,,,,,,,,,<p>Progress: 1/30 questions completed. 0% correct.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,76,2154165,0.0-15.0-4.0-0.0-0.1,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,5268.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_2': '1', 'GK_2_slider': '100'}",False,2349.0,,,,,,,,,,,,,,,,False,0.0,1.0,,,,,,,True,,,,,,1.0,100.0,GK_2,The radius of the Earth is approximately...,4000 miles,200 miles,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,77,2155876,0.0-15.0-4.0-0.0-1.1,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,1710.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,2371.0,,,,,,,,,,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 2/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,78,2163582,0.0-15.0-4.0-0.0-0.2,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,7704.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_6': '1', 'GK_6_slider': '100'}",False,2379.0,,,,,,,,,,,,,,,,False,0.0,2.0,,,,,,,True,,,,,,1.0,100.0,GK_6,Which of the following is found in plant cells but not animal cells?,Chloroplasts,Ribosome,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,79,2165054,0.0-15.0-4.0-0.0-1.2,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,1471.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,2403.0,,,,,,,,,,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 3/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,80,2169432,0.0-15.0-4.0-0.0-0.3,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,4377.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_21': '2', 'GK_21_slider': '100'}",False,2411.0,,,,,,,,,,,,,,,,False,0.0,3.0,,,,,,,True,,,,,,2.0,100.0,GK_21,The number of weeks in a year is approximately:,500,52,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,81,2170575,0.0-15.0-4.0-0.0-1.3,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,1141.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,0,False,2430.0,,,,,,,,,,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 4/30 questions completed. 100% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,82,2177534,0.0-15.0-4.0-0.0-0.4,UXHtOtRF19fgRxUkUkB8,223301,3,un8j5ggNH4Q7jziY87vAoeixnY,0TGNmF1nCLb36Y31VstDT8q9uU,1440.0,865.0,,6957.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,"{'GK_55': '1', 'GK_55_slider': '87'}",False,2438.0,,,,,,,,,,,,,,,,False,0.0,4.0,,,,,,,True,,,,,,1.0,87.0,GK_55,Autism has become an epidemic.,True,False,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
