trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_time_series,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_graph_literacy,task_admc_a2,task_shipley_vocab,task_admc_rc1,task_admc_rp,custom_timer_ended_trial,interval_id,response,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,stimulus,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,moved_sliders,cfs_id,cfs_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,admc_id,admc_response,question_order,shipley_vocabulary_score
html-keyboard-response,2,5,0.0-2.0,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,ErjHsIF2kNTMD0mSm6NBJk68wr,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,18532,0.0-7.0-1.0,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,8,40912,0.0-7.0-2.0,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 22377}]",22378.0,,,,,,,,,,,,iqc_general_instructions,,,,,,,,,,,,,,,,,,,False,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,9,40913,0.0-7.0-3.0,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,10,61920,0.0-7.0-4.0-0.0-0.0,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,21003.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,True,9.0,"{'IQ_6': '1', 'IQ_6_slider': '50'}",1.0,,False,False,0.0,0.0,IQ_6,Resistance Configuration Theory is a psychological theory that explains:,How people avoid blame and why they do not recognize when something is their fault,Why certain people do not try new experiences,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,11,64314,0.0-7.0-4.0-0.0-1.0,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,2390.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,10.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 1/30 questions completed. 0% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,12,72736,0.0-7.0-4.0-0.0-0.1,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,8420.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,11.0,"{'IQ_2': '2', 'IQ_2_slider': '100'}",2.0,100.0,True,False,0.0,1.0,IQ_2,How many sides does a Detseroid have?,More than 20,Less than 20,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,13,73948,0.0-7.0-4.0-0.0-1.1,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1210.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,12.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 2/30 questions completed. 0% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,14,86611,0.0-7.0-4.0-0.0-0.2,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,12660.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,13.0,"{'GK_86': '2', 'GK_86_slider': '57'}",2.0,57.0,True,False,0.0,2.0,GK_86,The velocity of a radio wave and a visible light wave in a vacuum are the same.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,15,87853,0.0-7.0-4.0-0.0-1.2,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1240.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,14.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 3/30 questions completed. 0% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,16,107547,0.0-7.0-4.0-0.0-0.3,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,19689.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,15.0,"{'IQ_5': '2', 'IQ_5_slider': '70'}",2.0,70.0,True,False,0.0,3.0,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,17,108758,0.0-7.0-4.0-0.0-1.3,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1209.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,16.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 4/30 questions completed. 0% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,18,128657,0.0-7.0-4.0-0.0-0.4,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,19896.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,17.0,"{'IQ_4': '2', 'IQ_4_slider': '71'}",2.0,71.0,True,False,0.0,4.0,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,19,129563,0.0-7.0-4.0-0.0-1.4,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,904.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,18.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 5/30 questions completed. 0% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,20,134731,0.0-7.0-4.0-0.0-0.5,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,5165.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,19.0,"{'GK_69': '2', 'GK_69_slider': '100'}",2.0,100.0,True,False,0.0,5.0,GK_69,Which is the smallest independent country?,Monaco,Vatican City,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,21,136032,0.0-7.0-4.0-0.0-1.5,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1299.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,20.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 6/30 questions completed. 17% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,22,149413,0.0-7.0-4.0-0.0-0.6,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,13379.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,21.0,"{'GK_75': '1', 'GK_75_slider': '90'}",1.0,90.0,True,False,0.0,6.0,GK_75,"In 2006, the status of the then planet Pluto was reduced to 'dwarf Planet' so that it was no longer officially the ninth planet in our Solar system. The reason for this was because its' gravitational force was not enough to",Maintain its regular orbit around the sun,Clear its neighbouring region of planetesimals and asteroids etc.,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,23,150942,0.0-7.0-4.0-0.0-1.6,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1527.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,22.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 7/30 questions completed. 14% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,24,159986,0.0-7.0-4.0-0.0-0.7,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,9042.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,23.0,"{'GK_42': '1', 'GK_42_slider': '69'}",1.0,69.0,True,False,0.0,7.0,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,25,161041,0.0-7.0-4.0-0.0-1.7,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1053.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,24.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 8/30 questions completed. 25% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,26,167896,0.0-7.0-4.0-0.0-0.8,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,6852.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,25.0,"{'GK_84': '2', 'GK_84_slider': '100'}",2.0,100.0,True,False,0.0,8.0,GK_84,How many gold medals did Michael Phelps win at the Beijing Olympics?,4,8,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,27,169483,0.0-7.0-4.0-0.0-1.8,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1585.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,26.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 9/30 questions completed. 33% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,28,180739,0.0-7.0-4.0-0.0-0.9,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,11253.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,27.0,"{'GK_61': '2', 'GK_61_slider': '90'}",2.0,90.0,True,False,0.0,9.0,GK_61,Which comes closest in meaning to the following word? Intransigent,Transitory,Inflexible,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,29,182157,0.0-7.0-4.0-0.0-1.9,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1416.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,28.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 10/30 questions completed. 40% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,30,189575,0.0-7.0-4.0-0.0-0.10,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,7416.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,29.0,"{'GK_63': '2', 'GK_63_slider': '62'}",2.0,62.0,True,False,0.0,10.0,GK_63,Bats are not blind.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,31,190728,0.0-7.0-4.0-0.0-1.10,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1151.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,30.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 11/30 questions completed. 36% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,32,197910,0.0-7.0-4.0-0.0-0.11,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,7180.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,31.0,"{'GK_22': '1', 'GK_22_slider': '53'}",1.0,53.0,True,False,0.0,11.0,GK_22,China has over 1 billion mobile cellular connections,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,33,199586,0.0-7.0-4.0-0.0-1.11,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1674.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,32.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 12/30 questions completed. 42% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,34,206097,0.0-7.0-4.0-0.0-0.12,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,6507.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,33.0,"{'GK_64': '2', 'GK_64_slider': '100'}",2.0,100.0,True,False,0.0,12.0,GK_64,Human children have more bones than adults.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,35,207249,0.0-7.0-4.0-0.0-1.12,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1151.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,34.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 13/30 questions completed. 38% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,36,216010,0.0-7.0-4.0-0.0-0.13,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,8757.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,35.0,"{'GK_4': '2', 'GK_4_slider': '100'}",2.0,100.0,True,False,0.0,13.0,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,37,217478,0.0-7.0-4.0-0.0-1.13,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1466.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,36.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 14/30 questions completed. 43% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,38,221958,0.0-7.0-4.0-0.0-0.14,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,4477.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,37.0,"{'GK_3': '1', 'GK_3_slider': '100'}",1.0,100.0,True,False,0.0,14.0,GK_3,Apples are classified as:,Fruits,Vegetables,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,39,223347,0.0-7.0-4.0-0.0-1.14,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1387.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,38.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 15/30 questions completed. 47% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,40,229216,0.0-7.0-4.0-0.0-0.15,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,5866.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,39.0,"{'GK_80': '1', 'GK_80_slider': '68'}",1.0,68.0,True,False,0.0,15.0,GK_80,Most diamonds are not formed from coal.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,41,230231,0.0-7.0-4.0-0.0-1.15,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1014.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,40.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 50% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,42,241565,0.0-7.0-4.0-0.0-0.16,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,11331.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,41.0,"{'GK_90': '2', 'GK_90_slider': '70'}",2.0,70.0,True,False,0.0,16.0,GK_90,The reason we experience seasons is because the distance between the earth and sun changes.,True,False,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,43,242649,0.0-7.0-4.0-0.0-1.16,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1082.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,42.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 53% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,44,252769,0.0-7.0-4.0-0.0-0.17,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,10117.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,43.0,"{'GK_53': '1', 'GK_53_slider': '60'}",1.0,60.0,True,False,0.0,17.0,GK_53,The top 10 car manufacturing countries produced approximately how many new cars in 2014?,50 milion,10 million,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,45,253913,0.0-7.0-4.0-0.0-1.17,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1142.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,44.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 18/30 questions completed. 56% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,46,263215,0.0-7.0-4.0-0.0-0.18,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,9300.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,45.0,"{'GK_36': '2', 'GK_36_slider': '69'}",2.0,69.0,True,False,0.0,18.0,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,47,264289,0.0-7.0-4.0-0.0-1.18,hf6J6yzRivfwR2Elyo9N,223301,3,DyNCNmbcrHbhl4O5Fyh51IcOMQ,sQlBVePu4lWCWF8agTNIhuyQNn,1536.0,864.0,,1072.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,46.0,0,,,,,,,,,,,,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 19/30 questions completed. 53% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
