trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_admc_rp,task_graph_literacy,task_coherence_forecasting,task_admc_a2,task_leapfrog,task_admc_rc1,task_shipley_vocab,custom_timer_ended_trial,interval_id,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,stimulus,response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,moved_sliders,admc_id,admc_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,cfs_id,cfs_response,slider_start,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,shipley_vocabulary_score
html-keyboard-response,409,7151642,0.0-17.0-7.0-0.0-2.5,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,410,7151944,0.0-17.0-7.0-0.0-0.6,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,411,7153917,0.0-17.0-7.0-0.0-1.6,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1972.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18468.0,,,False,0.0,6.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.16,10.0,400.0,2.0,64.0,8.0,336.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,412,7154921,0.0-17.0-7.0-0.0-2.6,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,413,7155222,0.0-17.0-7.0-0.0-0.7,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,414,7156982,0.0-17.0-7.0-0.0-1.7,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1756.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18484.0,,,False,0.0,7.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.28,0.2,400.0,10.0,112.0,2.0,288.0,8.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,415,7157984,0.0-17.0-7.0-0.0-2.7,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,416,7158285,0.0-17.0-7.0-0.0-0.8,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,417,7160414,0.0-17.0-7.0-0.0-1.8,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,2127.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18592.0,,,False,0.0,8.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.3,0.29,10.0,400.0,3.0,116.0,7.0,284.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,418,7161417,0.0-17.0-7.0-0.0-2.8,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,419,7161719,0.0-17.0-7.0-0.0-0.9,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,420,7163364,0.0-17.0-7.0-0.0-1.9,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1644.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18611.0,,,False,0.0,9.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.22,0.2,400.0,10.0,88.0,2.0,312.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,421,7164366,0.0-17.0-7.0-0.0-2.9,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,422,7164667,0.0-17.0-7.0-0.0-0.10,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,423,7165908,0.0-17.0-7.0-0.0-1.10,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1237.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18627.0,,,False,0.0,10.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.1,0.07,10.0,400.0,1.0,28.0,9.0,372.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,424,7166910,0.0-17.0-7.0-0.0-2.10,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,425,7167212,0.0-17.0-7.0-0.0-0.11,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,426,7169055,0.0-17.0-7.0-0.0-1.11,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1841.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18643.0,,,False,0.0,11.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.12,0.2,400.0,10.0,48.0,2.0,352.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,427,7170057,0.0-17.0-7.0-0.0-2.11,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,428,7170359,0.0-17.0-7.0-0.0-0.12,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,429,7171918,0.0-17.0-7.0-0.0-1.12,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1557.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18659.0,,,False,0.0,12.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.32,0.3,400.0,10.0,128.0,3.0,272.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,430,7172919,0.0-17.0-7.0-0.0-2.12,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,431,7173221,0.0-17.0-7.0-0.0-0.13,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,432,7175306,0.0-17.0-7.0-0.0-1.13,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,2083.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18675.0,,,False,0.0,13.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.18,10.0,400.0,2.0,72.0,8.0,328.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,433,7176309,0.0-17.0-7.0-0.0-2.13,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,434,7176610,0.0-17.0-7.0-0.0-0.14,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,435,7178025,0.0-17.0-7.0-0.0-1.14,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,1413.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18694.0,,,False,0.0,14.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.05,0.1,400.0,10.0,20.0,1.0,380.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,436,7179027,0.0-17.0-7.0-0.0-2.14,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,437,7179328,0.0-17.0-7.0-0.0-0.15,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,438,7184974,0.0-17.0-7.0-0.0-1.15,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,5644.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,18710.0,,,False,0.0,15.0,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.27,10.0,400.0,2.0,108.0,8.0,292.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,439,7185975,0.0-17.0-7.0-0.0-2.15,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,440,7186277,0.0-17.0-7.0-0.0-0.16,amrWtFuaQvSMbkuuP4XO,223301,3,NSnQu7t0jZM6R5sNN5zxpi3f0H,EVF6EqOsuQtmq0h3l9d1DACeW8,1728.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
