"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","trial_name","response","rt","admc_id","admc_response","wave"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",643585,598,FALSE,"resistance_to_framing_trial","4",5552,"a1_5","4.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",651214,599,FALSE,"resistance_to_framing_trial","4",7627,"a1_6","4.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",662499,600,FALSE,"resistance_to_framing_trial","4",11284,"a1_7","4.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18307630,1296,FALSE,"resistance_to_framing_trial","6",23707,"rc2_1","6.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18337314,1297,FALSE,"resistance_to_framing_trial","3",29682,"rc2_2","3.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18353960,1298,FALSE,"resistance_to_framing_trial","4",16644,"rc2_3","4.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18375076,1299,FALSE,"resistance_to_framing_trial","5",21114,"rc2_4","5.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18394234,1300,FALSE,"resistance_to_framing_trial","4",19157,"rc2_5","4.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18424898,1301,FALSE,"resistance_to_framing_trial","1",30663,"rc2_6","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18447254,1302,FALSE,"resistance_to_framing_trial","6",22354,"rc2_7","6.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18540885,1310,FALSE,"admc_dr_trial","{'dr1': ['C']}",24396,"dr1","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18565103,1311,FALSE,"admc_dr_trial","{'dr2': ['D']}",24209,"dr2","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18587081,1312,FALSE,"admc_dr_trial","{'dr3': ['C']}",21970,"dr3","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18598481,1313,FALSE,"admc_dr_trial","{'dr4': ['None']}",11393,"dr4","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18631912,1314,FALSE,"admc_dr_trial","{'dr5': ['B']}",33422,"dr5","0.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18651954,1315,FALSE,"admc_dr_trial","{'dr6': ['E']}",20034,"dr6","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18686191,1316,FALSE,"admc_dr_trial","{'dr7': ['E']}",34230,"dr7","1.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18717803,1317,FALSE,"admc_dr_trial","{'dr8': ['A', 'C']}",31604,"dr8","2.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18742751,1318,FALSE,"admc_dr_trial","{'dr9': ['A', 'D', 'E']}",24940,"dr9","3.0","3.0"
"Z74YBwECpL8QkLR6RuxT2rrff6","hkshJADA5gEvvtwdyiZzMC4WH7",18788762,1319,TRUE,"admc_dr_trial","{'dr10': ['A', 'C', 'D']}",46002,"dr10","2.0","3.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",17848,13,FALSE,"resistance_to_framing_trial","6",10843,"a2_1","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",24305,14,FALSE,"resistance_to_framing_trial","6",6446,"a2_2","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",26720,15,FALSE,"resistance_to_framing_trial","6",2406,"a2_3","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",29007,16,FALSE,"resistance_to_framing_trial","6",2276,"a2_4","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",31969,17,FALSE,"resistance_to_framing_trial","6",2952,"a2_5","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",35609,18,FALSE,"resistance_to_framing_trial","6",3624,"a2_6","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",41112,19,FALSE,"resistance_to_framing_trial","6",5489,"a2_7","6","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",260927,92,FALSE,"resistance_to_framing_trial","4",3415,"rc1_1","4","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",265451,93,FALSE,"resistance_to_framing_trial","4",4516,"rc1_2","4","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",268866,94,FALSE,"resistance_to_framing_trial","4",3408,"rc1_3","4","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",305209,95,FALSE,"resistance_to_framing_trial","4",36335,"rc1_4","4","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",308653,96,FALSE,"resistance_to_framing_trial","4",3438,"rc1_5","4","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",310758,97,FALSE,"resistance_to_framing_trial","3",2099,"rc1_6","3","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",312424,98,FALSE,"resistance_to_framing_trial","3",1660,"rc1_7","3","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",335970,105,FALSE,"admc_rp_a_trial","{'rp_a1': '59', 'rp_a2': '57', 'rp_a3': '63', 'rp_a4': '63', 'rp_a5': '66', 'rp_a6': '64', 'rp_a7': '63', 'rp_a8': '67', 'rp_a9': '68', 'rp_a10': '59'}",18753,"['rp_a1', 'rp_a2', 'rp_a3', 'rp_a4', 'rp_a5', 'rp_a6', 'rp_a7', 'rp_a8', 'rp_a9', 'rp_a10']","['59', '57', '63', '63', '66', '64', '63', '67', '68', '59']","2.0"
"RaBGaTuaZSYB8YVa5fShsHGDYW","kQmz73e3UoDqsjuake8sFFtTZ4",352442,106,FALSE,"admc_rp_b_trial","{'rp_b1': '60', 'rp_b2': '53', 'rp_b3': '53', 'rp_b4': '53', 'rp_b5': '54', 'rp_b6': '54', 'rp_b7': '50', 'rp_b8': '55', 'rp_b9': '54', 'rp_b10': '53'}",16455,"['rp_b1', 'rp_b2', 'rp_b3', 'rp_b4', 'rp_b5', 'rp_b6', 'rp_b7', 'rp_b8', 'rp_b9', 'rp_b10']","['60', '53', '53', '53', '54', '54', '50', '55', '54', '53']","2.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1486350,741,FALSE,"resistance_to_framing_trial","4",4680,"a1_1","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1488350,742,FALSE,"resistance_to_framing_trial","4",1991,"a1_2","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1489914,743,FALSE,"resistance_to_framing_trial","4",1558,"a1_3","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1491425,744,FALSE,"resistance_to_framing_trial","4",1504,"a1_4","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1493173,745,FALSE,"resistance_to_framing_trial","4",1742,"a1_5","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1494992,746,FALSE,"resistance_to_framing_trial","5",1812,"a1_6","5.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",1496768,747,FALSE,"resistance_to_framing_trial","4",1769,"a1_7","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2289269,1201,FALSE,"resistance_to_framing_trial","4",2946,"rc2_1","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2291540,1202,FALSE,"resistance_to_framing_trial","4",2266,"rc2_2","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2293084,1203,FALSE,"resistance_to_framing_trial","3",1538,"rc2_3","3.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2294585,1204,FALSE,"resistance_to_framing_trial","4",1496,"rc2_4","4.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2296025,1205,FALSE,"resistance_to_framing_trial","3",1433,"rc2_5","3.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2307964,1206,FALSE,"resistance_to_framing_trial","3",11931,"rc2_6","3.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2310179,1207,FALSE,"resistance_to_framing_trial","3",2209,"rc2_7","3.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2328688,1215,FALSE,"admc_dr_trial","{'dr1': ['E']}",11098,"dr1","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2339243,1216,FALSE,"admc_dr_trial","{'dr2': ['E']}",10530,"dr2","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2341664,1217,FALSE,"admc_dr_trial","{'dr3': ['E']}",2393,"dr3","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2343181,1218,FALSE,"admc_dr_trial","{'dr4': ['D']}",1487,"dr4","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2344884,1219,FALSE,"admc_dr_trial","{'dr5': ['D']}",1672,"dr5","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2346352,1220,FALSE,"admc_dr_trial","{'dr6': ['C']}",1434,"dr6","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2348013,1221,FALSE,"admc_dr_trial","{'dr7': ['D']}",1629,"dr7","0.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2362189,1222,FALSE,"admc_dr_trial","{'dr8': ['C', 'D']}",14141,"dr8","1.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2366273,1223,FALSE,"admc_dr_trial","{'dr9': ['A', 'B', 'C']}",4047,"dr9","1.0","3.0"
"NhLuEUpFKVLMXcgOH9FRZibbUN","8bqynu00xCMLlut8SOlhm9JjIj",2370348,1224,FALSE,"admc_dr_trial","{'dr10': ['C', 'D', 'E']}",4026,"dr10","3.0","3.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1380411,603,FALSE,"resistance_to_framing_trial","6",31076,"rc2_1","6.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1387351,604,FALSE,"resistance_to_framing_trial","4",6938,"rc2_2","4.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1395221,605,FALSE,"resistance_to_framing_trial","4",7868,"rc2_3","4.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1418958,606,FALSE,"resistance_to_framing_trial","1",23735,"rc2_4","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1429428,607,FALSE,"resistance_to_framing_trial","3",10469,"rc2_5","3.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1451423,608,FALSE,"resistance_to_framing_trial","2",21994,"rc2_6","2.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",1455409,609,FALSE,"resistance_to_framing_trial","3",3984,"rc2_7","3.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2111165,672,FALSE,"resistance_to_framing_trial","6",11740,"a1_1","6.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2116171,673,FALSE,"resistance_to_framing_trial","4",5004,"a1_2","4.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2125925,674,FALSE,"resistance_to_framing_trial","3",9752,"a1_3","3.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2135458,675,FALSE,"resistance_to_framing_trial","4",9531,"a1_4","4.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2141754,676,FALSE,"resistance_to_framing_trial","4",6294,"a1_5","4.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2162410,677,FALSE,"resistance_to_framing_trial","2",20655,"a1_6","2.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",2173581,678,FALSE,"resistance_to_framing_trial","4",11169,"a1_7","4.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3376910,912,FALSE,"admc_dr_trial","{'dr1': ['D']}",2589,"dr1","0.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3378789,913,FALSE,"admc_dr_trial","{'dr2': ['D']}",1874,"dr2","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3381167,914,FALSE,"admc_dr_trial","{'dr3': ['C']}",2372,"dr3","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3383752,915,FALSE,"admc_dr_trial","{'dr4': ['B']}",2580,"dr4","0.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3387163,916,FALSE,"admc_dr_trial","{'dr5': ['A']}",3407,"dr5","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3389555,917,FALSE,"admc_dr_trial","{'dr6': ['E']}",2387,"dr6","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3392017,918,FALSE,"admc_dr_trial","{'dr7': ['D']}",2457,"dr7","0.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3397207,919,FALSE,"admc_dr_trial","{'dr8': ['C', 'D']}",5184,"dr8","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3406518,920,FALSE,"admc_dr_trial","{'dr9': ['B', 'C', 'E']}",9306,"dr9","1.0","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3414437,921,FALSE,"admc_dr_trial","{'dr10': ['A', 'B', 'D']}",7914,"dr10","1.0","2.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",970034,225,FALSE,"admc_rp_a_trial","{'rp_a1': '48', 'rp_a2': '44', 'rp_a3': '41', 'rp_a4': '37', 'rp_a5': '22', 'rp_a6': '16', 'rp_a7': '18', 'rp_a8': '19', 'rp_a9': '23', 'rp_a10': '20'}",18152,"['rp_a1', 'rp_a2', 'rp_a3', 'rp_a4', 'rp_a5', 'rp_a6', 'rp_a7', 'rp_a8', 'rp_a9', 'rp_a10']","['48', '44', '41', '37', '22', '16', '18', '19', '23', '20']","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",987372,226,FALSE,"admc_rp_b_trial","{'rp_b1': '21', 'rp_b2': '20', 'rp_b3': '30', 'rp_b4': '29', 'rp_b5': '29', 'rp_b6': '27', 'rp_b7': '25', 'rp_b8': '25', 'rp_b9': '24', 'rp_b10': '25'}",17319,"['rp_b1', 'rp_b2', 'rp_b3', 'rp_b4', 'rp_b5', 'rp_b6', 'rp_b7', 'rp_b8', 'rp_b9', 'rp_b10']","['21', '20', '30', '29', '29', '27', '25', '25', '24', '25']","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",993907,233,FALSE,"resistance_to_framing_trial","2",4548,"a2_1","2","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",995651,234,FALSE,"resistance_to_framing_trial","3",1736,"a2_2","3","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",998093,235,FALSE,"resistance_to_framing_trial","4",2435,"a2_3","4","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",999601,236,FALSE,"resistance_to_framing_trial","3",1499,"a2_4","3","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1004138,237,FALSE,"resistance_to_framing_trial","3",4529,"a2_5","3","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1005862,238,FALSE,"resistance_to_framing_trial","4",1711,"a2_6","4","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1007685,239,FALSE,"resistance_to_framing_trial","5",1813,"a2_7","5","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1700110,1205,FALSE,"resistance_to_framing_trial","3",5720,"rc1_1","3","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1704206,1206,FALSE,"resistance_to_framing_trial","3",4089,"rc1_2","3","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1706415,1207,FALSE,"resistance_to_framing_trial","4",2197,"rc1_3","4","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1708517,1208,FALSE,"resistance_to_framing_trial","4",2094,"rc1_4","4","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1710462,1209,FALSE,"resistance_to_framing_trial","4",1937,"rc1_5","4","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1712507,1210,FALSE,"resistance_to_framing_trial","4",2034,"rc1_6","4","3.0"
"OO4yb0INB3A6g0bjsbmN4Pk7cC","5WqNQtdt83r8zmWXUM84lzOcsb",1715880,1211,FALSE,"resistance_to_framing_trial","4",3362,"rc1_7","4","3.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",52285,13,FALSE,"admc_dr_trial","{'dr1': ['C']}",15711,"dr1","1.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",73037,14,FALSE,"admc_dr_trial","{'dr2': ['D']}",20741,"dr2","1.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",86687,15,FALSE,"admc_dr_trial","{'dr3': ['C']}",13647,"dr3","1.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",93931,16,FALSE,"admc_dr_trial","{'dr4': ['None']}",7241,"dr4","1.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",124684,17,FALSE,"admc_dr_trial","{'dr5': ['C']}",30749,"dr5","0.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",149041,18,FALSE,"admc_dr_trial","{'dr6': ['E']}",24354,"dr6","1.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",166948,19,FALSE,"admc_dr_trial","{'dr7': ['E']}",17903,"dr7","1.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",190740,20,FALSE,"admc_dr_trial","{'dr8': ['A', 'C']}",23789,"dr8","2.0","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",236744,21,TRUE,"admc_dr_trial","{'dr9': ['D']}",46000,"dr9","1.0","2.0"
