"session_id","trinary_A","trinary_B","trinary_C","trinary_AB","trinary_BC","binary_statepop1","binary_statearea1","binary_gdp1","binary_statepop2","binary_statearea2","binary_gdp2","time1","time2","time3","time4","time5","time6","space1","space2","space3","space4","space5","space6","confidence_interval1","confidence_interval2","confidence_interval3","tri1_abc","tri1_ab","tri1_bc","bin1","bin2","bin3","t1","t2","s1","s2","ci1","score_mean"
"q4nRVOcjo2BHXLaJItbKSgI6Cl",0,0.1,0.9,0.1,1,0.8,0.79,0.79,0.2,0.19,0.2,0.5,0.6,0.67,0.1,0.15,0.19,0.6,0.8,1,0.3,0.5,0.8,0.7,0.74,0.86,1,1,1,1,0.98,0.99,1,1,1,1,1,0.997272727272727
"Mx8vIXApijMaRfRVx5CwheNj7R",0.85,0.8,0.39,0.79,0.4,0.5,0.29,0.29,0.6,0.49,0.72,0.3,0.49,0.6,0.09,0.15,0.39,0.23,0.5,0.88,0.39,0.49,0.74,0.49,0.52,0.6,0.48,0.14,0.21,0.9,0.78,0.99,1,1,1,1,1,0.772727272727273
"Scbpoqeq5cPbK4S6JgkDakbaJk",0.3,0.4,0.49,0.5,0.7,0.65,1,0.69,0.33,0,0.4,0.2,0.45,0.75,0.5,0.59,0.79,0.93,0.89,1,0.89,0.9,0.91,0.7,0.66,0.6,0.905,0.8,0.81,0.98,1,0.91,1,1,0.666666666666667,1,0,0.82469696969697
"eFe95CeeQAgOoze8mvOzVQ4Hv6",0.09,0.15,0.85,0.15,0.95,0.84,0.7,0.88,0.19,0.27,0.12,0.4,0.5,0.55,0.3,0.35,0.4,0.95,1,1,0.3,0.4,0.73,0.44,0.53,0.79,0.955,0.91,0.95,0.97,0.97,1,1,1,0.908248290463863,1,1,0.969386208223988
"bArB5qhI33ayqzPdBGfvyVkjoA",0.3,0.4,0.85,0.4,1,0.65,0.29,0.8,0.34,0.68,0.2,0.7,0.81,0.9,0.39,0.43,0.45,0.9,1,1,0.8,0.85,0.99,0.49,0.69,0.84,0.725,0.7,0.75,0.99,0.97,1,1,1,0.908248290463863,1,1,0.913022571860351
"MEb7oXeDnmtQ0bC3VQKEpwBH12",0.49,0.59,0.9,0.4,0.78,0.99,0.09,0.7,0,1,0.3,0.39,0.5,0.61,0.19,0.29,0.4,0.5,0.7,0.99,0.5,0.6,0.7,0.49,0.18,0.3,0.51,0.32,0.29,0.99,0.91,1,1,1,1,1,0.333333333333333,0.759393939393939
"e93AKbQfQkjIawUmpnrHDyMCEn",0.8,0.83,0.19,0.2,0.06,0.6,0.21,0.48,0.25,0.14,0.41,0.85,0.93,0.97,0.21,0.52,0.83,0.63,0.82,0.93,0.2,0.55,0.99,0.57,0.72,0.8,0.59,-0.43,0.04,0.85,0.35,0.89,1,1,1,1,1,0.662727272727273
"jD9DLaZo1jwq1HQt3MjwiFBWPC",0.7,0.79,0.9,0.1,1,1,0.8,0.79,0,0.3,0.19,0.29,0.34,0.4,0.1,0.12,0.16,0.97,1,1,0.9,0.94,1,0.8,0.85,0.87,0.305,-0.39,0.31,1,0.9,0.98,1,1,0.908248290463863,1,1,0.728477117314897
"ta2uwIm5tNBrAjeo5kjrWFX4rg",0.1,0.21,0.99,0.04,0.71,0.35,0.5,0.49,0.4,0.49,0.54,0.61,0.59,0.64,0.5,0.5,0.5,0.71,0.79,0.9,0.5,0.6,0.79,0.39,0.5,0.5,0.85,0.73,0.51,0.75,0.99,0.97,0.666666666666667,0.5,1,1,0.908248290463863,0.80681045064823
"C6FdaOsLL8vp2sdEAFgmzZ0hf3",0.09,0,0.3,0,0.84,0.5,0.4,1,0.3,0.28,0.42,1,1,0.32,0.09,0.1,0.2,0,0,0,0.21,0.28,0.22,0.5,0.39,0.51,0.695,0.91,0.46,0.8,0.68,0.58,0.0917517095361369,1,0.5,0.666666666666667,0.666666666666667,0.640916822079043
"tbCTQoAafrGj5o6gPjlOQQ6qwi",0.1,0.18,0.99,0.09,0.98,0.7,0.39,0.6,0.6,0.8,0.59,0.7,0.9,0.89,0.9,0.9,0.89,0.9,0.78,0.79,1,0.98,0.98,0.7,0.79,0.7,0.865,0.81,0.81,0.7,0.81,0.81,0.666666666666667,0.0917517095361369,0.333333333333333,0.0917517095361369,0.5,0.589863947188389
"qy2ies2MnUrMAg3lka97bXkkxI",1,1,1,1,1,1,0,1,0,1,0,0.03,0.07,0.1,0.04,0.06,0.1,0.95,0.98,1,0.5,0.59,0.7,0.7,0.8,0.9,0,0,0,1,1,1,1,1,1,1,1,0.727272727272727
"biu5BgZV2AePGJMpaEXIG7u0N3",0.2,0.4,0.9,0.02,1,1,0.5,0.8,0.2,0.49,0.2,0.02,0.08,0.11,0.09,0.14,0.25,0.2,0.2,0.2,0.09,0.16,0.23,0.02,0.06,0.09,0.75,0.42,0.7,0.8,0.99,1,1,1,0.5,1,1,0.832727272727273
"Itq6YDWXogHpqw9eUguLicnSnw",0.09,0.1,0.9,0.13,0.88,0.69,0.71,0.98,0.31,0.27,0.01,0.06,0.03,0.01,0.08,0.05,0.02,0.94,0.97,1,0.06,0.1,0.15,0.7,0.82,0.93,0.955,0.94,0.88,1,0.98,0.99,0,0,1,1,1,0.795
"2bka8DkhxCpWogLHxC1m5mlG7F",0.09,0.2,0.49,0.89,0.5,1,1,0.5,0,0,0.51,0.5,0.49,0.49,0.5,0.6,0.7,0.5,0.49,0.49,0.8,0.69,0.59,0.49,0.6,0.39,0.89,0.4,0.81,1,1,0.99,0.0917517095361369,1,0.0917517095361369,0,0.333333333333333,0.600621522945964
"haM8gzenfiOZvco8ocxKJo9hW8",0.4,0.54,0.79,0.59,1,0.3,0.79,0.5,0.8,0.19,0.49,0.3,0.4,0.49,0.49,0.49,0.5,0.7,0.8,1,0.8,0.89,1,0.5,0.5,0.5,0.635,0.65,0.67,0.9,0.98,0.99,1,0.908248290463863,1,1,0.5,0.839386208223988
"Ev2q5ZLI9arbNnB0IydGIw1Ms4",0,0,1,0,1,0.49,0.49,0.5,0.5,0.5,0.49,0.49,0.49,0.51,0.49,0.5,0.49,0.51,0.5,0.5,0.49,0.5,0.49,0.5,0.5,0.5,1,1,1,0.99,0.99,0.99,0.908248290463863,0.5,0.0917517095361369,0.5,0.5,0.77
"8M8VKFcBeQZ2iUhV3RNIMF1N8Q",0.09,0.19,0.79,0.2,0.89,0.3,0.5,0.7,0.3,0.5,0.19,0.69,0.79,0.89,0.49,0.6,0.7,0.7,0.88,1,0.69,0.79,0.99,0.49,0.49,0.49,0.965,0.92,0.91,0.6,1,0.89,1,1,1,1,0.5,0.889545454545455
"InuVSSgb9zkRgNy4sBB990gX9a",0.29,0.1,0.89,0.1,0.89,0.79,0.1,0.7,0.2,0.8,0.19,0.7,0.79,0.9,0.6,0.7,0.8,0.8,0.9,1,0.6,0.7,0.89,0.5,0.5,0.5,0.86,0.71,0.9,0.99,0.9,0.89,1,1,1,1,0.5,0.886363636363636
"dYGsqbBUw2jxZFU5A1H7OG25F1",0.3,0.4,0.8,0.09,0.8,0.9,0.49,0.69,0.11,0.5,0.3,0.5,0.6,0.9,0.5,0.3,0.39,0.71,0.8,1,0.6,0.7,1,0.3,0.3,0.3,0.75,0.39,0.6,0.99,0.99,0.99,1,0.333333333333333,1,1,0.5,0.776666666666667
"E3zMBre7EWQqIFWrLWlBW7xF35",0.35,0.4,0.8,0.46,0.72,0.6,1,0.8,0.25,0.01,0.25,0.59,0.65,0.67,0.34,0.37,0.4,0.79,0.86,0.94,0.35,0.33,0.32,0.46,0.54,0.51,0.725,0.71,0.52,0.85,0.99,0.95,1,1,1,0,0.666666666666667,0.76469696969697
"ZT0jyke8Yvldqb506vgclgoazI",0.12,0.19,0.7,0.3,0.94,0.7,0.2,0.82,0.3,0.75,0.23,0.6,0.72,0.8,0.79,0.87,0.94,0.7,0.8,0.9,0.4,0.46,0.55,0.4,0.46,0.54,0.995,0.99,0.95,1,0.95,0.95,1,1,1,1,1,0.985
"MHzEVEOUqQdyi9lBwTBhVZB0yz",0.79,0.8,0.8,0.6,0.7,0.8,0.49,0.5,0.59,0.59,0.59,0.7,0.69,0.69,0.7,0.7,0.7,0.8,0.8,0.79,0.69,0.7,0.7,0.78,0.78,0.7,0.305,0.0099999999999999,0.0999999999999999,0.61,0.92,0.91,0.0917517095361369,0.5,0.0917517095361369,0.908248290463863,0.0917517095361369,0.412591219915661
"CZ6NQEOfRqsY44RJ2lktZVRGRA",0.01,0.08,1,0,1,0.6,0.89,0.5,0.5,0.04,0.47,0.69,0.9,1,0.4,0.51,0.7,0.59,0.7,0.99,0.69,0.81,1,0.4,0.51,0.8,0.955,0.91,0.92,0.9,0.93,0.97,1,1,1,1,1,0.962272727272727
"o9cl9d8I9GR8WwsVdnJfEPnqyR",0.48,0.4,0.42,0.4,0.4,0.46,0.44,0.43,0.44,0.41,0.46,0.44,0.5,0.44,0.46,0.43,0.47,0.4,0.43,0.49,0.48,0.49,0.47,0.51,0.47,0.51,0.85,0.52,0.58,0.9,0.85,0.89,0.5,0.666666666666667,1,0.333333333333333,0.5,0.69
"TmDcNAe6FRG5OYjfe8OcTpBEk5",0,0,1,0,1,0,1,1,0,0,0,0.7,0.8,0.89,0.2,0.3,0.49,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,0.5,0.5,0.772727272727273
"wgxtKbDhWVjtCDxLrkIFfBb763",0.07,0.42,0.75,0.23,0.93,0.92,0.4,0.86,0.18,0.71,0.35,0.56,0.63,0.72,0.04,0.12,0.24,0.73,0.87,0.99,0.75,0.87,0.99,0.71,0.75,0.83,0.88,0.74,0.76,0.9,0.89,0.79,1,1,1,1,1,0.905454545454546
"Gs5GNIfI1EsQ3Ful5CBfylBy21",0,0.1,1,0.04,1,1,0.5,0.8,0.1,0.8,0.3,0,0,0,0.8,0.89,1,0.7,0.91,1,0.6,0.71,1,0.81,0.89,0.96,0.95,0.94,0.9,0.9,0.7,0.9,0.5,1,1,1,1,0.89
"N5lNa4Sc3baOKPmS2V3PK3Wbf2",0.19,0.2,0.3,0.59,0.69,0.6,0.42,0.29,0.31,0.5,0.69,0.81,0.61,0.43,0.44,0.32,0.43,0.71,0.59,0.62,0.54,0.38,0.39,0.51,0.44,0.33,0.845,0.8,0.81,0.91,0.92,0.98,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.569545454545455
"2TBHnZOJUYj0MYZrQRly55DXIe",0.09,0.13,0.94,0,0,0.89,0.89,0.49,0.05,0.33,0.17,0.39,0.71,0.9,0.6,0.69,0.8,0.6,0.79,0.94,0.6,0.64,0.69,0.59,0.8,0.99,0.92,0.78,-0.0699999999999998,0.94,0.78,0.66,1,1,1,1,1,0.819090909090909
"4dlMkaMkKa009NZWAw1iqBcwPi",0.69,0.51,0.69,0.61,0.59,0.79,0.59,0.41,0.69,0.59,0.59,0.58,0.51,0.58,0.48,0.49,0.49,0.51,0.49,0.49,0.39,0.5,0.49,0.5,0.49,0.4,0.555,0.41,0.39,0.52,0.82,1,0.5,0.908248290463863,0.0917517095361369,0.666666666666667,0,0.532878787878788
"HSoSwwbH35lqpoIXceM6dQWjth",0.59,0.79,0.49,0.3,0.49,0.89,0.79,0.6,0.29,0.3,0.2,0.09,0.2,0.4,0.9,0.91,0.9,0.85,0.9,1,0.76,0.85,0.93,0.5,0.73,0.84,0.565,-0.0799999999999998,0.21,0.82,0.91,0.8,1,0.5,1,1,1,0.702272727272727
"3y3YlXMmKNewtENV4M3R0mpOWb",0.09,0.26,0.5,0.24,1,1,1,0.5,0,0,0,0.1,0.15,0.2,0.25,0.3,0.35,0,0.25,1,0,0,1,1,1,1,0.925,0.89,0.76,1,1,0.5,1,1,1,0.908248290463863,0.5,0.86211348095126
"0cxe8fZLamHcc6kdd4QgXwISRo",0.29,0.49,0.8,0.03,0.7,1,0.8,0.9,0.29,0.29,0.1,0.2,0.2,0.2,0.79,1,1,0.82,0.99,1,1,1,1,0.4,0.59,0.69,0.71,0.25,0.41,0.71,0.91,1,0.5,0.908248290463863,1,0.5,1,0.718022571860351
"sbHdu8GGTMOpO46g343rinHq9e",0.5,0.61,0.7,0.3,0.41,0.49,0.5,0.61,0.18,0.62,0.6,0.68,0.8,0.91,0.49,0.61,0.71,0.72,0.82,0.99,0.5,0.69,0.9,0.5,0.61,0.66,0.595,0.19,0.0999999999999999,0.67,0.88,0.79,1,1,1,1,1,0.747727272727273
"G5ZBpCO4zXZko6cqwrVDNbgyix",0.09,0.2,0.7,0.3,0.79,0.6,0.3,0.5,0.5,0.4,0.49,0.5,0.49,0.5,0.49,0.59,0.63,0.4,0.55,0.74,0.4,0.64,0.7,0.45,0.66,0.8,0.995,0.99,0.89,0.9,0.7,0.99,0.5,1,1,1,1,0.905909090909091
"7nlmw3BdK1kwluT1CwmeYU4H3t",0,0,1,0,1,0.1,0.3,0.79,0.8,0.19,0.19,0,0.01,0.02,0.25,0.3,0.4,0.78,0.89,1,0.09,0.13,0.74,0.59,0.69,0.8,1,1,1,0.9,0.49,0.98,1,1,1,1,1,0.942727272727273
"NZN7BcYRtWqW3CM7xNuzZODHlk",0.2,0.29,0.2,0.19,0.9,0.82,0.49,0.7,0.31,0.48,0.5,0.5,0.5,0.47,0.18,0.2,0.2,0.57,0.58,0.6,0.79,0.79,0.49,0.52,0.52,0.51,0.845,0.7,0.59,0.87,0.97,0.8,0.0917517095361369,0.908248290463863,1,0.0917517095361369,0.0917517095361369,0.632591219915661
"v0xHEZJAnH2hBk7KYt5bJ1pphi",0.26,0.3,0.52,0.27,0.49,0.64,0.71,0.64,0.16,0.15,0.16,0.64,0.54,0.55,0.76,0.79,0.82,0.74,0.79,0.83,0.55,0.62,0.69,0.76,0.7,0.65,0.96,0.71,0.67,0.8,0.86,0.8,0.333333333333333,1,1,1,0,0.739393939393939
"pdNlWr7CTQH6apW74umDCdw3QH",0.1,0.14,0.98,0.03,0.98,0.98,1,0.96,0.02,0,0,0.55,0.59,0.62,0.01,0.03,0.04,0.89,0.93,0.94,0.98,0.98,0.99,0.95,0.97,0.99,0.89,0.79,0.86,1,1,0.96,1,1,1,0.908248290463863,1,0.946204390042169
"1qqyj3uwoGDwVUhFSx8uq9XZ2k",0.29,0.4,0.89,0.3,1,0.7,1,0.8,0.9,0.4,0.29,0.3,0.5,0.61,0.2,0.3,0.41,0.69,0.8,0.9,0.49,0.71,0.9,0.79,0.9,1,0.71,0.61,0.71,0.4,0.6,0.91,1,1,1,1,1,0.812727272727273
"bdQFUzfoOeMyBEsjMxPAOHZnTY",0.2,0.27,0.68,0.04,0.81,0.8,0.69,0.89,0.2,0.18,0.11,0.24,0.34,0.46,0.19,0.3,0.5,0.59,0.89,1,0.21,0.33,0.57,0.6,0.69,0.8,0.925,0.57,0.86,1,0.87,1,1,1,1,1,1,0.929545454545455
"gtPUi7sqEEoHOD7DLj5gzQtsgx",0.1,0.1,0.8,0.06,0.85,0.63,0.49,0.71,0.39,0.29,0.22,0,0.02,0.02,0.19,0.26,0.34,0.48,0.78,1,0.27,0.43,0.84,0.49,0.4,0.69,1,0.86,0.95,0.98,0.78,0.93,0.908248290463863,1,1,1,0.666666666666667,0.915901359739139
"PCJOjPEaFjLMSe7X9TUJRlYxCO",0.39,0.5,0.6,0.4,0.16,0.41,0.8,0.47,0.69,0.16,0.78,0.11,0.19,0.29,0.1,0.16,0.22,0.19,0.3,0.5,0.1,0.16,0.22,0.29,0.69,0.89,0.755,0.51,0.0599999999999999,0.9,0.96,0.75,1,1,1,1,1,0.812272727272727
"IeeHxA8B20Qf7dqBptd23gQsws",0.31,0.49,0.59,0.29,0.14,0.49,0.3,0.34,0.5,0.88,0.38,0.59,0.69,0.81,0.19,0.23,0.2,0.69,0.8,0.5,0.69,0.7,0.59,0.82,0.68,0.51,0.805,0.49,0.0599999999999999,0.99,0.82,0.72,1,0.666666666666667,0.333333333333333,0.333333333333333,0,0.56530303030303
"G0APNAVl50xWcSR7tOqyClaPyf",0.23,0.36,0.7,0.3,0.69,0.7,0.5,0.65,0.35,0.5,0.39,0.19,0.2,0.35,0.4,0.55,0.62,0.66,0.89,1,0.49,0.49,0.7,0.6,0.69,0.85,0.855,0.71,0.63,0.95,1,0.96,1,1,1,0.908248290463863,1,0.910295299133078
"9BIZx07jE4Ef90AedDSlXVBssn",0.03,0.29,0.99,0.04,0.96,0.77,0.76,0.99,0.22,0.18,0.03,0.56,0.57,0.67,0.48,0.53,0.59,0.86,1,1,0.71,0.82,0.98,0.2,0.72,0.73,0.845,0.72,0.68,0.99,0.94,0.98,1,1,0.908248290463863,1,1,0.914840753678533
"61lVwkrbPKX7s3Sky5R1eGbANB",0.79,0.6,0.29,0.79,0.21,0.9,0.3,0.9,0.05,0.88,0.06,0.19,0.25,0.36,0.41,0.5,0.7,0.69,0.86,1,0.5,0.69,0.88,0.9,0.76,0.83,0.66,0.4,0.32,0.95,0.82,0.96,1,1,1,1,0.333333333333333,0.767575757575758
"b9CoBZdE1dRpzYftOrE2yXFZxW",0.09,0.09,0.8,0.2,0.89,1,1,0.94,0,0,0.09,0.5,0.75,0.95,0.01,0.03,0.05,1,1,1,0.25,0.35,1,0.05,0.08,0.11,0.99,0.98,1,1,1,0.97,1,1,0.5,1,1,0.949090909090909
"fKyu5qyHKrGbQNZ5V22Ujidtu2",0.22,0.27,0.94,0.11,1,0.81,0.72,0.87,0.4,0.23,0.28,0.06,0.17,0.25,0.46,0.48,0.56,0.21,0.83,1,0.84,1,1,0.31,0.39,0.46,0.785,0.62,0.79,0.79,0.95,0.85,1,1,1,0.908248290463863,1,0.881204390042169
"kjTfRJQho7ynOHWmgLuFGqcZAa",0.08,0.09,1,0.02,0.89,0.88,0.69,0.8,0.37,0.41,0.3,0.2,0.29,0.36,0.1,0.17,0.18,0.11,0.23,0.73,0.19,0.23,0.61,0.24,0.32,0.24,0.915,0.85,0.8,0.75,0.9,0.9,1,1,1,1,0.5,0.874090909090909
"HzkqNoBV9xN7djmp8KYHcQGVQT",0.2,0.3,0.49,0.49,0.5,0.89,0.09,0.78,0.1,0.09,0.09,0.59,0.79,0.89,0.3,0.4,0.5,0.19,0.89,1,0.3,0.68,1,1,1,1,0.995,0.99,0.71,0.99,0.18,0.87,1,1,1,1,0.5,0.839545454545454
"FVXXyUR8N57I32gsI0a7uQIcQ7",0,0.01,0.95,0,1,1,1,0.8,0,0,0.14,0.16,0.24,0.27,0.06,0.07,0.09,0.05,0.14,0.78,0.17,0.24,0.75,1,0.84,0.74,0.98,0.99,0.96,1,1,0.94,1,1,1,1,0,0.897272727272727
"FuMnwfdgQxu7LrKtZgvslbjX9q",0.1,0.2,0.8,0.1,1,0.91,0.19,0.6,0.1,1,0.09,0.89,0.89,1,0.5,0.69,0.69,0.89,1,1,1,1,1,0.8,0.8,0.8,0.95,0.8,1,0.99,0.81,0.69,0.908248290463863,0.908248290463863,0.908248290463863,0.5,0.5,0.814976806490144
"M3QkqwsGG89cfZHwg8LJX8Bq8F",0.2,0.3,0.9,0.39,0.8,0.7,0.9,0.8,0.4,0.4,0.63,0.3,0.4,0.49,0.4,0.5,0.7,0.8,0.59,0.7,0.5,0.39,0.79,0.3,0.4,0.4,0.8,0.89,0.6,0.9,0.7,0.57,1,1,0.333333333333333,0.666666666666667,0.908248290463863,0.760749844587624
"oeHqGz00MABds0ueuvAhHv2B7f",0.2,0.3,0.5,0.5,0.79,0.97,1,0.98,0.01,0,0.03,0.09,0.2,0.25,0.1,0.19,0.35,0.8,0.95,1,0.74,0.84,1,0.1,0.15,0.19,1,1,0.99,0.98,1,0.99,1,1,1,1,1,0.996363636363636
"MNyIE31KbTEqCZOUsiD7W0U3Fe",0,0.3,0.99,0.02,1,0.7,0.9,0.9,0.1,0.3,0.1,0.9,0.9,0.9,0.1,0.8,0.9,1,1,1,0.8,0.9,1,1,1,1,0.855,0.72,0.71,0.8,0.8,1,0.5,1,0.5,1,0.5,0.762272727272727
"F1jX5a1fyhOmMSGGJ09OiO1Fjy",0,0,1,0,1,0.8,0.8,1,0.2,0.2,0,0.4,0.39,0.39,0,0.1,0.2,0.7,0.8,1,0.4,0.5,1,0.5,0.51,0.5,1,1,1,1,1,1,0.0917517095361369,1,1,1,0.5,0.871977428139649
"XyLJWymItQkYtW0DIEV6NehQSR",0.24,0.26,0.74,0.2,0.98,0.62,0.71,0.73,0.39,0.34,0.35,0.73,0.84,0.95,0.27,0.35,0.41,0.56,0.67,1,0.63,0.62,0.7,0.44,0.58,0.77,0.88,0.7,0.98,0.99,0.95,0.92,1,1,1,0.666666666666667,1,0.916969696969697
"gAE2vR87PHDrVwMvMSPhZ6AYWV",0.3,0.01,0.98,0.01,0.99,0.79,0.65,0.31,0.29,0.37,0.34,0.72,0.87,0.94,0.29,0.4,0.52,0.6,0.77,0.75,0.21,0.26,0.74,0.71,0.64,0.65,0.855,0.7,1,0.92,0.98,0.65,1,1,0.666666666666667,1,0.333333333333333,0.827727272727273
"44xwQio3fW3tYg3htRNjpHY5VQ",0,0,1,0,1,0.8,0.2,0.91,0.19,0.79,0.09,0.3,0.29,0.29,0.38,0.49,0.7,1,1,1,0.5,0.5,0.69,0.78,0.8,0.8,1,1,1,0.99,0.99,1,0.0917517095361369,1,0.5,0.908248290463863,0.908248290463863,0.853477117314897
"p5bY6MRaajBlnoMdRAvyO5gMIh",0.51,0.69,0.76,0.1,0.96,0.78,0.4,0.98,0.21,0.13,0.04,0.6,0.76,0.85,0.53,0.7,0.84,0.38,0.29,0.78,0.26,0.47,0.71,0.39,0.48,0.62,0.52,-0.0999999999999999,0.51,0.99,0.53,0.98,1,1,0.666666666666667,1,1,0.736060606060606
"KUD1kf6hnb3NShner2z1iesdGV",0.28,0.33,0.83,0.23,0.9,0.66,0.74,0.65,0.5,0.37,0.37,0.5,0.51,0.55,0.3,0.36,0.45,0.55,0.69,0.56,0.5,0.6,0.57,0.64,0.63,0.63,0.78,0.62,0.74,0.84,0.89,0.98,1,1,0.666666666666667,0.666666666666667,0.0917517095361369,0.752280458442679
"la8x8AdnYUHaEan01UUEsEl0S7",0.2,0.31,0.6,0.42,0.7,0.39,0.2,0.39,0.59,0.69,0.55,0.57,0.49,0.4,0.46,0.56,0.58,0.6,0.75,0.79,0.43,0.37,0.57,0.57,0.64,0.72,0.945,0.91,0.79,0.98,0.89,0.94,0,1,1,0.666666666666667,1,0.829242424242424
"CftPJFR3yijEMNwpuvLEHE8vV1",0.4,0.5,0.6,0.59,0.39,0.43,0.51,0.5,0.53,0.51,0.67,0.38,0.3,0.29,0.39,0.39,0.5,0.33,0.38,0.5,0.48,0.59,0.58,0.41,0.4,0.5,0.75,0.69,0.29,0.96,0.98,0.83,0,0.908248290463863,1,0.666666666666667,0.666666666666667,0.703780147617927
"a19rHSdiFVGUooGIpt4JTlm8rU",0.6,0.76,0.72,0.65,0.84,1,0.2,0.53,0,0.8,0.49,0.85,0.9,0.91,0.14,0.15,0.17,0.94,1,1,0.74,0.75,1,0.98,1,1,0.46,0.29,0.36,1,1,0.98,1,1,0.908248290463863,1,0.908248290463863,0.809681507357066
"1ZpoTHwtV5ZupDMh0yOraaMYTG",0.1,0.1,0.79,0.2,0.9,0.9,0.7,0.8,0.1,0.3,0.19,0.01,0.03,0.05,0.01,0.03,0.05,0.5,0.94,0.99,0.36,0.8,0.94,0.75,0.8,0.84,0.995,1,0.99,1,1,0.99,1,1,1,1,1,0.997727272727273
"3RiQtKgue68aiSeE0OqmSYWM5a",0.25,0.26,0.89,0.23,0.97,0.79,0.95,0.97,0.18,0.17,0.15,0.34,0.38,0.41,0.7,0.79,0.88,0.83,0.9,0.97,0.53,0.74,0.8,0.49,0.88,0.9,0.8,0.72,0.82,0.97,0.88,0.88,1,1,1,1,1,0.915454545454546
