"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13"
"2bka8DkhxCpWogLHxC1m5mlG7F","uxi1XdrxsOPl59DacHUosq9qLp",2163625,1129,FALSE,210680,35,5,25,25,20,3,25,40,20,3,4,2,5
"haM8gzenfiOZvco8ocxKJo9hW8","xOqsGJM9dsJBiQmYq3CX0apP3d",2003838,595,FALSE,156742,35,15,25,25,20,3,25,40,20,1,2,1,5
"Ev2q5ZLI9arbNnB0IydGIw1Ms4","ZcHfFwrunCSdsQgEMVujlrCvM0",335450,14,TRUE,301276,35,15,25,25,20,NA,NA,NA,NA,NA,NA,NA,NA
"8M8VKFcBeQZ2iUhV3RNIMF1N8Q","Eu6zPcb9jv0kZ1zXSzYnyIfInM",4136806,972,FALSE,175267,35,15,25,25,20,3,25,40,20,1,2,2,5
"InuVSSgb9zkRgNy4sBB990gX9a","gav3oBa6HBQDe2QUKqIRRL3Uzx",4127244,1227,FALSE,245241,35,5,25,25,20,3,25,40,20,1,2,2,50
"dYGsqbBUw2jxZFU5A1H7OG25F1","C9fu6ZL6YnGCdCQllG6YnrMjpF",268539,12,FALSE,230756,35,15,25,25,20,3,32,40,20,3,4,2,5
"E3zMBre7EWQqIFWrLWlBW7xF35","8dl4eHPAHF9qFgZ1NN8pxplDPY",2997297,646,FALSE,179965,35,15,25,25,20,3,24,40,20,3,2,2,50
"ZT0jyke8Yvldqb506vgclgoazI","gQ71eSoOo6Ah16HDelPatWOwiG",3039930,1160,FALSE,123481,35,10,25,25,20,3,24,40,60,3,4,2,5
"MHzEVEOUqQdyi9lBwTBhVZB0yz","dFfUA2D0zXIpJWKvKAXMa2MV4K",2052870,86,TRUE,301005,35,10,25,25,20,2,12,40,20,3,4,NA,NA
"CZ6NQEOfRqsY44RJ2lktZVRGRA","yi4vroFvczRyyTDshQZzBZkGeH",2984905,1242,FALSE,192119,30,15,25,25,20,3,25,40,60,3,4,3,5
"o9cl9d8I9GR8WwsVdnJfEPnqyR","JSmtZPSRKwaYA3VSSe0dkN8U6f",2875534,1231,FALSE,134376,50,50,NA,40,69,2,80,50,55,3,3,3,75
"TmDcNAe6FRG5OYjfe8OcTpBEk5","ip0JlXiSn9k9G2TnglevTKtTDT",4015085,702,FALSE,224330,35,15,25,25,20,3,25,40,20,2,3,2,5
"wgxtKbDhWVjtCDxLrkIFfBb763","SplEYzOeVyHRwvW86a6DC3JqEy",5401092,1383,FALSE,235551,35,10,24,26,20,3,25,40,20,3,4,2,5
"Gs5GNIfI1EsQ3Ful5CBfylBy21","y6arfa2UxXISAjMLxQhFNIqc8C",455960,25,FALSE,260879,35,15,25,25,20,3,25,40,20,3,2,2,5
"N5lNa4Sc3baOKPmS2V3PK3Wbf2","5ZMtyG0MTifonXeP83omGmbZxP",5020696,1317,FALSE,160512,89,100,75,80,75,2,45,65,70,3,4,3,66
"2TBHnZOJUYj0MYZrQRly55DXIe","FnXNJBhxBqrUUwhvzdcOISzDMd",429313,25,FALSE,264597,35,10,25,25,20,3,2440,40,60,1,2,2,5
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",18826213,792,FALSE,293598,45,35,50,20,20,3,24,50,50,2,2,2,80
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",7110967,1318,FALSE,255985,35,15,25,25,20,3,23,40,60,1,2,2,5
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",951509,99,FALSE,192613,35,15,25,25,20,1,25,40,20,3,2,2,5
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",1847332,1056,FALSE,156208,35,15,25,25,20,3,25,40,20,3,2,2,5
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",2933450,607,FALSE,210920,35,15,25,25,20,3,25,40,20,3,2,2,5
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2492708,699,FALSE,169912,35,15,25,25,18,3,24,40,20,1,2,2,5
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",5960187,1178,TRUE,301012,35,15,25,25,20,3,24,40,20,3,2,2,NA
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",4411335,708,TRUE,300998,35,15,25,25,23,3,25,40,60,2,2,NA,NA
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",432803,26,FALSE,254297,35,15,25,25,20,3,26,40,60,3,3,2,5
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",2955336,769,TRUE,301004,35,15,25,25,20,3,24,40,20,3,2,2,NA
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",5416867,734,FALSE,212449,35,15,25,25,20,3,25,40,20,1,2,2,5
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",2121961,284,FALSE,168173,35,15,25,25,20,3,25,40,20,3,4,2,5
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5585262,1316,FALSE,277436,35,15,25,25,23,3,26,40,1.5,2,2,2,5
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",5337179,1316,FALSE,240291,35,15,25,25,20,3,24,40,20,3,2,2,50
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",3175966,950,FALSE,227686,35,15,25,25,20,3,25,40,20,1,2,2,5
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",8705321,1350,FALSE,240848,35,15,25,25,20,3,24,40,20,3,2,2,5
"9BIZx07jE4Ef90AedDSlXVBssn","OaXvKNf7npnHMWemsmQPyaw6RU",4216546,866,FALSE,298156,35,10,25,25,20,3,25,40,60,3,4,3,50
"61lVwkrbPKX7s3Sky5R1eGbANB","CAau7OdzNgY276xYwj2HwQjYnx",1709876,251,FALSE,232711,35,15,25,25,20,3,25,40,20,3,2,2,5
"b9CoBZdE1dRpzYftOrE2yXFZxW","M0Dqk0rDjDcoYlYJ3Kw1lmOkiK",4391719,698,FALSE,205417,35,15,25,25,20,3,24,40,20,3,4,2,5
"fKyu5qyHKrGbQNZ5V22Ujidtu2","hiJoHzKLYjGY0JOiARP5m6lbVg",4044572,559,FALSE,263425,35,15,24,24,20,3,25,40,60,1,2,2,5
"kjTfRJQho7ynOHWmgLuFGqcZAa","IOpQPKeWfLgMXsQrfjwfYZ5tc6",5795594,1316,TRUE,301035,35,10,25,25,20,3,24,40,20,3,4,2,NA
"HzkqNoBV9xN7djmp8KYHcQGVQT","1Sp5zDi3qg4ZGnrcSqpE2aNB9b",5099066,1168,FALSE,262054,35,10,25,25,20,3,24,40,20,3,4,2,5
"FVXXyUR8N57I32gsI0a7uQIcQ7","Qo95KXpFeDgJOX6oz5QnQ5Xf35",576035,42,FALSE,140386,35,15,25,25,20,3,23,40,20,1,2,2,3
"FuMnwfdgQxu7LrKtZgvslbjX9q","FsRAkyh2QmFxSKLGPJQSEf5Fkw",3227946,649,FALSE,286424,35,15,25,10,20,2,28,50,0,3,3,2,5
"M3QkqwsGG89cfZHwg8LJX8Bq8F","MGKIYt4eIYkJpObmAND5CF3F2P",7880481,1305,FALSE,215517,35,15,24,26,20,3,25,40,10,4,4,2,5
"oeHqGz00MABds0ueuvAhHv2B7f","WElEQnWexhxe01Pcg5uStXZHpg",1169438,68,FALSE,288280,35,15,25,25,20,3,24.5,40,20,3,2,2,5
"MNyIE31KbTEqCZOUsiD7W0U3Fe","VCCySxh2dWTl7lzcapNNUER6eH",888590,29,TRUE,301001,20,30,50,50,20,3,25,40,30,1,NA,NA,NA
"F1jX5a1fyhOmMSGGJ09OiO1Fjy","CAYe2jSag9ihrsM3ohgAjMimmI",3172522,776,FALSE,248064,35,15,25,25,20,3,25,40,20,3,4,2,5
"XyLJWymItQkYtW0DIEV6NehQSR","boTbQhPLtYJwa0MUE3sTJLQuVd",5229391,1245,FALSE,229439,35,15,25,25,20,3,24,40,10,3,4,2,5
"gAE2vR87PHDrVwMvMSPhZ6AYWV","OtXMagMMs2jN8QtkrIBfz1hqOB",3617065,875,FALSE,280183,35,5,25,25,20,3,25,40,60,1,2,2,5
"44xwQio3fW3tYg3htRNjpHY5VQ","CEzDa8gx1mNJmyhsUKB4QZAook",10682938,984,FALSE,278315,35,15,25,25,20,3,29,40,20,3,4,2,50
"p5bY6MRaajBlnoMdRAvyO5gMIh","FlM4FSUMkEHPKmT4SX01bQ7Xr5",2756446,619,TRUE,301002,35,15,25,25,20,3,26,40,20,3,2,NA,NA
"KUD1kf6hnb3NShner2z1iesdGV","v0Jaq1J5Utn3cYRbPzF62YtBu4",3289676,777,FALSE,261335,35,15,25,25,20,3,25,40,20,3,2,2,5
"la8x8AdnYUHaEan01UUEsEl0S7","Dd6CRALvZox8EUK5YId54RXGxX",3056306,521,TRUE,301002,35,15,25,25,20,3,25,40,20,3,NA,NA,NA
"CftPJFR3yijEMNwpuvLEHE8vV1","vZkqmFf0VCMU02BsS1m8sDjvr4",1729274,89,TRUE,301008,35,15,50,20,15.5,4,25,60,40,1,NA,NA,NA
"a19rHSdiFVGUooGIpt4JTlm8rU","E25AjyyKxoktoEdibQFPF6E1rz",263993224,157,FALSE,234152,35,15,25,25,20,3,25,40,10,3,4,2,5
"1ZpoTHwtV5ZupDMh0yOraaMYTG","nmia5NKdcaSuqrD5c2ApVcJJIK",290755,12,FALSE,278034,35,15,25,25,20,3,24,40,20,3,4,2,5
"3RiQtKgue68aiSeE0OqmSYWM5a","qfvdLYQenf8oBTTHc7VhZlZIle",3014399,767,FALSE,262065,35,10,25,25,20,1,25,40,20,1,2,2,5
"nPHlI0wMezMlr4dlNlYp3MfY8E","fEiTjWQ7jfEGhhS73FOiDHRyB5",5187425,1278,FALSE,272420,35,15,25,25,20,3,25,40,20,3,2,1,5
"4OtEHqpMuSDZL9IlNUTQwhtVKj","IljlldU2Pt6Yj9c0qBQjY8gC1m",5913655,1258,FALSE,141023,35,15,25,25,20,3,25,40,20,3,4,2,5
"h5ksrMHPeb25v21INaHw13aWWi","2JXgRlYwKeCSyD9HJW8hVvU49P",3447154,1244,FALSE,189645,35,15,25,25,20,3,25,40,20,1,4,2,50
"iryqg2FDANfoL7xlBeKUYDqcKu","kMAtu3vc91n4MrYr0lZj27cNEv",4651643,587,FALSE,288264,35,15,25,25,22,2,25,40,20,3,2,2,5
"tVl9wKrTWCE8Y7ijKl9xEdIaND","qn3ywZ2DX9iI7gXCN8lst4on5p",4255014,584,TRUE,301001,35,15,25,25,20,3,25,40,60,2,2,2,5
"YJ63tjptRqcgtWZK5dl5LsZEXS","cONWMmBv3AwE6ynqBSfc3XkZcy",3564941,268,TRUE,301003,35,15,25,25,20,3,25,40,20,3,4,2,NA
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",3563080,1129,FALSE,198692,35,15,25,25,20,3,24,40,20,1,4,2,50
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",328263,12,TRUE,301001,35,15,25,25,20,3,25,40,20,1,4,2,NA
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",3799422,696,FALSE,210592,35,15,25,25,20,3,25,40,20,3,2,2,5
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",717350,43,FALSE,258353,35,5,23,26,20,3,24,40,20,3,4,2,5
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",3194768,881,FALSE,239847,35,15,25,25,20,3,24,60,20,3,2,2,5
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",2628334,693,FALSE,287135,35,15,25,25,20,3,25,40,20,3,2,2,50
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",1325795,388,FALSE,295155,35,20,25,25,19,3,23.5,40,10,3,4,2,5
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",335849,17,TRUE,301002,35,15,25,25,20,3,25,40,20,1,2,NA,NA
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",4546229,1196,FALSE,249428,35,15,48,52,20,1,25,40,60,1,2,2,5
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",3634547,542,FALSE,277027,35,15,25,25,20,3,23,40,20,2,2,2,7
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",1809780,428,FALSE,205794,35,15,25,25,20,3,24,40,20,3,4,2,5
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",730336,42,FALSE,244378,35,15,25,25,22,3,25,40,20,3,4,2,5
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",62352589,317,FALSE,195574,35,10,25,25,20,3,25,40,20,2,2,2,50
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",879246,113,FALSE,121743,35,15,25,25,20,3,25,40,20,3,2,2,5
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",385068,26,FALSE,197393,35,15,25,50,20,3,24,40,20,3,2,2,5
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",392501,12,FALSE,280282,35,15,25,25,20,1,24,40,20,3,2,2,5
"85NNhQePhWcSB5Ef9IFwrwGzvx","A84i9wwV5F7sshxxEoZqL4VD9a",3073750,1163,FALSE,184834,35,30,25,24,20,3,25,40,10,3,3,2,5
"W59mVhF5kGd45pUCOIzlEBA0k6","W2cpyQo2l4Lyu6QbxnV6Avhd8p",586372,26,TRUE,301288,35,5,25,25,19,3,2.5,40,20,3,2,2,50
"DCe2tkT5AzEOIPkCCBL1XSUl2o","mFyRf8ynM6MfSNA0RIkF7xwg34",3968557,1262,FALSE,122652,35,15,25,25,20,3,25,40,10,1,2,2,5
"Np9xBdnXrqDKe1Mr2PbhL3eUe4","qbC9vrXvQyPgnFoFAThk9G65Ta",705660,366,FALSE,270682,35,15,25,25,20,3,25,40,20,1,4,2,5
"WcEJzYU0i1JS6CwcuEDO43YjmG","R87PrO8zR1kUpX2DgQ08f2uVJs",5950966,1328,FALSE,256953,35,15,25,25,20,3,25,40,20,3,2,2,50
"SaCxndCwwj1N4FnXUGloAFFobG","lMchLhGJH7uqUUKj8nNy2BWxZI",3907089,1318,FALSE,280671,35,15,25,25,20,3,25,40,20,2,1,2,70
"xs5M9JXx5a1mSn9a7En1uZJIid","8YjhhzEumRNrLDamlBV5NgPg2b",5223502,1300,TRUE,301001,35,15,25,25,20,3,24,40,20,3,4,2,5
"py7jbxE4VPFG6MqqZSDhfuGTDs","iAjgDJyknx6FECz6BN4vSoWk5l",769160,36,FALSE,261937,35,15,25,25,20,3,24,40,20,1,2,2,5
"XYoAnrXUalcnsUsBaTB4h3CRRF","Q8CauJhPdz7CWELyw7BZqzw9MC",2925101,70,TRUE,301000,35,15,25,25,20,3,27,40,20,NA,NA,NA,NA
"7Lo50E1KVghqWLVlE2E9UJwEs3","D30k2rrEimAfytQeP6qh1RWsWr",588392,18,FALSE,291517,35,15,25,25,20,3,25,40,20,3,4,2,5
"xZW1wy9omocnP9BGw5v4I2ogM8","YNPokR6etVGCpVOyxzAE966cFP",3419765,1123,FALSE,285023,35,15,25,25,20,3,254,40,20,4,2,2,50
"ymgenUEBtOds3Drr2Ca6mdi0RU","9vMcwaJ1au7SJ8Diicyuq88mHn",2673960,1154,FALSE,150897,35,10,25,25,20,3,24,40,10,2,2,2,5
"wOISDZ8vBL1ppIeW2045LrerkE","fURfEbQhpuBWm5QHCyIl0gxaoC",3813304,749,FALSE,290664,35,5,45,45,24,4,23,46,63,1,4,1,33
"eCKfWPXWkRiVuq2kkuIbx1yRGu","7oeGupasggg4JbOgD1VsQa7Rav",95455103,127,TRUE,300999,35,15,25,25,20,3,24,40,20,3,2,2,NA
"a4Q52JjaFUDKIfJLEVZIhEE7kN","0r3D82bhnhrXmGuWWd80BtqU6W",3237608,645,FALSE,260916,35,15,25,25,20,3,25,40,20,3,2,2,5
"ltoSq8KHmp8mwGFWsxU8IWO6tD","0MEIspcR0EPvJBByReahvWlLxa",1370669,688,FALSE,233569,35,10,25,2520,20,3,24,40,20,1,2,2,5
"YJK8dIrX6UyhA3Si9oOcCZjAOY","wLspL8wSnK1Bk4dCnkqWn23vDM",4981337,1315,FALSE,170797,35,15,25,25,20,3,24,40,20,3,4,2,5
"ShOqtka9hBXBcV86RDxKNKbUvv","lPgGbZYhQIgrk087oLJ80bsES6",195894,12,FALSE,173839,35,15,25,25,20,3,25,40,20,3,2,2,5
"B0Ql7N8xcM4tYXiFxu1XuUpbgP","zTzWlIqsaixmzgOW3qRaim2aIo",373952,18,FALSE,238884,35,15,25,25,19,3,25,40,60,1,2,2,5
"kf9NAQaqzk77HcPbq0DI2ga0AG","Nob8G3UE5wfGCnP1t8l0xKq9M8",5065442,1325,TRUE,301001,35,10,25,10,20,3,25,40,20,3,3,2,7
"ej51TZSS31SzLdNOEOsvRfqW94","SkjiokcCTXKRm0Iusa5pQAY2W0",1764123,183,FALSE,225759,35,15,25,25,20,2,24,40,20,1,2,1,50
"sfSsH6WXHt4x9DkL6MOfvTpgni","LQFDz2avuDpzFtEeDrUSoyXwjL",2810281,1164,FALSE,166688,35,15,25,25,20,3,25,40,20,1,2,2,50
"Mw8OshkcRay9bkaPYocdIKTc6S","U3DJ3Hd3JMsqXmi9J1npivvsrt",1840866,484,FALSE,182684,35,15,24,25,20,3,25,40,20,3,4,2,50
"tQ5OKZAAc3cxuXpc6pc61fNUez","x1aIQYsX4zxNmxCrWr9XcsZ8CQ",3218178,722,FALSE,187783,35,15,25,25,20,3,24,40,20,3,2,2,5
"2HP5i426Yn85eYrxkfzNiY2Hnh","nLt4rTCoNZZyMvbMidnvaiSgGx",1914759,168,FALSE,250537,35,1525,25,25,20,3,25,40,60,3,2,2,5
"kYrqtLvACktr7uDAUd4x7Qg9X5","RYEBwRXBueZ9yzy8EB0EJZKUw1",2687015,227,FALSE,255114,35,15,25,25,20,3,25,40,20,2,2,2,5
"mAJ6Q8hXkk3N36SATgPIaTluPr","OZ3Ft6EfLHjGMyy7dxsDTaEtYT",2845907,1205,FALSE,241903,35,30,50,50,20,2,25,40,20,1,2,1,50
"lQXvpDsk81UCBfymYedDgwuBk4","I25VViAcsGESNWjXG35JKBRZl8",4106505,742,FALSE,288404,35,15,25,25,19,3,24,40,60,4,2,2,50
"3QLtxVOUyNYm5U3Keh4K9HgkQT","kASBZNTBNqiwI9f7HFrQ3e9xcD",5367003,1319,FALSE,254963,35,15,25,25,20,3,25,40,20,3,4,2,50
"QAcxnX5whLezD6eIXggzl4ullf","gLi3yZKn98si2YTkxPU3r0QsaO",2261547,718,FALSE,185776,35,1525,25,25,20,3,25,40,20,3,2,2,5
"oYAkY64ZPxVP8jZXPLzoWR1TIF","SfqBDAIQ3HEs3eADgQvCVZvKn9",639747,595,FALSE,136672,35,15,25,25,20,1,26,40,20,1,2,2,50
"i5UFDkXnaRVysYE6L1vvl2d9bc","NGezATtrOcBeAmtPtCPvPw05jt",328236,12,FALSE,278653,35,15,25,25,20,2,24,40,20,3,2,2,5
"iaPzG0A5rMoHOvJtyXEIWXHKDL","so54lDZcOy2uslGemorHUC5JMK",1938328,644,FALSE,300741,35,15,25,25,20,3,24,40,20,3,4,2,5
"WoXID0e60IrzLgZLJTAzWgmSW6","LLry75Eo29WsNj223SdFYPW8hd",1970635,484,FALSE,187854,35,15,25,25,20,3,25,40,20,3,4,2,5
"bwAULxMY0L3SOhm8qpne9PSsQm","sNYvna977YhnlTsjxZeTPjaIIb",5241141,1219,FALSE,278219,35,15,25,25,20,3,25,40,20,3,4,2,5
"h7IGMblze4pzx90AIOtKmypykJ","jUAwoLEacSsegiUBDAsxHfL6u9",768203,366,FALSE,274616,35,15,25,25,18,1,25,40,20,3,2,3,5
"RG5rAKXpPZmVtoqMNOtz3ueiqJ","6ucegX3cyMBSuDT4zjoQXEKILb",200491,12,FALSE,182449,35,15,25,25,20,3,25,40,20,3,4,2,5
"WHXNDeR81qN9QnztFhsE8rEyGB","z3mRrpdwqspCFavFAx5nIFz7lK",2657130,449,TRUE,301000,35,15,25,25,20,3,25,40,10,3,NA,NA,NA
"FRfSS395qilOmE8PV7CzzzunT4","OG1E4TFs0iIUfY7IDLJE652nUj",244914,12,FALSE,221197,35,15,25,25,20,3,24,40,20,3,4,2,5
"MZD1woFNVuMp7ONLMtXW39RH56","Fwo983oJsLXoinAcFQBqgNnKRP",1702867,1072,FALSE,137615,35,15,25,25,20,3,25,40,20,3,2,2,5
"fdhE1rz3Dp82IqkvQoJzNgeKnK","01tEigZcHJ3I6EtIzSpqWbZTAO",1612578,143,TRUE,301045,35,75,25,25,75,2,75,40,20,1,2,2,5
"Yrjye41coTNZrLhSpwCKRX0Xx9","JRBGy47P5p2DArXUaPuIUtq8W5",1197576,26,TRUE,443994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ismtccbpw2J4d0HWHTJoHAvohW","oo3qxBYEnbQuOo50n2zDg5mNty",3789839,1177,FALSE,291634,35,15,25,25,20,3,25,40,60,3,2,2,5
"2fpXdYtjQfN3Qk8xQsh2fxhxut","MPbZok7UGutAFNPAGSo43Zyode",2745825,683,FALSE,196539,35,15,25,25,20,3,24,40,20,3,4,2,5
"fQmMgbOfbpK6PH8CaDh057lGp7","JRuutOMzd2Zm0C1gchrxAz91Do",1178903,56,TRUE,300996,35,15,25,35,20,4,25,25,20,2,2,NA,NA
"4dJPVMak0QqVxygHG63Xpuqvwh","09s3r2wumZGnS24xpl1TY5jIeS",2015089,164,FALSE,243463,35,15,25,25,20,3,25,40,20,1,2,2,50
"oyxOR55cQDXeapBsc3fZaDDO3f","0p5KqvyZXcB94x34bShRDayihO",1047110,68,TRUE,301002,35,15,25,25,20,3,25,40,20,1,NA,NA,NA
"p0OTM2UYxRVodD2GSjMf9yFcnz","YrNXDVll2n0sfdiznlvYI9DuJC",4615982,520,FALSE,253849,35,15,25,25,20,3,25,40,20,1,2,2,5
