"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","trial_name","rt","ns_id","ns_response","wave","correct_answer","correct"
"2TBHnZOJUYj0MYZrQRly55DXIe","FnXNJBhxBqrUUwhvzdcOISzDMd",2846414,738,FALSE,"number_series_test_trial",24239,"NS_9","10/16","3.0","12/16",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",820447,605,FALSE,"number_series_test_trial",11189,"NS_1","2","2.0","-2",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",849921,606,FALSE,"number_series_test_trial",29468,"NS_2","26","2.0","28",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",864626,607,FALSE,"number_series_test_trial",14700,"NS_3","20","2.0","64",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",895637,608,TRUE,"number_series_test_trial",31003,"NS_4",NA,"2.0","29",NA
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",926642,609,TRUE,"number_series_test_trial",30991,"NS_5",NA,"2.0","8/16",NA
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",935676,610,FALSE,"number_series_test_trial",9023,"NS_6","109","2.0","165",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",943828,611,FALSE,"number_series_test_trial",8146,"NS_7","4","2.0","43",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",954874,612,FALSE,"number_series_test_trial",11041,"NS_8","8800","2.0","8900",0
"4dlMkaMkKa009NZWAw1iqBcwPi","gYP0jhFCWEXP0ZjkDfhbGvpP8p",967871,613,FALSE,"number_series_test_trial",12991,"NS_9","10/12","2.0","12/16",0
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",576431,47,FALSE,"number_series_test_trial",23423,"NS_1","2","3.0","-2",0
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",591717,48,FALSE,"number_series_test_trial",15283,"NS_2","28","3.0","28",1
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",622723,49,TRUE,"number_series_test_trial",31001,"NS_3","27","3.0","64",0
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",653725,50,TRUE,"number_series_test_trial",31000,"NS_4",NA,"3.0","29",NA
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",676687,51,FALSE,"number_series_test_trial",22958,"NS_5","10/1","3.0","8/16",0
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",692622,52,FALSE,"number_series_test_trial",15930,"NS_6","133","3.0","165",0
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",723625,53,TRUE,"number_series_test_trial",31000,"NS_7",NA,"3.0","43",NA
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",745324,54,FALSE,"number_series_test_trial",21696,"NS_8","8000","3.0","8900",0
"HSoSwwbH35lqpoIXceM6dQWjth","gchtcxT3Y6Z9Elqc8S8pX46WEj",772895,55,FALSE,"number_series_test_trial",27568,"NS_9","12/16","3.0","12/16",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",38438,12,FALSE,"number_series_test_trial",6416,"NS_1","-2","2.0","-2",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",45700,13,FALSE,"number_series_test_trial",7256,"NS_2","28","2.0","28",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",52602,14,FALSE,"number_series_test_trial",6897,"NS_3","64","2.0","64",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",67371,15,FALSE,"number_series_test_trial",14766,"NS_4","29","2.0","29",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",89859,16,FALSE,"number_series_test_trial",22482,"NS_5","8/16","2.0","8/16",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",120867,17,TRUE,"number_series_test_trial",31002,"NS_6",NA,"2.0","165",NA
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",149322,18,FALSE,"number_series_test_trial",28451,"NS_7","41","2.0","43",0
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",169724,19,FALSE,"number_series_test_trial",20398,"NS_8","8900","2.0","8900",1
"3y3YlXMmKNewtENV4M3R0mpOWb","uhrq8s6KBRDC4bjbyKcKBvqCfj",200577,20,FALSE,"number_series_test_trial",30848,"NS_9","9/15","2.0","12/16",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",507391,588,FALSE,"number_series_test_trial",25176,"NS_1","-2","2.0","-2",1
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",514780,589,FALSE,"number_series_test_trial",7385,"NS_2","28","2.0","28",1
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",529794,590,FALSE,"number_series_test_trial",15012,"NS_3","66","2.0","64",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",547634,591,FALSE,"number_series_test_trial",17837,"NS_4","30","2.0","29",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",566506,592,FALSE,"number_series_test_trial",18868,"NS_5","8/14","2.0","8/16",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",595623,593,FALSE,"number_series_test_trial",29113,"NS_6","150","2.0","165",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",626626,594,TRUE,"number_series_test_trial",31000,"NS_7",",10","2.0","43",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",640082,595,FALSE,"number_series_test_trial",13453,"NS_8","8950","2.0","8900",0
"0cxe8fZLamHcc6kdd4QgXwISRo","xgRvBq6DowZ5suFssc0zjulHVw",650565,596,FALSE,"number_series_test_trial",10480,"NS_9","12/18","2.0","12/16",0
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",3952231,1289,FALSE,"number_series_test_trial",15279,"NS_1","-2","2.0","-2",1
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",3963743,1290,FALSE,"number_series_test_trial",11506,"NS_2","28","2.0","28",1
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",3978622,1291,FALSE,"number_series_test_trial",14874,"NS_3","60","2.0","64",0
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",3993830,1292,FALSE,"number_series_test_trial",15204,"NS_4","29","2.0","29",1
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",4012262,1293,FALSE,"number_series_test_trial",18426,"NS_5","10/16","2.0","8/16",0
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",4027670,1294,FALSE,"number_series_test_trial",15404,"NS_6","120","2.0","165",0
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",4053367,1295,FALSE,"number_series_test_trial",25691,"NS_7","40","2.0","43",0
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",4067240,1296,FALSE,"number_series_test_trial",13868,"NS_8","8891","2.0","8900",0
"sbHdu8GGTMOpO46g343rinHq9e","Yuymk052ketbug7RWOBlrlxZCR",4083503,1297,FALSE,"number_series_test_trial",16258,"NS_9","10/16","2.0","12/16",0
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2169627,684,FALSE,"number_series_test_trial",6689,"NS_1","0","3.0","-2",0
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2177472,685,FALSE,"number_series_test_trial",7838,"NS_2","28","3.0","28",1
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2200966,686,FALSE,"number_series_test_trial",23487,"NS_3","64","3.0","64",1
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2211761,687,FALSE,"number_series_test_trial",10789,"NS_4","29","3.0","29",1
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2236063,688,FALSE,"number_series_test_trial",24296,"NS_5","1/10","3.0","8/16",0
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2262923,689,FALSE,"number_series_test_trial",26852,"NS_6","150","3.0","165",0
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2273958,690,FALSE,"number_series_test_trial",11028,"NS_7","41","3.0","43",0
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2291598,691,FALSE,"number_series_test_trial",17634,"NS_8","8900","3.0","8900",1
"G5ZBpCO4zXZko6cqwrVDNbgyix","6c5pPqKHgHpEbMwUvUzX7S8n0P",2322618,692,TRUE,"number_series_test_trial",31015,"NS_9","10/16","3.0","12/16",0
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3149630,184,TRUE,"number_series_test_trial",30999,"NS_1","-2","2.0","-2",1
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3175104,185,FALSE,"number_series_test_trial",25469,"NS_2","28","2.0","28",1
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3206108,186,TRUE,"number_series_test_trial",30999,"NS_3","6","2.0","64",0
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3237116,187,TRUE,"number_series_test_trial",31002,"NS_4",NA,"2.0","29",NA
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3268125,188,TRUE,"number_series_test_trial",31004,"NS_5","8/","2.0","8/16",0
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3299135,189,TRUE,"number_series_test_trial",31005,"NS_6",NA,"2.0","165",NA
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3330139,190,TRUE,"number_series_test_trial",30999,"NS_7","10","2.0","43",0
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3361142,191,TRUE,"number_series_test_trial",30999,"NS_8","8900","2.0","8900",1
"7nlmw3BdK1kwluT1CwmeYU4H3t","3Ws72JzQDpeL7aca4aLpGJYW6U",3392151,192,TRUE,"number_series_test_trial",31003,"NS_9","10/24","2.0","12/16",0
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3241322,614,FALSE,"number_series_test_trial",26307,"NS_1","-2","3.0","-2",1
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3266702,615,FALSE,"number_series_test_trial",25376,"NS_2","27","3.0","28",0
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3297708,616,TRUE,"number_series_test_trial",31001,"NS_3",NA,"3.0","64",NA
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3316554,617,FALSE,"number_series_test_trial",18838,"NS_4","29","3.0","29",1
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3331651,618,FALSE,"number_series_test_trial",15091,"NS_5","6/7","3.0","8/16",0
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3342787,619,FALSE,"number_series_test_trial",11131,"NS_6","161","3.0","165",0
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3353303,620,FALSE,"number_series_test_trial",10514,"NS_7","5","3.0","43",0
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3363427,621,FALSE,"number_series_test_trial",10122,"NS_8","8000","3.0","8900",0
"NZN7BcYRtWqW3CM7xNuzZODHlk","gQB4z0c4GcKMyWCqoeT3OkDbY5",3375654,622,FALSE,"number_series_test_trial",12223,"NS_9","10/20","3.0","12/16",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1154750,658,FALSE,"number_series_test_trial",11986,"NS_1","-2","3.0","-2",1
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1165884,659,FALSE,"number_series_test_trial",11124,"NS_2","28","3.0","28",1
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1175855,660,FALSE,"number_series_test_trial",9946,"NS_3","55","3.0","64",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1189345,661,FALSE,"number_series_test_trial",13472,"NS_4","30","3.0","29",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1206313,662,FALSE,"number_series_test_trial",16949,"NS_5","4/1","3.0","8/16",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1221271,663,FALSE,"number_series_test_trial",14937,"NS_6","160","3.0","165",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1241138,664,FALSE,"number_series_test_trial",19850,"NS_7","33","3.0","43",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1260739,665,FALSE,"number_series_test_trial",19588,"NS_8","8888","3.0","8900",0
"v0xHEZJAnH2hBk7KYt5bJ1pphi","VOAtYbTmZlnKDgOVm2PkI5RahV",1291440,666,FALSE,"number_series_test_trial",30681,"NS_9","9/12","3.0","12/16",0
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",390022,78,FALSE,"number_series_test_trial",11011,"NS_1","-2","3.0","-2",1
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",398096,79,FALSE,"number_series_test_trial",8073,"NS_2","28","3.0","28",1
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",417727,80,FALSE,"number_series_test_trial",19629,"NS_3","64","3.0","64",1
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",443592,81,FALSE,"number_series_test_trial",25863,"NS_4","29","3.0","29",1
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",474597,82,TRUE,"number_series_test_trial",30999,"NS_5","10/16","3.0","8/16",0
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",499515,83,FALSE,"number_series_test_trial",24913,"NS_6","139","3.0","165",0
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",530520,84,TRUE,"number_series_test_trial",31001,"NS_7","37","3.0","43",0
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",561522,85,TRUE,"number_series_test_trial",30997,"NS_8","8990","3.0","8900",0
"pdNlWr7CTQH6apW74umDCdw3QH","IGqVvD0WJFumEtCL7RxFVWXpCx",592526,86,TRUE,"number_series_test_trial",31001,"NS_9","9/","3.0","12/16",0
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1595462,86,FALSE,"number_series_test_trial",14706,"NS_1","-2","2.0","-2",1
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1605407,87,FALSE,"number_series_test_trial",9939,"NS_2","28","2.0","28",1
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1629140,88,FALSE,"number_series_test_trial",23730,"NS_3","64","2.0","64",1
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1651085,89,FALSE,"number_series_test_trial",21942,"NS_4","29","2.0","29",1
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1682105,90,TRUE,"number_series_test_trial",31016,"NS_5",NA,"2.0","8/16",NA
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1709563,91,FALSE,"number_series_test_trial",27448,"NS_6","150","2.0","165",0
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1733640,92,FALSE,"number_series_test_trial",24051,"NS_7","43","2.0","43",1
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1751609,93,FALSE,"number_series_test_trial",17966,"NS_8","8900","2.0","8900",1
"1qqyj3uwoGDwVUhFSx8uq9XZ2k","qTJTU6gD2FrZilbvUUlYY1MzBZ",1782624,94,TRUE,"number_series_test_trial",31010,"NS_9",NA,"2.0","12/16",NA
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4269855,1315,FALSE,"number_series_test_trial",6037,"NS_1","-2","2.0","-2",1
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4278278,1316,FALSE,"number_series_test_trial",8416,"NS_2","27","2.0","28",0
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4284066,1317,FALSE,"number_series_test_trial",5782,"NS_3","64","2.0","64",1
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4301976,1318,FALSE,"number_series_test_trial",17903,"NS_4","29","2.0","29",1
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4326246,1319,FALSE,"number_series_test_trial",24264,"NS_5","8/16","2.0","8/16",1
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4343430,1320,FALSE,"number_series_test_trial",17178,"NS_6","108","2.0","165",0
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4367857,1321,FALSE,"number_series_test_trial",24421,"NS_7","43","2.0","43",1
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4379269,1322,FALSE,"number_series_test_trial",11405,"NS_8","8900","2.0","8900",1
"bdQFUzfoOeMyBEsjMxPAOHZnTY","XF0V7cturAS9F8mNdu3yzhN2oM",4398615,1323,FALSE,"number_series_test_trial",19340,"NS_9","12/16","2.0","12/16",1
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5127754,1301,FALSE,"number_series_test_trial",17992,"NS_1","-2","2.0","-2",1
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5142581,1302,FALSE,"number_series_test_trial",14825,"NS_2","28","2.0","28",1
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5169549,1303,FALSE,"number_series_test_trial",26967,"NS_3","62","2.0","64",0
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5183946,1304,FALSE,"number_series_test_trial",14396,"NS_4","29","2.0","29",1
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5214956,1305,TRUE,"number_series_test_trial",31008,"NS_5","8/","2.0","8/16",0
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5226564,1306,FALSE,"number_series_test_trial",11606,"NS_6","166","2.0","165",0
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5257574,1307,TRUE,"number_series_test_trial",31009,"NS_7",NA,"2.0","43",NA
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5285780,1308,FALSE,"number_series_test_trial",28205,"NS_8","8900","2.0","8900",1
"gtPUi7sqEEoHOD7DLj5gzQtsgx","YFRGdzpKbz8pHYylmbZj99Wl6Y",5307659,1309,FALSE,"number_series_test_trial",21878,"NS_9","10/14","2.0","12/16",0
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4894122,1295,FALSE,"number_series_test_trial",11952,"NS_1","-2","2.0","-2",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4900386,1296,FALSE,"number_series_test_trial",6261,"NS_2","28","2.0","28",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4905710,1297,FALSE,"number_series_test_trial",5322,"NS_3","64","2.0","64",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4918046,1298,FALSE,"number_series_test_trial",12334,"NS_4","29","2.0","29",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4934598,1299,FALSE,"number_series_test_trial",16550,"NS_5","8/16","2.0","8/16",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4965602,1300,TRUE,"number_series_test_trial",31002,"NS_6",NA,"2.0","165",NA
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4978023,1301,FALSE,"number_series_test_trial",12416,"NS_7","43","2.0","43",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",4993634,1302,FALSE,"number_series_test_trial",15610,"NS_8","8900","2.0","8900",1
"PCJOjPEaFjLMSe7X9TUJRlYxCO","Q4c3Ro9t0pH3N52IFYg4rAlJy3",5014458,1303,FALSE,"number_series_test_trial",20822,"NS_9","12/16","2.0","12/16",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2435657,901,FALSE,"number_series_test_trial",12101,"NS_1","-2","3.0","-2",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2445701,902,FALSE,"number_series_test_trial",10042,"NS_2","28","3.0","28",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2454530,903,FALSE,"number_series_test_trial",8827,"NS_3","64","3.0","64",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2472025,904,FALSE,"number_series_test_trial",17494,"NS_4","29","3.0","29",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2495162,905,FALSE,"number_series_test_trial",23136,"NS_5","8/16","3.0","8/16",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2518221,906,FALSE,"number_series_test_trial",23057,"NS_6","160","3.0","165",0
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2538322,907,FALSE,"number_series_test_trial",20100,"NS_7","40","3.0","43",0
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2552805,908,FALSE,"number_series_test_trial",14481,"NS_8","8900","3.0","8900",1
"IeeHxA8B20Qf7dqBptd23gQsws","BbavLZZuyTjAlJ3irPLXLzxY2S",2576808,909,FALSE,"number_series_test_trial",24001,"NS_9","12/16","3.0","12/16",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4666067,1219,FALSE,"number_series_test_trial",15276,"NS_1","-2","3.0","-2",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4675061,1220,FALSE,"number_series_test_trial",8989,"NS_2","28","3.0","28",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4681539,1221,FALSE,"number_series_test_trial",6469,"NS_3","64","3.0","64",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4703299,1222,FALSE,"number_series_test_trial",21756,"NS_4","29","3.0","29",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4734306,1223,TRUE,"number_series_test_trial",31003,"NS_5","8/","3.0","8/16",0
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4765310,1224,TRUE,"number_series_test_trial",30998,"NS_6","168","3.0","165",0
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4785533,1225,FALSE,"number_series_test_trial",20217,"NS_7","43","3.0","43",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4808277,1226,FALSE,"number_series_test_trial",22734,"NS_8","8900","3.0","8900",1
"G0APNAVl50xWcSR7tOqyClaPyf","tDIJczWs5A7dVr8ZfcMvamgv8R",4839282,1227,TRUE,"number_series_test_trial",30993,"NS_9","1","3.0","12/16",0
"9BIZx07jE4Ef90AedDSlXVBssn","OaXvKNf7npnHMWemsmQPyaw6RU",4595385,1228,FALSE,"number_series_test_trial",28201,"NS_1","-2","2.0","-2",1
"9BIZx07jE4Ef90AedDSlXVBssn","OaXvKNf7npnHMWemsmQPyaw6RU",4608702,1229,FALSE,"number_series_test_trial",13315,"NS_2","28","2.0","28",1
