"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","trial_name","rt","ns_id","ns_response","wave","correct_answer","correct"
"YJ63tjptRqcgtWZK5dl5LsZEXS","cONWMmBv3AwE6ynqBSfc3XkZcy",4613559,886,TRUE,"number_series_test_trial",31008,"NS_6",NA,"3.0","165",NA
"YJ63tjptRqcgtWZK5dl5LsZEXS","cONWMmBv3AwE6ynqBSfc3XkZcy",4644560,887,TRUE,"number_series_test_trial",31000,"NS_7",NA,"3.0","43",NA
"YJ63tjptRqcgtWZK5dl5LsZEXS","cONWMmBv3AwE6ynqBSfc3XkZcy",4660800,888,FALSE,"number_series_test_trial",16238,"NS_8","8900","3.0","8900",1
"YJ63tjptRqcgtWZK5dl5LsZEXS","cONWMmBv3AwE6ynqBSfc3XkZcy",4691802,889,TRUE,"number_series_test_trial",31000,"NS_9",NA,"3.0","12/16",NA
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4581540,1310,FALSE,"number_series_test_trial",9551,"NS_1","-2","3.0","-2",1
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4589350,1311,FALSE,"number_series_test_trial",7806,"NS_2","28","3.0","28",1
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4619744,1312,FALSE,"number_series_test_trial",30391,"NS_3","64","3.0","64",1
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4636081,1313,FALSE,"number_series_test_trial",16336,"NS_4","27","3.0","29",0
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4667083,1314,TRUE,"number_series_test_trial",31001,"NS_5",NA,"3.0","8/16",NA
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4688790,1315,FALSE,"number_series_test_trial",21705,"NS_6","150","3.0","165",0
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4704222,1316,FALSE,"number_series_test_trial",15431,"NS_7","32","3.0","43",0
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4713941,1317,FALSE,"number_series_test_trial",9717,"NS_8","8900","3.0","8900",1
"NCKDXsjU7cHV4OrBkf6dv3smaO","AHVzoLSNCqK4SxWjh4Y0wO47LZ",4740759,1318,FALSE,"number_series_test_trial",26817,"NS_9","12/16","3.0","12/16",1
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",21986930,1300,FALSE,"number_series_test_trial",28074,"NS_1","-2","2.0","-2",1
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22001127,1301,FALSE,"number_series_test_trial",14184,"NS_2","28","2.0","28",1
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22022061,1302,FALSE,"number_series_test_trial",20923,"NS_3","64","2.0","64",1
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22053060,1303,FALSE,"number_series_test_trial",30988,"NS_4","29","2.0","29",1
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22084090,1304,TRUE,"number_series_test_trial",31020,"NS_5",NA,"2.0","8/16",NA
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22115102,1305,TRUE,"number_series_test_trial",30999,"NS_6",NA,"2.0","165",NA
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22146110,1306,TRUE,"number_series_test_trial",30999,"NS_7",NA,"2.0","43",NA
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22167182,1307,FALSE,"number_series_test_trial",21064,"NS_8","8891","2.0","8900",0
"38UmwceLQSVBDc9Bq9NbqvPOgS","jhOicHQTnnC9ONtILniEzXbaYk",22198198,1308,TRUE,"number_series_test_trial",31004,"NS_9",NA,"2.0","12/16",NA
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1197338,219,FALSE,"number_series_test_trial",15682,"NS_1","-2","2.0","-2",1
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1208817,220,FALSE,"number_series_test_trial",11473,"NS_2","28","2.0","28",1
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1235081,221,FALSE,"number_series_test_trial",26260,"NS_3","65","2.0","64",0
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1253619,222,FALSE,"number_series_test_trial",18533,"NS_4","29","2.0","29",1
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1284642,223,TRUE,"number_series_test_trial",31020,"NS_5",NA,"2.0","8/16",NA
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1316111,224,TRUE,"number_series_test_trial",31464,"NS_6",NA,"2.0","165",NA
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1334357,225,FALSE,"number_series_test_trial",18240,"NS_7","39","2.0","43",0
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1365364,226,TRUE,"number_series_test_trial",31002,"NS_8","8891","2.0","8900",0
"QriUwHaeUaMM3Ux3cw7VRWzQiC","ZtUuTYRxBhd2MarmT3LfgfrPwi",1390852,227,FALSE,"number_series_test_trial",25482,"NS_9","4/16","2.0","12/16",0
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",281645,28,FALSE,"number_series_test_trial",11567,"NS_1","-2","2.0","-2",1
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",289303,29,FALSE,"number_series_test_trial",7653,"NS_2","28","2.0","28",1
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",298237,30,FALSE,"number_series_test_trial",8930,"NS_3","64","2.0","64",1
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",321555,31,FALSE,"number_series_test_trial",23315,"NS_4","30","2.0","29",0
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",352723,32,TRUE,"number_series_test_trial",31165,"NS_5","8/1","2.0","8/16",0
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",384276,33,TRUE,"number_series_test_trial",31548,"NS_6","150","2.0","165",0
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",404836,34,FALSE,"number_series_test_trial",20556,"NS_7","43","2.0","43",1
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",427632,35,FALSE,"number_series_test_trial",22793,"NS_8","8900","2.0","8900",1
"JSDE68T8aypcDZUKRyPMs9hgmo","OlIauVEMOom9i0By7dazbTgyzH",458819,36,TRUE,"number_series_test_trial",31184,"NS_9","12/16","2.0","12/16",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",488672,48,FALSE,"number_series_test_trial",14109,"NS_1","-2","3.0","-2",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",496166,49,FALSE,"number_series_test_trial",7491,"NS_2","28","3.0","28",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",503170,50,FALSE,"number_series_test_trial",7000,"NS_3","64","3.0","64",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",515930,51,FALSE,"number_series_test_trial",12756,"NS_4","29","3.0","29",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",536130,52,FALSE,"number_series_test_trial",20197,"NS_5","8/16","3.0","8/16",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",567463,53,TRUE,"number_series_test_trial",31329,"NS_6",NA,"3.0","165",NA
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",589413,54,FALSE,"number_series_test_trial",21946,"NS_7","43","3.0","43",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",620695,55,TRUE,"number_series_test_trial",31280,"NS_8","8900","3.0","8900",1
"SaQlC9hE9OsuJq9ZSf2sTFXwUo","ZoGUMpREIM10KftnKX394qR68r",646168,56,FALSE,"number_series_test_trial",25468,"NS_9","10/14","3.0","12/16",0
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1287683,621,TRUE,"number_series_test_trial",30986,"NS_1",NA,"2.0","-2",NA
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1300348,622,FALSE,"number_series_test_trial",12654,"NS_2","28","2.0","28",1
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1309897,623,FALSE,"number_series_test_trial",9542,"NS_3","64","2.0","64",1
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1324563,624,FALSE,"number_series_test_trial",14656,"NS_4","29","2.0","29",1
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1355567,625,TRUE,"number_series_test_trial",30996,"NS_5",NA,"2.0","8/16",NA
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1384646,626,FALSE,"number_series_test_trial",29068,"NS_6","152","2.0","165",0
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1415654,627,TRUE,"number_series_test_trial",30996,"NS_7",NA,"2.0","43",NA
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1446660,628,TRUE,"number_series_test_trial",30993,"NS_8","8900","2.0","8900",1
"sTAZtqFJCtX8uoGNdvJTzcZ3qt","Kb1WCiE8CAicykh8IVC3yNAyBJ",1460208,629,FALSE,"number_series_test_trial",13533,"NS_9","12/14","2.0","12/16",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5067713,1223,FALSE,"number_series_test_trial",22266,"NS_1","-2","3.0","-2",1
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5085122,1224,FALSE,"number_series_test_trial",17400,"NS_2","25","3.0","28",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5100404,1225,FALSE,"number_series_test_trial",15271,"NS_3","64","3.0","64",1
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5115040,1226,FALSE,"number_series_test_trial",14629,"NS_4","30","3.0","29",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5146050,1227,TRUE,"number_series_test_trial",30998,"NS_5","3/1","3.0","8/16",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5167941,1228,FALSE,"number_series_test_trial",21882,"NS_6","168","3.0","165",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5187959,1229,FALSE,"number_series_test_trial",20009,"NS_7","36","3.0","43",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5210048,1230,FALSE,"number_series_test_trial",22079,"NS_8","8899","3.0","8900",0
"WSglRicKJJWdyrWzqLS3yN4nS4","BjGOFDQ3Rn6AlzG1ho97EBPu6j",5225699,1231,FALSE,"number_series_test_trial",15640,"NS_9","12/24","3.0","12/16",0
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4506362,1078,FALSE,"number_series_test_trial",23751,"NS_1","0","2.0","-2",0
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4525442,1079,FALSE,"number_series_test_trial",19072,"NS_2","28","2.0","28",1
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4556451,1080,TRUE,"number_series_test_trial",30998,"NS_3",NA,"2.0","64",NA
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4573885,1081,FALSE,"number_series_test_trial",17420,"NS_4","29","2.0","29",1
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4604893,1082,TRUE,"number_series_test_trial",30998,"NS_5",NA,"2.0","8/16",NA
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4625926,1083,FALSE,"number_series_test_trial",21017,"NS_6","150","2.0","165",0
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4656932,1084,TRUE,"number_series_test_trial",30998,"NS_7",NA,"2.0","43",NA
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4687940,1085,TRUE,"number_series_test_trial",30989,"NS_8",NA,"2.0","8900",NA
"Tjhn6jZbe9ifvP7bbFTUKvmR8d","d2LmNKWIb1IpZIwKG4DEKvrSrP",4718946,1086,TRUE,"number_series_test_trial",30988,"NS_9",NA,"2.0","12/16",NA
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",3908090,1168,FALSE,"number_series_test_trial",19545,"NS_1","-2","2.0","-2",1
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",3920733,1169,FALSE,"number_series_test_trial",12634,"NS_2","28","2.0","28",1
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",3948715,1170,FALSE,"number_series_test_trial",27974,"NS_3","62","2.0","64",0
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",3976022,1171,FALSE,"number_series_test_trial",27300,"NS_4","29","2.0","29",1
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",4007031,1172,TRUE,"number_series_test_trial",31003,"NS_5","8/13","2.0","8/16",0
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",4038047,1173,TRUE,"number_series_test_trial",30993,"NS_6",NA,"2.0","165",NA
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",4069059,1174,TRUE,"number_series_test_trial",30997,"NS_7",NA,"2.0","43",NA
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",4077293,1175,FALSE,"number_series_test_trial",8220,"NS_8","8000","2.0","8900",0
"RfOzfLl5wItGscTg2HtbDw8R2B","Vty3mOylEwTv5j92MQSJKHjASQ",4101004,1176,FALSE,"number_series_test_trial",23698,"NS_9","10/14","2.0","12/16",0
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",514218,78,FALSE,"number_series_test_trial",17349,"NS_1","-2","3.0","-2",1
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",526486,79,FALSE,"number_series_test_trial",12267,"NS_2","28","3.0","28",1
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",557445,80,FALSE,"number_series_test_trial",30958,"NS_3","64","3.0","64",1
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",581301,81,FALSE,"number_series_test_trial",23854,"NS_4","29","3.0","29",1
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",612304,82,TRUE,"number_series_test_trial",31002,"NS_5",NA,"3.0","8/16",NA
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",643307,83,TRUE,"number_series_test_trial",30999,"NS_6",NA,"3.0","165",NA
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",674310,84,TRUE,"number_series_test_trial",30998,"NS_7",NA,"3.0","43",NA
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",701878,85,FALSE,"number_series_test_trial",27565,"NS_8","8892","3.0","8900",0
"oDPrb4oB7ChKhHdu1LOUMcjzfF","ew6suCezl6ILissqFb4U7vTaCW",725670,86,FALSE,"number_series_test_trial",23791,"NS_9","12/16","3.0","12/16",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7282557,1312,FALSE,"number_series_test_trial",7274,"NS_1","-2","3.0","-2",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7291747,1313,FALSE,"number_series_test_trial",9187,"NS_2","28","3.0","28",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7298410,1314,FALSE,"number_series_test_trial",6660,"NS_3","64","3.0","64",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7312795,1315,FALSE,"number_series_test_trial",14382,"NS_4","29","3.0","29",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7329819,1316,FALSE,"number_series_test_trial",17022,"NS_5","8/16","3.0","8/16",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7352566,1317,FALSE,"number_series_test_trial",22743,"NS_6","120","3.0","165",0
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7383569,1318,TRUE,"number_series_test_trial",31002,"NS_7","43","3.0","43",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7394856,1319,FALSE,"number_series_test_trial",11285,"NS_8","8900","3.0","8900",1
"aD0IShYXczfagjfK4sx7mKMNTJ","zZl66FBZRdRWNDZRRiLn1H8t8W",7425809,1320,TRUE,"number_series_test_trial",31010,"NS_9","10/16","3.0","12/16",0
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",741656,49,FALSE,"number_series_test_trial",6442,"NS_1","-2","2.0","-2",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",747446,50,FALSE,"number_series_test_trial",5784,"NS_2","28","2.0","28",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",752778,51,FALSE,"number_series_test_trial",5326,"NS_3","64","2.0","64",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",761621,52,FALSE,"number_series_test_trial",8837,"NS_4","29","2.0","29",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",786821,53,FALSE,"number_series_test_trial",25192,"NS_5","8/16","2.0","8/16",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",815835,54,FALSE,"number_series_test_trial",29007,"NS_6","158","2.0","165",0
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",832868,55,FALSE,"number_series_test_trial",17027,"NS_7","43","2.0","43",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",862401,56,FALSE,"number_series_test_trial",29525,"NS_8","8900","2.0","8900",1
"lTYUlbJy1cQafsVm9YcaiXA9XD","tBqGmsarfsGeNTFExvihYkzcCy",884530,57,FALSE,"number_series_test_trial",22120,"NS_9","12/16","2.0","12/16",1
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",784399,61,FALSE,"number_series_test_trial",25610,"NS_1","2","2.0","-2",0
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",795368,62,FALSE,"number_series_test_trial",10967,"NS_2","28","2.0","28",1
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",826370,63,TRUE,"number_series_test_trial",31000,"NS_3",NA,"2.0","64",NA
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",847695,64,FALSE,"number_series_test_trial",21323,"NS_4","29","2.0","29",1
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",874999,65,FALSE,"number_series_test_trial",27302,"NS_5","8/16","2.0","8/16",1
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",898104,66,FALSE,"number_series_test_trial",23102,"NS_6","153","2.0","165",0
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",929107,67,TRUE,"number_series_test_trial",31001,"NS_7",NA,"2.0","43",NA
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",943385,68,FALSE,"number_series_test_trial",14275,"NS_8","8900","2.0","8900",1
"sIu88gQdGwPerVLw9BibV8l8i7","IBkj24CGTbA025imxq8yZNdfIK",968280,69,FALSE,"number_series_test_trial",24893,"NS_9","12/14","2.0","12/16",0
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1539537,492,FALSE,"number_series_test_trial",5208,"NS_1","-2","2.0","-2",1
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1544279,493,FALSE,"number_series_test_trial",4736,"NS_2","28","2.0","28",1
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1547791,494,FALSE,"number_series_test_trial",3506,"NS_3","64","2.0","64",1
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1554431,495,FALSE,"number_series_test_trial",6636,"NS_4","29","2.0","29",1
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1562485,496,FALSE,"number_series_test_trial",8051,"NS_5","5/16","2.0","8/16",0
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1577529,497,FALSE,"number_series_test_trial",15041,"NS_6","120","2.0","165",0
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1597025,498,FALSE,"number_series_test_trial",19493,"NS_7","43","2.0","43",1
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1613037,499,FALSE,"number_series_test_trial",16007,"NS_8","8900","2.0","8900",1
"mhd9G7AKYkzOqfvmCO3sndg292","Nm8C0DsrRsyxQtTd9dlwDi9qnP",1635960,500,FALSE,"number_series_test_trial",22921,"NS_9","12/16","2.0","12/16",1
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3042375,382,FALSE,"number_series_test_trial",9688,"NS_1","-2","3.0","-2",1
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3051447,383,FALSE,"number_series_test_trial",9066,"NS_2","28","3.0","28",1
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3070120,384,FALSE,"number_series_test_trial",18667,"NS_3","64","3.0","64",1
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3080015,385,FALSE,"number_series_test_trial",9890,"NS_4","29","3.0","29",1
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3102343,386,FALSE,"number_series_test_trial",22322,"NS_5","15/4","3.0","8/16",0
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3115255,387,FALSE,"number_series_test_trial",12907,"NS_6","158","3.0","165",0
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3136535,388,FALSE,"number_series_test_trial",21275,"NS_7","52","3.0","43",0
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3154599,389,FALSE,"number_series_test_trial",18059,"NS_8","8900","3.0","8900",1
"n8PDqL1IFVXn1WZ6w0X41ZX163","96wz66NonMBQ54ZbEzSqUTf4UF",3168743,390,FALSE,"number_series_test_trial",14138,"NS_9","10/15","3.0","12/16",0
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2167046,675,FALSE,"number_series_test_trial",10612,"NS_1","-2","3.0","-2",1
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2198067,676,TRUE,"number_series_test_trial",31016,"NS_2","1","3.0","28",0
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2215228,677,FALSE,"number_series_test_trial",17158,"NS_3","64","3.0","64",1
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2238847,678,FALSE,"number_series_test_trial",23617,"NS_4","28","3.0","29",0
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2266985,679,FALSE,"number_series_test_trial",28135,"NS_5","8/16","3.0","8/16",1
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2281823,680,FALSE,"number_series_test_trial",14836,"NS_6","162","3.0","165",0
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2296891,681,FALSE,"number_series_test_trial",15064,"NS_7","36","3.0","43",0
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2318923,682,FALSE,"number_series_test_trial",22030,"NS_8","9981","3.0","8900",0
"CC2biVSNgQFMIbtAYx6A2NqJAo","MojEPTEutYihMWiHqOtOcQYq8n",2330783,683,FALSE,"number_series_test_trial",11857,"NS_9","10/14","3.0","12/16",0
